H	355_Anlg	353_Anlg	460_Anlg	532_Anlg	530_Anlg	355_Anlg_Molec	532_Anlg_Molec		MolecExt355_Anlg	MolecBack355_Anlg	MolecExt353_Anlg	MolecBack353_Anlg	MolecExt460_Anlg	MolecBack460_Anlg	MolecExt532_Anlg	MolecBack532_Anlg	MolecExt530_Anlg	MolecBack530_Anlg
41898.75	-0.00013231665	-5.6539529E-5	5.723552E-6	6.5486936E-5	-6.3432165E-7	0	0		0	0	0	0	0	0	0	0	0	0
41902.5	-3.7940895E-5	5.0110338E-6	5.1034563E-5	4.6478674E-5	2.521585E-5	0	0		0	0	0	0	0	0	0	0	0	0
41906.25	-3.6343562E-5	1.1508126E-6	2.2921503E-5	-3.9883793E-5	6.7811395E-5	0	0		0	0	0	0	0	0	0	0	0	0
41910	-0.0001305862	-4.8260019E-5	7.1107713E-5	-1.2649267E-5	6.8731431E-6	0	0		0	0	0	0	0	0	0	0	0	0
41913.75	-4.5794448E-5	-4.8206775E-5	3.1493857E-5	1.2242505E-5	-4.2830533E-5	0	0		0	0	0	0	0	0	0	0	0	0
41917.5	-6.2566444E-5	-1.3677761E-5	-6.2642298E-5	-1.4219977E-5	-7.1289682E-5	0	0		0	0	0	0	0	0	0	0	0	0
41921.25	9.9163515E-5	2.6175695E-5	-6.027292E-5	3.7134277E-5	1.2824779E-6	0	0		0	0	0	0	0	0	0	0	0	0
41925	0.00014748284	4.7899423E-5	-4.2116569E-5	8.968653E-5	0.00010782458	0	0		0	0	0	0	0	0	0	0	0	0
41928.75	0.00016545283	2.7187339E-5	-8.0798649E-5	6.9586757E-5	7.8581651E-6	0	0		0	0	0	0	0	0	0	0	0	0
41932.5	9.5436405E-5	3.788947E-5	-0.00011769704	-3.6902105E-5	-5.4996886E-5	0	0		0	0	0	0	0	0	0	0	0	0
41936.25	4.046153E-5	5.543351E-5	-0.00014857881	-5.0479435E-5	4.6327267E-5	0	0		0	0	0	0	0	0	0	0	0	0
41940	-3.6343562E-5	0.00010873119	-5.0715545E-5	-6.267241E-5	-1.346623E-5	0	0		0	0	0	0	0	0	0	0	0	0
41943.75	0.00011327329	8.6847724E-5	2.9337457E-5	1.620241E-6	-5.9522662E-5	0	0		0	0	0	0	0	0	0	0	0	0
41947.5	9.1443073E-5	1.8696124E-6	9.8233732E-6	9.6235595E-5	0.00010361827	0	0		0	0	0	0	0	0	0	0	0	0
41951.25	0.00019833127	-2.903878E-5	8.3114333E-5	0.00014234527	0.00011514569	0	0		0	0	0	0	0	0	0	0	0	0
41955	7.0810856E-5	-4.4293309E-5	0.00018707408	6.1466982E-5	-2.7922093E-5	0	0		0	0	0	0	0	0	0	0	0	0
41958.75	-0.0001220671	2.4258896E-5	9.7303973E-5	6.1067648E-5	-6.7802171E-5	0	0		0	0	0	0	0	0	0	0	0	0
41962.5	-0.00013817354	-1.5860783E-5	-6.8605674E-5	6.7563469E-5	2.9209182E-5	0	0		0	0	0	0	0	0	0	0	0	0
41966.25	0.00014415506	-1.3225184E-5	3.7324122E-5	5.5237383E-5	5.3808109E-5	0	0		0	0	0	0	0	0	0	0	0	0
41970	0.00019979549	-5.6273306E-5	0.00016343356	1.903117E-5	-3.5642535E-5	0	0		0	0	0	0	0	0	0	0	0	0
41973.75	2.2491535E-5	-8.3561077E-5	0.00018555662	6.3057509E-6	1.9465451E-5	0	0		0	0	0	0	0	0	0	0	0	0
41977.5	0.00023546926	-3.0902335E-5	0.00014687454	-5.8093388E-5	0.00015718217	0	0		0	0	0	0	0	0	0	0	0	0
41981.25	3.0744421E-5	3.4268849E-5	6.2721715E-5	-4.5341347E-5	7.2496904E-5	0	0		0	0	0	0	0	0	0	0	0	0
41985	0.00012165929	0.00012829851	2.0365771E-5	-3.7301438E-5	1.536563E-5	0	0		0	0	0	0	0	0	0	0	0	0
41988.75	0.00018701683	0.00013431513	6.2242516E-5	-1.5478027E-6	-2.4487827E-5	0	0		0	0	0	0	0	0	0	0	0	0
41992.5	0.00010848129	2.6654895E-5	2.9470568E-5	3.6169072E-6	1.1558653E-5	0	0		0	0	0	0	0	0	0	0	0	0
41996.25	-0.00010795732	-9.1494498E-5	8.476491E-5	4.546703E-5	7.2736504E-5	0	0		0	0	0	0	0	0	0	0	0	0
42000	-2.6360231E-5	1.6112498E-5	9.557151E-6	6.3516892E-5	2.3325672E-5	0	0		0	0	0	0	0	0	0	0	0	0
42003.75	-6.3935693E-6	5.6977599E-5	-1.208671E-5	8.4175731E-5	2.3458783E-5	0	0		0	0	0	0	0	0	0	0	0	0
42007.5	-4.4463338E-5	-5.0922241E-5	3.5061234E-5	6.3889603E-5	6.9861305E-5	0	0		0	0	0	0	0	0	0	0	0	0
42011.25	-5.0719558E-5	-3.180749E-5	1.8715193E-5	-2.9341396E-5	1.3155986E-5	0	0		0	0	0	0	0	0	0	0	0	0
42015	0.00010116018	8.2481681E-5	6.5222185E-6	-3.3281484E-5	-2.8348048E-5	0	0		0	0	0	0	0	0	0	0	0	0
42018.75	0.00012245795	9.0335235E-5	1.8821682E-5	2.6352279E-5	-2.5552715E-5	0	0		0	0	0	0	0	0	0	0	0	0
42022.5	6.5619524E-5	-4.778082E-5	-2.6092015E-6	4.9114274E-5	-9.3397861E-6	0	0		0	0	0	0	0	0	0	0	0	0
42026.25	5.0977305E-5	-4.8792464E-5	-5.0635678E-5	-8.9221564E-6	5.8466997E-5	0	0		0	0	0	0	0	0	0	0	0	0
42030	1.3972426E-5	-2.6349936E-5	-0.00010627611	1.759357E-5	2.7052783E-5	0	0		0	0	0	0	0	0	0	0	0	0
42033.75	3.1010643E-5	-2.4779225E-5	-5.8276254E-5	5.9150849E-5	-5.5076752E-5	0	0		0	0	0	0	0	0	0	0	0	0
42037.5	-2.7824453E-5	5.7830781E-6	-6.1018342E-5	0.00013978954	4.7818111E-5	0	0		0	0	0	0	0	0	0	0	0	0
42041.25	-6.9221998E-5	-3.0288753E-6	-5.9367765E-5	9.3466885E-5	0.0001014885	0	0		0	0	0	0	0	0	0	0	0	0
42045	-0.00012659287	-5.4942196E-5	2.744728E-5	6.2791287E-6	2.9794871E-5	0	0		0	0	0	0	0	0	0	0	0	0
42048.75	-5.9638E-5	-2.7973891E-5	0.00012938374	3.1543611E-5	-4.09936E-5	0	0		0	0	0	0	0	0	0	0	0	0
42052.5	-0.00016799042	2.2927785E-5	4.006621E-5	9.3307151E-5	-4.9204983E-6	0	0		0	0	0	0	0	0	0	0	0	0
42056.25	-4.2999116E-5	2.3939429E-5	2.3957751E-6	7.7333822E-5	2.5508694E-5	0	0		0	0	0	0	0	0	0	0	0	0
42060	4.9912417E-5	8.9030746E-5	0.00013207259	4.1047742E-5	-1.1442941E-5	0	0		0	0	0	0	0	0	0	0	0	0
42063.75	-2.4629787E-5	9.1293634E-5	0.00021172626	-2.7158374E-5	-9.5329542E-5	0	0		0	0	0	0	0	0	0	0	0	0
42067.5	1.4238648E-5	6.1423509E-5	8.1570244E-5	-6.8263075E-5	-8.3935234E-5	0	0		0	0	0	0	0	0	0	0	0	0
42071.25	-0.00013910531	9.3689634E-5	1.9300882E-5	5.9330399E-6	-5.9176574E-5	0	0		0	0	0	0	0	0	0	0	0	0
42075	-0.00010103555	6.9623151E-5	6.8019536E-5	6.4555159E-5	-6.8680705E-5	0	0		0	0	0	0	0	0	0	0	0	0
42078.75	0.00018768238	5.8548309E-5	8.9902998E-5	-1.9331443E-5	-5.2920353E-5	0	0		0	0	0	0	0	0	0	0	0	0
42082.5	-2.010401E-5	3.8714759E-5	0.00010321411	-1.8938915E-6	6.2673307E-5	0	0		0	0	0	0	0	0	0	0	0	0
42086.25	-3.1989035E-6	0.0001291238	0.00018923048	5.6674983E-5	1.4300741E-5	0	0		0	0	0	0	0	0	0	0	0	0
42090	-5.5378446E-5	0.00010242172	0.00012760005	-3.4958683E-5	-1.2108497E-5	0	0		0	0	0	0	0	0	0	0	0	0
42093.75	-2.7158897E-5	0.00010883767	6.7646825E-5	-2.5853885E-5	-1.2294852E-5	0	0		0	0	0	0	0	0	0	0	0	0
42097.5	-4.353156E-5	0.00015289744	7.5074423E-5	1.6368948E-5	-4.8634176E-5	0	0		0	0	0	0	0	0	0	0	0	0
42101.25	-3.3282007E-5	8.7859369E-5	5.3963007E-5	1.0112728E-5	-7.0863726E-5	0	0		0	0	0	0	0	0	0	0	0	0
42105	9.9562849E-5	-6.2636016E-5	-9.7118067E-5	-1.0333134E-5	-6.7056749E-5	0	0		0	0	0	0	0	0	0	0	0	0
42108.75	0.00011367262	-3.4389845E-5	-8.8758691E-5	9.5004168E-6	1.3315719E-5	0	0		0	0	0	0	0	0	0	0	0	0
42112.5	0.0001975326	-4.226875E-6	1.243235E-5	1.2109394E-5	6.0090952E-5	0	0		0	0	0	0	0	0	0	0	0	0
42116.25	0.00014388884	-1.3384917E-5	3.5194345E-5	-3.1258195E-5	7.3257208E-6	0	0		0	0	0	0	0	0	0	0	0	0
42120	7.2807522E-5	3.0648227E-5	-5.3990077E-5	-1.3501177E-5	-1.2401341E-5	0	0		0	0	0	0	0	0	0	0	0	0
42123.75	-8.4529772E-5	2.1117474E-5	-7.8402649E-5	-2.1993664E-5	4.2174201E-5	0	0		0	0	0	0	0	0	0	0	0	0
42127.5	-4.6060671E-5	5.1679778E-5	4.0252566E-5	6.1460176E-6	1.9012873E-5	0	0		0	0	0	0	0	0	0	0	0	0
42131.25	-7.188422E-5	2.851845E-5	6.4745004E-5	4.1713298E-5	-4.6211555E-5	0	0		0	0	0	0	0	0	0	0	0	0
42135	2.2624646E-5	-7.7278234E-5	6.793967E-5	1.4691749E-5	-0.0001129002	0	0		0	0	0	0	0	0	0	0	0	0
42138.75	0.0003104108	-9.176072E-5	0.00015358334	1.2056149E-5	-8.8301277E-5	0	0		0	0	0	0	0	0	0	0	0	0
42142.5	7.9596187E-5	2.8598317E-5	0.00012078477	5.2495295E-5	-3.7532712E-5	0	0		0	0	0	0	0	0	0	0	0	0
42146.25	4.9912417E-5	8.0804481E-5	-7.3983361E-5	-6.1268237E-6	4.7285666E-5	0	0		0	0	0	0	0	0	0	0	0	0
42150	0.00021776549	1.1879565E-5	-5.2392745E-5	-3.3734061E-5	9.911912E-5	0	0		0	0	0	0	0	0	0	0	0	0
42153.75	9.1309962E-5	-1.2958962E-5	2.3294214E-5	1.0032861E-5	7.3455304E-5	0	0		0	0	0	0	0	0	0	0	0	0
42157.5	5.2308416E-5	3.919523E-6	-2.0898664E-5	-6.5494364E-5	-3.4524402E-5	0	0		0	0	0	0	0	0	0	0	0	0
42161.25	0.00010768262	4.5423557E-5	0.00017823551	-4.9707391E-5	-0.00012940598	0	0		0	0	0	0	0	0	0	0	0	0
42165	0.00011207529	-4.7621086E-5	0.00025631847	9.4737946E-6	-8.0341235E-5	0	0		0	0	0	0	0	0	0	0	0	0
42168.75	0.00011061107	-2.4965581E-5	4.3580343E-5	-3.6476149E-5	-3.4764002E-5	0	0		0	0	0	0	0	0	0	0	0	0
42172.5	-1.5445123E-5	6.7519996E-5	-1.7677375E-5	-3.810691E-6	-7.5629103E-5	0	0		0	0	0	0	0	0	0	0	0	0
42176.25	-0.00015321509	3.5200626E-5	3.2665234E-5	8.9047597E-5	-7.9515946E-5	0	0		0	0	0	0	0	0	0	0	0	0
42180	-0.00013963776	-4.4532909E-5	3.5405303E-6	5.8485293E-5	-7.2461059E-5	0	0		0	0	0	0	0	0	0	0	0	0
42183.75	-9.6775991E-5	-6.3700905E-5	-1.6026798E-5	7.8159111E-5	8.0327799E-7	0	0		0	0	0	0	0	0	0	0	0	0
42187.5	0.0001638555	3.3869515E-5	3.4289189E-5	3.6868054E-5	5.1426991E-6	0	0		0	0	0	0	0	0	0	0	0	0
42191.25	9.3306628E-5	0.00015771606	-2.3534263E-5	-1.2409667E-5	-5.2121687E-5	0	0		0	0	0	0	0	0	0	0	0	0
42195	4.7250195E-5	3.1553383E-5	-0.00012459219	6.5060981E-5	3.9272379E-5	0	0		0	0	0	0	0	0	0	0	0	0
42198.75	-4.6631253E-6	-4.682242E-5	-3.4609105E-5	0.0001200891	0.00011232374	0	0		0	0	0	0	0	0	0	0	0	0
42202.5	-0.00010635999	-9.6844292E-6	2.9071235E-5	4.5200808E-5	2.2260784E-5	0	0		0	0	0	0	0	0	0	0	0	0
42206.25	0.00011247462	-3.5321623E-5	-5.630621E-5	-1.9038598E-5	-3.9472171E-7	0	0		0	0	0	0	0	0	0	0	0	0
42210	3.0877532E-5	-8.9390071E-6	-8.6415936E-5	-2.825669E-6	-3.2714091E-5	0	0		0	0	0	0	0	0	0	0	0	0
42213.75	-0.00018236641	2.1516807E-5	-0.00010236264	2.9227479E-5	-4.0328045E-5	0	0		0	0	0	0	0	0	0	0	0	0
42217.5	3.8331753E-5	-2.4779225E-5	9.5305288E-6	5.1803117E-5	-1.8737428E-5	0	0		0	0	0	0	0	0	0	0	0	0
42221.25	4.1792641E-5	1.4170347E-6	6.4265804E-5	0.00011641523	9.6152313E-6	0	0		0	0	0	0	0	0	0	0	0	0
42225	0.00012698373	5.5087421E-5	-3.4475993E-5	0.00011207581	-9.005438E-7	0	0		0	0	0	0	0	0	0	0	0	0
42228.75	-0.00013111865	3.3470182E-5	-7.9334427E-5	7.6961111E-5	7.6969437E-5	0	0		0	0	0	0	0	0	0	0	0	0
42232.5	6.6131777E-7	-3.1461401E-5	-7.2306162E-5	8.1433643E-5	0.00010979463	0	0		0	0	0	0	0	0	0	0	0	0
42236.25	-5.1118891E-5	-5.2413085E-5	-1.9194842E-5	8.0235644E-5	1.4007897E-5	0	0		0	0	0	0	0	0	0	0	0	0
42240	9.6900627E-5	-1.101554E-5	1.1686928E-5	0.00013521052	-5.4996886E-5	0	0		0	0	0	0	0	0	0	0	0	0
42243.75	3.0478199E-5	1.6059253E-5	2.7684861E-6	8.500102E-5	1.9598562E-5	0	0		0	0	0	0	0	0	0	0	0	0
42247.5	0.0001205944	9.1640994E-6	1.8342482E-5	-2.1669187E-7	3.1194107E-6	0	0		0	0	0	0	0	0	0	0	0	0
42251.25	0.00014375573	4.185618E-5	7.2758291E-5	3.9896182E-6	-3.6148357E-5	0	0		0	0	0	0	0	0	0	0	0	0
42255	7.8531298E-5	8.8871013E-5	7.310438E-5	5.2674845E-6	4.5570104E-6	0	0		0	0	0	0	0	0	0	0	0	0
42258.75	0.00010342307	5.9453465E-5	3.069519E-5	-5.5404545E-5	-4.2244845E-5	0	0		0	0	0	0	0	0	0	0	0	0
42262.5	2.8481533E-5	-4.2003799E-5	2.3107859E-5	-6.1554276E-5	-8.6783811E-5	0	0		0	0	0	0	0	0	0	0	0	0
42266.25	0.00018222483	-7.6878901E-5	0.00012570988	-3.9537704E-5	-6.1146618E-5	0	0		0	0	0	0	0	0	0	0	0	0
42270	9.6368183E-5	-3.2739268E-5	0.00013659836	7.5836173E-6	-3.4710758E-5	0	0		0	0	0	0	0	0	0	0	0	0
42273.75	9.5170183E-5	8.8498302E-5	7.0335669E-5	5.6621738E-5	-3.8251512E-5	0	0		0	0	0	0	0	0	0	0	0	0
42277.5	-5.0852669E-5	5.3543333E-5	-1.232631E-5	7.8611688E-5	-6.9931949E-5	0	0		0	0	0	0	0	0	0	0	0	0
42281.25	1.6767758E-5	-7.1527836E-5	5.3774632E-6	-3.0645884E-5	-4.3815555E-5	0	0		0	0	0	0	0	0	0	0	0	0
42285	0.00016132639	-2.9490086E-6	4.5044564E-5	-8.0748894E-5	-2.5777434E-6	0	0		0	0	0	0	0	0	0	0	0	0
42288.75	0.00024771548	6.9543284E-5	9.5837733E-6	2.0175925E-5	-4.0966978E-5	0	0		0	0	0	0	0	0	0	0	0	0
42292.5	0.00014641795	9.0654701E-5	-3.4103282E-5	3.3833122E-5	-7.3632437E-5	0	0		0	0	0	0	0	0	0	0	0	0
42296.25	0.0001110104	0.00010681439	-2.7156903E-6	-1.3634289E-5	-7.6055058E-5	0	0		0	0	0	0	0	0	0	0	0	0
42300	0.00011114351	6.288773E-5	-3.0351569E-6	-4.0176637E-5	-5.4198219E-5	0	0		0	0	0	0	0	0	0	0	0	0
42303.75	-1.4684595E-6	-1.1547984E-5	-0.00010979024	-3.4346372E-5	-6.5672394E-5	0	0		0	0	0	0	0	0	0	0	0	0
42307.5	7.3168717E-6	-1.1814206E-5	-1.5121643E-5	1.362686E-5	-0.00010808158	0	0		0	0	0	0	0	0	0	0	0	0
42311.25	3.4604643E-5	2.8092495E-5	9.9087662E-5	2.7789879E-5	-0.00010225132	0	0		0	0	0	0	0	0	0	0	0	0
42315	4.0993974E-5	4.9363645E-5	7.1853135E-5	3.9849743E-5	-3.1356358E-5	0	0		0	0	0	0	0	0	0	0	0	0
42318.75	4.658464E-5	9.3263678E-5	-2.3081685E-5	5.4651694E-5	-8.4080086E-6	0	0		0	0	0	0	0	0	0	0	0	0
42322.5	0.00011127662	-8.8591405E-6	-4.5280201E-7	0.00014460816	-1.3013652E-5	0	0		0	0	0	0	0	0	0	0	0	0
42326.25	9.7166849E-5	8.2323219E-6	9.3363886E-5	6.9001069E-5	4.8962866E-5	0	0		0	0	0	0	0	0	0	0	0	0
42330	-9.9970657E-5	9.893421E-5	1.3310883E-5	-2.0609309E-5	7.0606727E-5	0	0		0	0	0	0	0	0	0	0	0	0
42333.75	0.00015294039	2.1357074E-5	1.3018039E-5	9.8871194E-5	-1.5622629E-5	0	0		0	0	0	0	0	0	0	0	0	0
42337.5	0.00035686656	-1.2000562E-5	0.00017072804	0.0001150575	-1.2667563E-5	0	0		0	0	0	0	0	0	0	0	0	0
42341.25	0.00013297373	3.3523427E-5	0.00022437181	0.00010241195	6.2753174E-5	0	0		0	0	0	0	0	0	0	0	0	0
42345	-8.9226798E-6	-3.1834112E-5	0.00011239877	7.8132488E-5	5.1426991E-6	0	0		0	0	0	0	0	0	0	0	0	0
42348.75	5.9097081E-5	-5.7258328E-5	-6.3895561E-6	0.00010720395	-5.1828842E-5	0	0		0	0	0	0	0	0	0	0	0	0
42352.5	-9.6509769E-5	-7.3284902E-5	-7.5580694E-5	8.127391E-5	3.8260735E-5	0	0		0	0	0	0	0	0	0	0	0	0
42356.25	9.1176851E-5	-4.5890642E-5	-7.3530784E-5	-9.8873612E-7	8.2426991E-5	0	0		0	0	0	0	0	0	0	0	0	0
42360	-3.2084007E-5	-6.3287587E-7	4.5044564E-5	-5.0086907E-6	3.6343936E-5	0	0		0	0	0	0	0	0	0	0	0	0
42363.75	-5.1955696E-6	5.09876E-5	0.00013329721	6.2345515E-5	3.1046115E-5	0	0		0	0	0	0	0	0	0	0	0	0
42367.5	0.00016638461	6.5230485E-5	6.1257494E-5	0.00011593603	6.6826373E-5	0	0		0	0	0	0	0	0	0	0	0	0
42371.25	0.00025237437	7.3802839E-5	1.4721861E-5	9.6981017E-5	3.0167582E-5	0	0		0	0	0	0	0	0	0	0	0	0
42375	0.00010781574	3.1606627E-5	0.00010715419	5.3560184E-5	4.7818111E-5	0	0		0	0	0	0	0	0	0	0	0	0
42378.75	0.00019846438	2.0132452E-5	0.00010853855	-9.5391112E-5	-4.2351333E-5	0	0		0	0	0	0	0	0	0	0	0	0
42382.5	0.00019220816	-1.7112027E-5	6.9195326E-7	-0.00011072551	-4.8740665E-5	0	0		0	0	0	0	0	0	0	0	0	0
42386.25	-9.3220131E-6	-0.00010485885	-4.5792454E-6	-4.9387924E-5	7.1298905E-5	0	0		0	0	0	0	0	0	0	0	0	0
42390	-2.7824453E-5	1.9228568E-6	-0.00013548068	-2.9900462E-5	4.0097668E-5	0	0		0	0	0	0	0	0	0	0	0	0
42393.75	0.00012232484	7.7529949E-5	-0.00011796326	6.3144181E-5	-3.4710758E-5	0	0		0	0	0	0	0	0	0	0	0	0
42397.5	2.8614644E-5	9.9493277E-5	0.00010622242	2.1793075E-6	-2.3822271E-5	0	0		0	0	0	0	0	0	0	0	0	0
42401.25	3.8997308E-5	7.3722972E-5	0.00011506099	2.4488724E-5	3.2643448E-5	0	0		0	0	0	0	0	0	0	0	0	0
42405	2.5553089E-5	8.2960881E-5	1.759706E-5	1.6475437E-5	5.3834731E-5	0	0		0	0	0	0	0	0	0	0	0	0
42408.75	-0.00015747464	4.5237202E-5	4.1423943E-5	-2.3005308E-5	2.5854783E-5	0	0		0	0	0	0	0	0	0	0	0	0
42412.5	-6.4429999E-5	1.5686542E-5	2.7951083E-6	-1.0492867E-5	-3.6281468E-5	0	0		0	0	0	0	0	0	0	0	0	0
42416.25	7.626841E-5	6.8717996E-5	-3.168268E-6	-1.4166733E-5	-4.45876E-5	0	0		0	0	0	0	0	0	0	0	0	0
42420	9.1176851E-5	6.4220112E-6	2.9017991E-5	1.3806411E-6	-1.8311473E-5	0	0		0	0	0	0	0	0	0	0	0	0
42423.75	-0.00021071907	-5.3211752E-5	4.6056209E-5	-4.1560993E-5	-8.1950309E-6	0	0		0	0	0	0	0	0	0	0	0	0
42427.5	-0.00010023688	-3.998051E-5	0.00011713752	3.1064411E-5	3.6450425E-5	0	0		0	0	0	0	0	0	0	0	0	0
42431.25	2.1559757E-5	3.3017605E-5	0.0001439461	0.0001614334	4.3345578E-5	0	0		0	0	0	0	0	0	0	0	0	0
42435	-0.00011541154	7.0794528E-5	7.286478E-5	5.832556E-5	-4.2815652E-6	0	0		0	0	0	0	0	0	0	0	0	0
42438.75	-0.00012020354	8.3706303E-5	1.3417372E-5	8.199271E-5	-4.5013555E-5	0	0		0	0	0	0	0	0	0	0	0	0
42442.5	-5.2450002E-5	9.9440032E-5	-7.5633939E-5	6.6125869E-5	-0.00010659074	0	0		0	0	0	0	0	0	0	0	0	0
42446.25	-9.1850881E-5	2.9050894E-5	-6.5703852E-5	4.1074364E-5	-8.0687324E-5	0	0		0	0	0	0	0	0	0	0	0	0
42450	-0.00017730819	-5.3744196E-5	3.3304167E-5	3.6175877E-5	-6.862746E-5	0	0		0	0	0	0	0	0	0	0	0	0
42453.75	-0.00013471265	2.010583E-5	6.4505404E-5	3.9157565E-5	-0.00012394842	0	0		0	0	0	0	0	0	0	0	0	0
42457.5	-3.7275339E-5	9.8030326E-6	1.7703549E-5	6.8601735E-5	-3.7692446E-5	0	0		0	0	0	0	0	0	0	0	0	0
42461.25	-0.00011101888	1.3105459E-6	6.1390605E-5	1.157695E-5	1.5498741E-5	0	0		0	0	0	0	0	0	0	0	0	0
42465	-1.6015705E-6	4.4624891E-5	0.00010473157	4.738383E-5	-0.00010661736	0	0		0	0	0	0	0	0	0	0	0	0
42468.75	-5.9904223E-5	3.1580005E-5	8.2874733E-5	0.00010022893	-0.0001758085	0	0		0	0	0	0	0	0	0	0	0	0
42472.5	0.00012578573	-2.0706026E-5	-1.8904016E-6	5.7580138E-5	-0.00013385189	0	0		0	0	0	0	0	0	0	0	0	0
42476.25	0.00019313994	1.5872898E-5	6.7007892E-5	2.6645124E-5	-0.00010230456	0	0		0	0	0	0	0	0	0	0	0	0
42480	3.7799308E-5	-3.6093667E-5	0.00016018565	9.2341946E-6	4.1961223E-5	0	0		0	0	0	0	0	0	0	0	0	0
42483.75	1.7300202E-5	-0.00010781392	3.5937748E-6	4.4954403E-6	6.0410419E-5	0	0		0	0	0	0	0	0	0	0	0	0
42487.5	7.1837606E-6	-5.3717574E-5	-6.6289541E-5	2.0415525E-5	2.2154295E-5	0	0		0	0	0	0	0	0	0	0	0	0
42491.25	-0.0001954113	-9.3383404E-6	4.7733408E-5	4.4109297E-5	9.3262233E-5	0	0		0	0	0	0	0	0	0	0	0	0
42495	-0.00013231665	-2.6216825E-5	5.0102785E-5	1.9829836E-5	-4.3081874E-6	0	0		0	0	0	0	0	0	0	0	0	0
42498.75	6.8015523E-5	-3.1434779E-5	-5.1487589E-5	-9.2416229E-6	-7.5788836E-5	0	0		0	0	0	0	0	0	0	0	0	0
42502.5	1.1043982E-5	-1.5008872E-5	-5.5188077E-5	-6.0196543E-5	-1.0244941E-5	0	0		0	0	0	0	0	0	0	0	0	0
42506.25	3.1904282E-6	-2.7787536E-5	-5.4176433E-5	3.1437122E-5	6.6267306E-5	0	0		0	0	0	0	0	0	0	0	0	0
42510	-0.0001148791	-3.4814529E-6	-6.2269587E-5	9.785955E-5	7.316246E-5	0	0		0	0	0	0	0	0	0	0	0	0
42513.75	8.8248407E-5	-1.1228518E-5	-2.5025107E-5	6.024236E-5	3.410767E-5	0	0		0	0	0	0	0	0	0	0	0	0
42517.5	0.00019700016	4.065818E-5	-3.8416081E-5	1.362686E-5	2.4417183E-5	0	0		0	0	0	0	0	0	0	0	0	0
42521.25	0.00013869751	0.00014472442	3.2478879E-5	3.962996E-6	6.4483618E-5	0	0		0	0	0	0	0	0	0	0	0	0
42525	-0.0001990053	0.00014389913	0.00010877815	4.2272364E-5	7.9498547E-5	0	0		0	0	0	0	0	0	0	0	0	0
42528.75	-2.4762898E-5	7.3643105E-5	6.9297403E-5	6.1014404E-5	7.8673258E-5	0	0		0	0	0	0	0	0	0	0	0	0
42532.5	0.00015280728	8.5889325E-5	6.6581937E-5	2.7284057E-5	8.1734813E-5	0	0		0	0	0	0	0	0	0	0	0	0
42536.25	0.00011766596	1.2864587E-5	0.00015693774	6.4049336E-5	7.9072592E-5	0	0		0	0	0	0	0	0	0	0	0	0
42540	-0.00013218354	-7.6186724E-5	9.1553575E-5	3.3061078E-5	5.0080999E-5	0	0		0	0	0	0	0	0	0	0	0	0
42543.75	-0.00010303221	-8.6303166E-5	-2.9018439E-5	-5.9823832E-5	-6.8756608E-7	0	0		0	0	0	0	0	0	0	0	0	0
42547.5	0.00017091039	2.8358717E-5	4.5521745E-6	8.1194043E-5	5.0347221E-5	0	0		0	0	0	0	0	0	0	0	0	0
42551.25	0.00018302349	5.5886088E-5	1.3683594E-5	7.3686578E-5	7.2523527E-5	0	0		0	0	0	0	0	0	0	0	0	0
42555	-1.51789E-5	1.8881208E-5	1.1740173E-5	-4.7125036E-5	-3.4284802E-5	0	0		0	0	0	0	0	0	0	0	0	0
42558.75	-5.6044001E-5	-2.4007181E-5	8.4392199E-5	-6.4589209E-5	-2.3343072E-5	0	0		0	0	0	0	0	0	0	0	0	0
42562.5	0.00018568572	-4.0672688E-5	0.00013755676	-4.9787257E-5	-1.5512177E-7	0	0		0	0	0	0	0	0	0	0	0	0
42566.25	0.00011686729	-5.1454685E-5	3.4209323E-5	5.2016095E-5	-7.9405494E-7	0	0		0	0	0	0	0	0	0	0	0	0
42570	-9.3448214E-5	-8.8006987E-5	-0.00013257886	0.0001399759	-4.7075206E-6	0	0		0	0	0	0	0	0	0	0	0	0
42573.75	-4.4596449E-5	-6.7933837E-5	-3.0722261E-5	4.7969518E-5	-4.7622532E-5	0	0		0	0	0	0	0	0	0	0	0	0
42577.5	2.5819311E-5	8.6582774E-6	9.4269041E-5	-3.4980295E-7	-3.2075158E-5	0	0		0	0	0	0	0	0	0	0	0	0
42581.25	-5.8972445E-5	-4.2534972E-6	4.4299142E-5	4.618583E-5	-2.5180004E-5	0	0		0	0	0	0	0	0	0	0	0	0
42585	4.165953E-5	-3.1647757E-5	3.9664858E-6	7.6481911E-5	-3.2474491E-5	0	0		0	0	0	0	0	0	0	0	0	0
42588.75	0.00016997861	2.4817962E-5	-2.9604128E-5	6.937378E-5	4.0044424E-5	0	0		0	0	0	0	0	0	0	0	0	0
42592.5	6.6285079E-5	-1.0829184E-5	-9.2512423E-5	9.0032619E-5	8.7192367E-5	0	0		0	0	0	0	0	0	0	0	0	0
42596.25	-6.7929026E-6	-3.396389E-5	-6.0831987E-5	1.7779926E-5	6.8423705E-5	0	0		0	0	0	0	0	0	0	0	0	0
42600	-5.8440001E-5	1.8109164E-5	-6.5759116E-6	-1.7654243E-5	1.2596919E-5	0	0		0	0	0	0	0	0	0	0	0	0
