H	355_Anlg	353_Anlg	460_Anlg	532_Anlg	530_Anlg	355_Anlg_Molec	532_Anlg_Molec		MolecExt355_Anlg	MolecBack355_Anlg	MolecExt353_Anlg	MolecBack353_Anlg	MolecExt460_Anlg	MolecBack460_Anlg	MolecExt532_Anlg	MolecBack532_Anlg	MolecExt530_Anlg	MolecBack530_Anlg
0	7.4759	0.21886859	0.044068365	5.6403804	0.027637245	0	0		0	0	0	0	0	0	0	0	0	0
3.75	11.012444	0.69533085	0.11017135	11.667787	0.095549852	0	0		0	0	0	0	0	0	0	0	0	0
7.5	4.5881123	0.96612633	0.085155203	5.7724593	0.13392684	0	0		0	0	0	0	0	0	0	0	0	0
11.25	2.9895884	0.87101919	0.024788238	-0.34732828	0.11419901	0	0		0	0	0	0	0	0	0	0	0	0
15	5.3202614	0.80918225	0.027062041	1.823342	0.097364555	0	0		0	0	0	0	0	0	0	0	0	0
18.75	3.8313142	0.80308438	0.030503947	1.8582395	0.096326209	0	0		0	0	0	0	0	0	0	0	0	0
22.5	3.3078465	0.74338374	0.015389264	0.5556403	0.089282556	0	0		0	0	0	0	0	0	0	0	0	0
26.25	4.0076846	0.71269498	0.017527321	1.3894657	0.08676106	0	0		0	0	0	0	0	0	0	0	0	0
30	3.4536928	0.70696665	0.018862212	1.400883	0.089869869	0	0		0	0	0	0	0	0	0	0	0	0
33.75	3.2556635	0.69567537	0.013761396	1.0537268	0.094773681	0	0		0	0	0	0	0	0	0	0	0	0
37.5	3.4926172	0.7279539	0.014486345	1.4955345	0.10893721	0	0		0	0	0	0	0	0	0	0	0	0
41.25	3.418379	0.85141469	0.01676361	1.8973102	0.14397558	0	0		0	0	0	0	0	0	0	0	0	0
45	3.6666691	1.1247323	0.01771554	2.6147439	0.21342578	0	0		0	0	0	0	0	0	0	0	0	0
48.75	4.4217434	1.614518	0.02188032	4.1234238	0.32868464	0	0		0	0	0	0	0	0	0	0	0	0
52.5	5.6017939	2.3422473	0.02812669	6.1951983	0.49094782	0	0		0	0	0	0	0	0	0	0	0	0
56.25	7.4719074	3.2901783	0.03537331	8.8063449	0.69438536	0	0		0	0	0	0	0	0	0	0	0	0
60	10.000109	4.41459	0.04436499	11.881489	0.92691234	0	0		0	0	0	0	0	0	0	0	0	0
63.75	12.971193	5.6490445	0.054390943	15.156633	1.1759284	0	0		0	0	0	0	0	0	0	0	0	0
67.5	16.297768	6.9127532	0.063755148	18.443279	1.4281792	0	0		0	0	0	0	0	0	0	0	0	0
71.25	19.855469	8.1221705	0.074091516	21.537412	1.6581547	0	0		0	0	0	0	0	0	0	0	0	0
75	23.421046	9.2193072	0.084080038	24.23371	1.8496584	0	0		0	0	0	0	0	0	0	0	0	0
78.75	26.818376	10.190145	0.091784401	26.508717	2.0152555	0	0		0	0	0	0	0	0	0	0	0	0
82.5	29.948694	11.032011	0.098301546	28.42983	2.1588258	0	0		0	0	0	0	0	0	0	0	0	0
86.25	32.768453	11.746128	0.10375556	30.028258	2.2790198	0	0		0	0	0	0	0	0	0	0	0	0
90	35.273966	12.33813	0.10883777	31.333808	2.3797367	0	0		0	0	0	0	0	0	0	0	0	0
93.75	37.47557	12.821781	0.11345619	32.401083	2.4616878	0	0		0	0	0	0	0	0	0	0	0	0
97.5	39.390503	13.198716	0.11655462	33.263866	2.5306553	120.92511	41.366548		6.9588376E-5	8.192219E-6	7.1259033E-5	8.3888954E-6	2.373727E-5	2.7944453E-6	1.3082427E-5	1.5401151E-6	1.3285184E-5	1.5639845E-6
101.25	41.036005	13.485858	0.1185569	33.932926	2.5867978	112.05355	38.347977		6.9575017E-5	8.1906464E-6	7.1245354E-5	8.3872851E-6	2.3732713E-5	2.7939089E-6	1.3079915E-5	1.5398194E-6	1.3282634E-5	1.5636843E-6
105	42.436353	13.702644	0.12069895	34.425401	2.6315107	104.11829	35.647401		6.9561648E-5	8.1890725E-6	7.1231664E-5	8.3856734E-6	2.3728153E-5	2.793372E-6	1.3077402E-5	1.5395235E-6	1.3280082E-5	1.5633838E-6
108.75	43.607713	13.849022	0.12301463	34.777415	2.6682152	96.992246	33.221697		6.954827E-5	8.1874976E-6	7.1217964E-5	8.3840607E-6	2.3723589E-5	2.7928348E-6	1.3074887E-5	1.5392275E-6	1.3277528E-5	1.5630831E-6
112.5	44.535573	13.932845	0.12458859	34.994976	2.6941105	90.569171	31.034812		6.9534884E-5	8.1859218E-6	7.1204257E-5	8.382447E-6	2.3719023E-5	2.7922973E-6	1.3072371E-5	1.5389312E-6	1.3274972E-5	1.5627823E-6
116.25	45.256223	13.972281	0.12452555	35.09452	2.7136791	84.759698	29.056414		6.9521493E-5	8.1843453E-6	7.1190544E-5	8.3808327E-6	2.3714455E-5	2.7917595E-6	1.3069853E-5	1.5386348E-6	1.3272416E-5	1.5624813E-6
120	45.846384	13.984153	0.12504055	35.091346	2.7303966	79.48821	27.260837		6.9508097E-5	8.1827683E-6	7.1176827E-5	8.3792178E-6	2.3709886E-5	2.7912216E-6	1.3067335E-5	1.5383384E-6	1.3269858E-5	1.5621802E-6
123.75	46.301185	13.960902	0.12601998	34.991308	2.7393895	74.690384	25.626246		6.9494699E-5	8.181191E-6	7.1163107E-5	8.3776027E-6	2.3705316E-5	2.7906836E-6	1.3064816E-5	1.5380418E-6	1.32673E-5	1.5618791E-6
127.5	46.588078	13.908232	0.12549177	34.810999	2.7405468	70.311224	24.133968		6.94813E-5	8.1796136E-6	7.1149387E-5	8.3759874E-6	2.3700745E-5	2.7901455E-6	1.3062297E-5	1.5377453E-6	1.3264742E-5	1.561578E-6
131.25	46.765362	13.843718	0.12567626	34.565398	2.7378616	66.303485	22.767964		6.9467901E-5	8.1780363E-6	7.1135667E-5	8.3743722E-6	2.3696175E-5	2.7896075E-6	1.3059778E-5	1.5374488E-6	1.3262185E-5	1.5612769E-6
135	46.848454	13.755065	0.12650211	34.247365	2.7338634	62.626399	21.514387		6.9454506E-5	8.1764593E-6	7.1121949E-5	8.3727574E-6	2.3691605E-5	2.7890695E-6	1.305726E-5	1.5371523E-6	1.3259627E-5	1.5609758E-6
138.75	46.830048	13.644758	0.12561618	33.877733	2.7270598	59.244636	20.361242		6.9441114E-5	8.1748827E-6	7.1108236E-5	8.3711429E-6	2.3687037E-5	2.7885318E-6	1.3054742E-5	1.5368559E-6	1.325707E-5	1.5606748E-6
142.5	46.723062	13.533634	0.12432322	33.495133	2.7193346	56.127462	19.298088		6.9427727E-5	8.1733069E-6	7.1094528E-5	8.3695292E-6	2.3682471E-5	2.7879942E-6	1.3052225E-5	1.5365596E-6	1.3254515E-5	1.560374E-6
146.25	46.546883	13.420678	0.12393725	33.084535	2.7087198	53.248032	18.315806		6.9414348E-5	8.1717318E-6	7.1080828E-5	8.3679164E-6	2.3677907E-5	2.787457E-6	1.304971E-5	1.5362635E-6	1.3251961E-5	1.5600733E-6
150	46.306099	13.288329	0.12335156	32.633908	2.6915377	50.582823	17.406406		6.9400978E-5	8.1701578E-6	7.1067137E-5	8.3663046E-6	2.3673347E-5	2.7869201E-6	1.3047197E-5	1.5359676E-6	1.3249408E-5	1.5597728E-6
153.75	46.001019	13.149988	0.1222268	32.169341	2.6738238	48.111145	16.562858		6.9387619E-5	8.1685851E-6	7.1053456E-5	8.3646941E-6	2.3668789E-5	2.7863836E-6	1.3044685E-5	1.535672E-6	1.3246858E-5	1.5594725E-6
157.5	45.672614	13.021095	0.1217879	31.700185	2.6571449	45.814746	15.77896		6.9374271E-5	8.1670138E-6	7.1039789E-5	8.3630851E-6	2.3664237E-5	2.7858476E-6	1.3042176E-5	1.5353766E-6	1.324431E-5	1.5591725E-6
161.25	45.300402	12.88666	0.12103548	31.222174	2.6350575	43.677476	15.049224		6.9360938E-5	8.1654441E-6	7.1026135E-5	8.3614777E-6	2.3659688E-5	2.7853122E-6	1.3039669E-5	1.5350815E-6	1.3241764E-5	1.5588729E-6
165	44.852985	12.746853	0.11896994	30.736718	2.6129635	41.684999	14.368776		6.934762E-5	8.1638763E-6	7.1012497E-5	8.3598722E-6	2.3655145E-5	2.7847774E-6	1.3037165E-5	1.5347867E-6	1.3239221E-5	1.5585736E-6
168.75	44.396123	12.60727	0.11795766	30.249119	2.593713	39.824557	13.733282		6.9334319E-5	8.1623104E-6	7.0998877E-5	8.3582688E-6	2.3650608E-5	2.7842432E-6	1.3034665E-5	1.5344923E-6	1.3236682E-5	1.5582746E-6
172.5	43.934712	12.466778	0.11749696	29.756853	2.5713926	38.084767	13.138871		6.9321036E-5	8.1607468E-6	7.0985276E-5	8.3566676E-6	2.3646078E-5	2.7837099E-6	1.3032168E-5	1.5341984E-6	1.3234146E-5	1.5579761E-6
176.25	43.442266	12.327268	0.11599528	29.268802	2.5503106	36.455443	12.582081		6.9307775E-5	8.1591855E-6	7.0971695E-5	8.3550689E-6	2.3641554E-5	2.7831773E-6	1.3029675E-5	1.5339049E-6	1.3231615E-5	1.557678E-6
180	42.935841	12.194216	0.1145051	28.811322	2.5294473	34.927453	12.059805		6.9294535E-5	8.1576269E-6	7.0958138E-5	8.3534728E-6	2.3637038E-5	2.7826456E-6	1.3027185E-5	1.5336118E-6	1.3229087E-5	1.5573805E-6
183.75	42.426684	12.068354	0.11262148	28.353539	2.5044798	33.492588	11.569254		6.9281318E-5	8.156071E-6	7.0944604E-5	8.3518796E-6	2.3632529E-5	2.7821149E-6	1.3024701E-5	1.5333193E-6	1.3226564E-5	1.5570834E-6
187.5	41.899023	11.931755	0.11045839	27.885374	2.4811804	32.143453	11.107911		6.9268127E-5	8.1545181E-6	7.0931096E-5	8.3502894E-6	2.362803E-5	2.7815852E-6	1.3022221E-5	1.5330274E-6	1.3224046E-5	1.556787E-6
191.25	41.346395	11.780396	0.10943437	27.43462	2.4580443	30.87337	10.673506		6.9254963E-5	8.1529684E-6	7.0917616E-5	8.3487025E-6	2.3623539E-5	2.7810566E-6	1.3019746E-5	1.5327361E-6	1.3221532E-5	1.5564911E-6
195	40.820182	11.63306	0.10866714	27.000534	2.4335557	29.6763	10.263983		6.9241825E-5	8.1514217E-6	7.0904162E-5	8.3471186E-6	2.3619058E-5	2.780529E-6	1.3017276E-5	1.5324453E-6	1.3219024E-5	1.5561958E-6
198.75	40.293244	11.493232	0.10777519	26.559803	2.407474	28.546766	9.8774816		6.922871E-5	8.1498778E-6	7.0890733E-5	8.3455376E-6	2.3614584E-5	2.7800023E-6	1.3014811E-5	1.532155E-6	1.321652E-5	1.5559011E-6
202.5	39.739002	11.351286	0.10668041	26.120341	2.3796787	27.479797	9.5123082		6.9215617E-5	8.1483364E-6	7.0877325E-5	8.3439592E-6	2.3610118E-5	2.7794765E-6	1.3012349E-5	1.5318652E-6	1.3214021E-5	1.5556068E-6
206.25	39.188528	11.205957	0.10560796	25.71526	2.3577711	26.470868	9.166924		6.9202542E-5	8.1467972E-6	7.0863937E-5	8.3423831E-6	2.3605658E-5	2.7789515E-6	1.3009891E-5	1.5315759E-6	1.3211525E-5	1.555313E-6
210	38.648062	11.052722	0.10484683	25.322554	2.3351562	25.515858	8.839926		6.9189485E-5	8.14526E-6	7.0850566E-5	8.340809E-6	2.3601204E-5	2.7784272E-6	1.3007436E-5	1.5312869E-6	1.3209032E-5	1.5550195E-6
213.75	38.1225	10.89065	0.10357479	24.910452	2.3059514	24.611002	8.5300334		6.9176442E-5	8.1437245E-6	7.083721E-5	8.3392367E-6	2.3596755E-5	2.7779034E-6	1.3004984E-5	1.5309982E-6	1.3206542E-5	1.5547264E-6
217.5	37.604228	10.73154	0.10168142	24.5204	2.27896	23.75286	8.2360749		6.9163411E-5	8.1421905E-6	7.0823866E-5	8.3376658E-6	2.359231E-5	2.7773801E-6	1.3002535E-5	1.5307098E-6	1.3204054E-5	1.5544335E-6
221.25	37.090729	10.57676	0.10059795	24.16312	2.255151	22.93828	7.9569776		6.915039E-5	8.1406576E-6	7.0810533E-5	8.3360962E-6	2.3587869E-5	2.7768573E-6	1.3000087E-5	1.5304217E-6	1.3201568E-5	1.5541409E-6
225	36.579308	10.41449	0.10002158	23.800442	2.2297212	22.164371	7.6917574		6.9137377E-5	8.1391257E-6	7.0797207E-5	8.3345275E-6	2.358343E-5	2.7763347E-6	1.299764E-5	1.5301337E-6	1.3199084E-5	1.5538484E-6
228.75	36.069726	10.244616	0.099087167	23.436896	2.2024456	21.428479	7.4395105		6.912437E-5	8.1375944E-6	7.0783887E-5	8.3329594E-6	2.3578993E-5	2.7758124E-6	1.2995195E-5	1.5298458E-6	1.3196601E-5	1.5535561E-6
232.5	35.558077	10.067457	0.09824287	23.096281	2.1789457	20.728162	7.1994052		6.9111365E-5	8.1360635E-6	7.0770571E-5	8.3313917E-6	2.3574557E-5	2.7752901E-6	1.299275E-5	1.529558E-6	1.3194118E-5	1.5532638E-6
236.25	35.056518	9.9017126	0.097511558	22.768106	2.157777	20.061171	6.9706754		6.9098362E-5	8.1345326E-6	7.0757255E-5	8.3298241E-6	2.3570121E-5	2.774768E-6	1.2990306E-5	1.5292702E-6	1.3191635E-5	1.5529715E-6
240	34.565667	9.7450164	0.096890009	22.431691	2.13249	19.425429	6.7526145		6.9085357E-5	8.1330016E-6	7.0743938E-5	8.3282564E-6	2.3565685E-5	2.7742457E-6	1.2987861E-5	1.5289824E-6	1.3189153E-5	1.5526792E-6
243.75	34.083014	9.5698119	0.095382686	22.089853	2.1080116	18.819023	6.5445699		6.9072348E-5	8.1314702E-6	7.0730617E-5	8.3266882E-6	2.3561248E-5	2.7737233E-6	1.2985415E-5	1.5286945E-6	1.3186669E-5	1.5523869E-6
247.5	33.591393	9.3911314	0.093697633	21.761686	2.0842924	18.24018	6.3459379		6.9059334E-5	8.1299381E-6	7.071729E-5	8.3251193E-6	2.3556808E-5	2.7732007E-6	1.2982968E-5	1.5284064E-6	1.3184185E-5	1.5520944E-6
251.25	33.093665	9.2279926	0.093710598	21.434577	2.0583383	17.68726	6.15616		6.9046311E-5	8.128405E-6	7.0703955E-5	8.3235494E-6	2.3552366E-5	2.7726778E-6	1.298052E-5	1.5281182E-6	1.3181698E-5	1.5518017E-6
255	32.63041	9.0591621	0.093319757	21.109586	2.0329934	17.158743	5.9747181		6.9033278E-5	8.1268707E-6	7.0690609E-5	8.3219783E-6	2.354792E-5	2.7721544E-6	1.297807E-5	1.5278298E-6	1.317921E-5	1.5515088E-6
258.75	32.194678	8.8855279	0.091742737	20.791949	2.0105997	16.65322	5.8011315		6.9020232E-5	8.1253349E-6	7.067725E-5	8.3204056E-6	2.354347E-5	2.7716305E-6	1.2975617E-5	1.527541E-6	1.317672E-5	1.5512156E-6
262.5	31.759924	8.7258861	0.090498974	20.462222	1.9853325	16.169379	5.6349538		6.9007171E-5	8.1237973E-6	7.0663875E-5	8.3188311E-6	2.3539015E-5	2.771106E-6	1.2973162E-5	1.527252E-6	1.3174226E-5	1.550922E-6
266.25	31.319834	8.5647256	0.090067321	20.139711	1.9583185	15.706002	5.4757698		6.8994093E-5	8.1222577E-6	7.0650483E-5	8.3172545E-6	2.3534554E-5	2.7705809E-6	1.2970703E-5	1.5269625E-6	1.3171729E-5	1.5506281E-6
270	30.891033	8.3972349	0.089585432	19.826753	1.9365156	15.261956	5.3231927		6.8980995E-5	8.1207158E-6	7.0637071E-5	8.3156756E-6	2.3530086E-5	2.7700549E-6	1.2968241E-5	1.5266727E-6	1.3169229E-5	1.5503337E-6
273.75	30.472862	8.2377861	0.08871036	19.506208	1.9147721	14.836183	5.1768623		6.8967876E-5	8.1191713E-6	7.0623636E-5	8.314094E-6	2.3525611E-5	2.7695281E-6	1.2965774E-5	1.5263823E-6	1.3166724E-5	1.5500389E-6
277.5	30.066601	8.0876153	0.088211513	19.199996	1.8870523	14.427699	5.0364427		6.8954732E-5	8.117624E-6	7.0610177E-5	8.3125095E-6	2.3521128E-5	2.7690002E-6	1.2963304E-5	1.5260914E-6	1.3164215E-5	1.5497435E-6
281.25	29.682324	7.9342176	0.086936229	18.894599	1.8602591	14.035583	4.9016199		6.8941562E-5	8.1160736E-6	7.0596691E-5	8.3109219E-6	2.3516635E-5	2.7684714E-6	1.2960828E-5	1.5257999E-6	1.3161701E-5	1.5494475E-6
285	29.306623	7.7731815	0.08548026	18.583091	1.8377877	13.658975	4.7721008		6.8928363E-5	8.1145198E-6	7.0583175E-5	8.3093308E-6	2.3512133E-5	2.7679414E-6	1.2958346E-5	1.5255078E-6	1.3159181E-5	1.5491509E-6
288.75	28.944543	7.6174701	0.085104195	18.275111	1.8124301	13.297072	4.6476112		6.8915136E-5	8.1129626E-6	7.0569631E-5	8.3077363E-6	2.3507621E-5	2.7674102E-6	1.295586E-5	1.5252151E-6	1.3156656E-5	1.5488536E-6
292.5	28.568462	7.4694549	0.084566	17.959727	1.7874414	12.94912	4.5278946		6.8901883E-5	8.1114024E-6	7.0556059E-5	8.3061385E-6	2.35031E-5	2.766878E-6	1.2953368E-5	1.5249217E-6	1.3154125E-5	1.5485557E-6
296.25	28.185881	7.3162617	0.083851806	17.635797	1.7642311	12.614417	4.4127106		6.8888605E-5	8.1098392E-6	7.0542462E-5	8.3045379E-6	2.3498571E-5	2.7663448E-6	1.2950872E-5	1.5246279E-6	1.315159E-5	1.5482573E-6
300	27.82986	7.1675163	0.083430775	17.309469	1.7376032	12.292301	4.3018337		6.8875305E-5	8.1082735E-6	7.0528843E-5	8.3029346E-6	2.3494034E-5	2.7658107E-6	1.2948371E-5	1.5243335E-6	1.3149051E-5	1.5479584E-6
303.75	27.474675	7.0288063	0.082628568	16.986656	1.710944	11.982151	4.1950524		6.8861985E-5	8.1067055E-6	7.0515204E-5	8.3013289E-6	2.3489491E-5	2.7652758E-6	1.2945867E-5	1.5240387E-6	1.3146509E-5	1.547659E-6
307.5	27.124451	6.8858812	0.081191048	16.672997	1.6862543	11.683386	4.0921678		6.8848648E-5	8.1051353E-6	7.0501546E-5	8.2997211E-6	2.3484941E-5	2.7647403E-6	1.294336E-5	1.5237436E-6	1.3143962E-5	1.5473593E-6
311.25	26.790234	6.7473937	0.080164469	16.368447	1.6584601	11.395458	3.9929931		6.8835295E-5	8.1035634E-6	7.0487873E-5	8.2981114E-6	2.3480387E-5	2.764204E-6	1.294085E-5	1.523448E-6	1.3141413E-5	1.5470592E-6
315	26.428096	6.6214049	0.079382814	16.052464	1.6286227	11.117851	3.8973525		6.8821929E-5	8.1019899E-6	7.0474186E-5	8.2965001E-6	2.3475827E-5	2.7636673E-6	1.2938337E-5	1.5231522E-6	1.3138861E-5	1.5467588E-6
318.75	26.064324	6.4926822	0.077795358	15.727671	1.6036586	10.850082	3.8050805		6.8808551E-5	8.100415E-6	7.0460487E-5	8.2948874E-6	2.3471264E-5	2.7631301E-6	1.2935822E-5	1.5228562E-6	1.3136307E-5	1.5464581E-6
322.5	25.730209	6.3605655	0.076705391	15.410105	1.5811797	10.591693	3.7160211		6.8795165E-5	8.0988391E-6	7.0446779E-5	8.2932737E-6	2.3466698E-5	2.7625926E-6	1.2933305E-5	1.5225599E-6	1.3133752E-5	1.5461572E-6
326.25	25.386056	6.2342623	0.076487169	15.094813	1.5548267	10.342253	3.6300272		6.8781772E-5	8.0972625E-6	7.0433065E-5	8.2916592E-6	2.3462129E-5	2.7620547E-6	1.2930788E-5	1.5222635E-6	1.3131195E-5	1.5458562E-6
330	25.034459	6.1156417	0.075310201	14.786265	1.5301363	10.101356	3.5469603		6.8768374E-5	8.0956852E-6	7.0419346E-5	8.2900441E-6	2.3457559E-5	2.7615167E-6	1.2928269E-5	1.521967E-6	1.3128637E-5	1.5455551E-6
333.75	24.713208	6.0035405	0.073548077	14.492798	1.5084653	9.8686198	3.4666893		6.8754974E-5	8.0941077E-6	7.0405624E-5	8.2884287E-6	2.3452988E-5	2.7609786E-6	1.292575E-5	1.5216704E-6	1.3126079E-5	1.545254E-6
337.5	24.382974	5.8933378	0.072713257	14.204659	1.4825012	9.643681	3.3890905		6.8741574E-5	8.0925302E-6	7.0391902E-5	8.2868133E-6	2.3448418E-5	2.7604405E-6	1.292323E-5	1.5213738E-6	1.3123521E-5	1.5449528E-6
341.25	24.049803	5.7864912	0.072539041	13.922553	1.456617	9.4261974	3.314047		6.8728176E-5	8.0909529E-6	7.0378182E-5	8.2851982E-6	2.3443847E-5	2.7599025E-6	1.2920712E-5	1.5210773E-6	1.3120963E-5	1.5446517E-6
345	23.750236	5.683898	0.071594086	13.657969	1.4341855	9.2158453	3.241448		6.8714782E-5	8.0893761E-6	7.0364467E-5	8.2835835E-6	2.3439278E-5	2.7593646E-6	1.2918194E-5	1.5207809E-6	1.3118406E-5	1.5443507E-6
348.75	23.432518	5.5853873	0.070291035	13.403815	1.411292	9.0123182	3.171189		6.8701395E-5	8.0878001E-6	7.0350758E-5	8.2819696E-6	2.3434712E-5	2.758827E-6	1.2915677E-5	1.5204846E-6	1.311585E-5	1.5440498E-6
352.5	23.096869	5.4940915	0.06999047	13.152492	1.3893903	8.8153258	3.1031707		6.8688016E-5	8.0862251E-6	7.0337057E-5	8.2803568E-6	2.3430148E-5	2.7582898E-6	1.2913162E-5	1.5201885E-6	1.3113296E-5	1.5437491E-6
356.25	22.795536	5.4071848	0.069179477	12.897948	1.3673438	8.6245933	3.0372992		6.8674647E-5	8.0846513E-6	7.0323368E-5	8.2787452E-6	2.3425588E-5	2.7577529E-6	1.2910648E-5	1.5198926E-6	1.3110744E-5	1.5434486E-6
360	22.488228	5.3191813	0.067402631	12.641326	1.3465463	8.4398599	2.9734853		6.8661292E-5	8.083079E-6	7.0309692E-5	8.2771352E-6	2.3421032E-5	2.7572166E-6	1.2908138E-5	1.519597E-6	1.3108194E-5	1.5431485E-6
363.75	22.166274	5.2365299	0.066586207	12.395553	1.3245084	8.2608783	2.9116447		6.8647952E-5	8.0815086E-6	7.0296032E-5	8.2755271E-6	2.3416482E-5	2.7566809E-6	1.290563E-5	1.5193018E-6	1.3105647E-5	1.5428487E-6
367.5	21.869075	5.1618427	0.066277896	12.15979	1.2995048	8.0874138	2.8516969		6.8634629E-5	8.0799401E-6	7.0282389E-5	8.273921E-6	2.3411937E-5	2.7561459E-6	1.2903125E-5	1.5190069E-6	1.3103104E-5	1.5425492E-6
371.25	21.579838	5.0836297	0.065577012	11.927256	1.2783469	7.9192437	2.7935658		6.8621325E-5	8.078374E-6	7.0268766E-5	8.2723173E-6	2.3407399E-5	2.7556117E-6	1.2900624E-5	1.5187125E-6	1.3100564E-5	1.5422502E-6
375	21.270926	5.0053551	0.064845088	11.693831	1.2555389	7.756156	2.7371791		6.8608043E-5	8.0768104E-6	7.0255165E-5	8.2707161E-6	2.3402869E-5	2.7550783E-6	1.2898127E-5	1.5184186E-6	1.3098028E-5	1.5419517E-6
378.75	20.971455	4.9386831	0.063737045	11.475442	1.2342088	7.5979496	2.6824679		6.8594785E-5	8.0752496E-6	7.0241589E-5	8.2691179E-6	2.3398346E-5	2.7545459E-6	1.2895635E-5	1.5181251E-6	1.3095497E-5	1.5416538E-6
382.5	20.685945	4.8740142	0.062938538	11.266925	1.2191663	7.4444328	2.6293666		6.8581552E-5	8.0736918E-6	7.0228038E-5	8.2675226E-6	2.3393832E-5	2.7540145E-6	1.2893147E-5	1.5178323E-6	1.3092971E-5	1.5413563E-6
386.25	20.390332	4.7997708	0.062296809	11.052171	1.199877	7.2954231	2.5778129		6.8568342E-5	8.0721367E-6	7.0214511E-5	8.2659302E-6	2.3389326E-5	2.7534841E-6	1.2890663E-5	1.5175399E-6	1.3090449E-5	1.5410595E-6
390	20.116387	4.7263916	0.061345651	10.846724	1.1789019	7.1507469	2.5277472		6.8555155E-5	8.0705842E-6	7.0201007E-5	8.2643405E-6	2.3384828E-5	2.7529545E-6	1.2888184E-5	1.5172481E-6	1.3087931E-5	1.5407631E-6
393.75	19.853865	4.6658734	0.060731769	10.65205	1.1617913	7.0102385	2.4791131		6.8541989E-5	8.0690343E-6	7.0187525E-5	8.2627533E-6	2.3380337E-5	2.7524258E-6	1.2885709E-5	1.5169567E-6	1.3085418E-5	1.5404672E-6
397.5	19.564336	4.6060263	0.06007255	10.453561	1.1437892	6.8737404	2.4318564		6.8528843E-5	8.0674867E-6	7.0174064E-5	8.2611686E-6	2.3375853E-5	2.7518979E-6	1.2883238E-5	1.5166657E-6	1.3082908E-5	1.5401717E-6
401.25	19.289777	4.5395333	0.05907805	10.256377	1.1240845	6.7411022	2.3859259		6.8515716E-5	8.0659413E-6	7.0160622E-5	8.2595861E-6	2.3371375E-5	2.7513708E-6	1.288077E-5	1.5163752E-6	1.3080402E-5	1.5398767E-6
405	19.03662	4.477535	0.05812793	10.065808	1.1076002	6.6121805	2.3412723		6.8502607E-5	8.064398E-6	7.0147197E-5	8.2580057E-6	2.3366903E-5	2.7508444E-6	1.2878305E-5	1.5160851E-6	1.3077899E-5	1.5395821E-6
408.75	18.75532	4.4200865	0.057467034	9.8839632	1.0904207	6.4868386	2.297849		6.8489514E-5	8.0628566E-6	7.013379E-5	8.2564273E-6	2.3362437E-5	2.7503186E-6	1.2875844E-5	1.5157953E-6	1.30754E-5	1.5392878E-6
412.5	18.486078	4.3632065	0.056717299	9.7072002	1.071992	6.3649459	2.2556112		6.8476436E-5	8.0613171E-6	7.0120398E-5	8.2548508E-6	2.3357976E-5	2.7497934E-6	1.2873385E-5	1.5155058E-6	1.3072903E-5	1.5389939E-6
416.25	18.248115	4.3050435	0.05584417	9.5284353	1.0562984	6.2463778	2.2145162		6.8463372E-5	8.0597791E-6	7.010702E-5	8.2532759E-6	2.335352E-5	2.7492688E-6	1.2870929E-5	1.5152167E-6	1.3070409E-5	1.5387003E-6
420	17.985048	4.2459335	0.055316784	9.353095	1.0396638	6.1310151	2.1745233		6.8450321E-5	8.0582427E-6	7.0093656E-5	8.2517026E-6	2.3349068E-5	2.7487447E-6	1.2868476E-5	1.5149279E-6	1.3067917E-5	1.5384069E-6
423.75	17.72534	4.1901756	0.054809072	9.1861238	1.022193	6.018744	2.1355934		6.8437281E-5	8.0567076E-6	7.0080303E-5	8.2501307E-6	2.334462E-5	2.7482211E-6	1.2866024E-5	1.5146393E-6	1.3065428E-5	1.5381139E-6
427.5	17.49081	4.1357936	0.053944915	9.0206157	1.0079008	5.9094556	2.0976893		6.8424252E-5	8.0551738E-6	7.0066961E-5	8.24856E-6	2.3340176E-5	2.7476979E-6	1.2863575E-5	1.5143509E-6	1.306294E-5	1.5378211E-6
431.25	17.247418	4.0813493	0.053465715	8.8578659	0.99218186	5.8030458	2.0607753		6.8411232E-5	8.053641E-6	7.0053629E-5	8.2469905E-6	2.3335735E-5	2.747175E-6	1.2861127E-5	1.5140628E-6	1.3060455E-5	1.5375284E-6
435	17.000996	4.0295381	0.052907101	8.7032126	0.97475105	5.6994149	2.0248173		6.839822E-5	8.0521092E-6	7.0040304E-5	8.2454219E-6	2.3331296E-5	2.7466525E-6	1.2858681E-5	1.5137748E-6	1.3057971E-5	1.537236E-6
438.75	16.767001	3.9771422	0.0520414	8.5443776	0.95926895	5.5984677	1.9897826		6.8385215E-5	8.0505781E-6	7.0026987E-5	8.2438541E-6	2.332686E-5	2.7461303E-6	1.2856236E-5	1.513487E-6	1.3055488E-5	1.5369437E-6
442.5	16.541825	3.9258612	0.051493887	8.3923065	0.94400963	5.5001129	1.95564		6.8372215E-5	8.0490478E-6	7.0013675E-5	8.242287E-6	2.3322425E-5	2.7456082E-6	1.2853792E-5	1.5131993E-6	1.3053006E-5	1.5366515E-6
446.25	16.319637	3.8761365	0.050746255	8.2558458	0.9295838	5.4042628	1.9223594		6.835922E-5	8.0475179E-6	7.0000368E-5	8.2407204E-6	2.3317993E-5	2.7450864E-6	1.2851349E-5	1.5129116E-6	1.3050525E-5	1.5363595E-6
