H	Ext	Back	LR	SR	Back_sp	LR_sp	SR_sp	
1432.5	7.2722451E-5	3.0110079E-6	24.152195	3.0936561	3.0348023E-6	23.96283	3.1102012	
1436.25	6.7643998E-5	3.0342265E-6	22.293655	3.1102153	3.0467415E-6	22.202079	3.1189192	
1440	7.3489661E-5	3.0794196E-6	23.864777	3.1420673	3.0568245E-6	24.041178	3.12635	
1443.75	7.8371796E-5	3.0647364E-6	25.572117	3.1322737	3.0641467E-6	25.577038	3.1318634	
1447.5	7.3014513E-5	3.0368059E-6	24.043194	3.1132581	3.0689984E-6	23.790991	3.1356602	
1451.25	7.269825E-5	3.0905775E-6	23.522546	3.1511015	3.0744955E-6	23.645587	3.1399082	
1455	7.6217088E-5	3.1231897E-6	24.403605	3.17423	3.0809113E-6	24.738488	3.1447976	
1458.75	8.1020559E-5	3.1110752E-6	26.042623	3.1662249	3.0867595E-6	26.247771	3.149294	
1462.5	8.453697E-5	3.1188288E-6	27.105358	3.1720535	3.0906179E-6	27.352773	3.1524065	
1466.25	8.1299919E-5	3.1147614E-6	26.101492	3.1696503	3.0938938E-6	26.27754	3.1551146	
1470	8.7177815E-5	3.0810991E-6	28.294389	3.1466272	3.0994552E-6	28.126819	3.159416	
1473.75	9.5202576E-5	3.0768705E-6	30.941366	3.1441056	3.1081231E-6	30.630246	3.1658839	
1477.5	9.268758E-5	3.1091453E-6	29.811273	3.1670252	3.1176269E-6	29.730171	3.1729367	
1481.25	9.116575E-5	3.1361683E-6	29.069151	3.1862925	3.1270517E-6	29.1539	3.1799371	
1485	8.6822541E-5	3.1458217E-6	27.599321	3.1934559	3.1365448E-6	27.680951	3.1869875	
1488.75	7.7252627E-5	3.1097348E-6	24.842192	3.1687227	3.1467501E-6	24.549972	3.1945371	
1492.5	6.9563699E-5	3.0912724E-6	22.503257	3.156273	3.1577602E-6	22.029443	3.2026506	
1496.25	7.416403E-5	3.1392062E-6	23.62509	3.1901407	3.1687371E-6	23.404918	3.2107436	
1500	7.8397086E-5	3.177983E-6	24.668818	3.2176314	3.1790119E-6	24.660834	3.2183493	
1503.75	7.0891467E-5	3.1910344E-6	22.215827	3.2271771	3.1889287E-6	22.230496	3.2257075	
1507.5	6.7564008E-5	3.2050033E-6	21.080792	3.2373664	3.2004235E-6	21.110958	3.2341693	
1511.25	7.2408326E-5	3.2092722E-6	22.562226	3.2407861	3.2126443E-6	22.538544	3.2431406	
1515	8.4461892E-5	3.2289797E-6	26.157456	3.254988	3.2225512E-6	26.209636	3.2504986	
1518.75	9.8092157E-5	3.2713577E-6	29.985152	3.2850299	3.2328482E-6	30.342333	3.2581312	
1522.5	0.00010181176	3.2785906E-6	31.053513	3.2905292	3.2455187E-6	31.369949	3.2674241	
1526.25	9.8086313E-5	3.292356E-6	29.792135	3.3005947	3.2561617E-6	30.123293	3.2753033	
1530	9.9312011E-5	3.2857547E-6	30.225023	3.2964289	3.262889E-6	30.436834	3.280448	
1533.75	0.00010659057	3.2684999E-6	32.611464	3.2848138	3.2693987E-6	32.602499	3.285442	
1537.5	0.0001142838	3.2893973E-6	34.74308	3.2998685	3.2780054E-6	34.863822	3.2919035	
1541.25	0.00012624762	3.2936329E-6	38.330812	3.3032767	3.2855154E-6	38.425515	3.2976	
1545	0.00012441286	3.2698389E-6	38.048621	3.2870805	3.292348E-6	37.78849	3.3028244	
1548.75	0.00010457966	3.264123E-6	32.03913	3.2835246	3.3008662E-6	31.68249	3.3092296	
1552.5	9.4475286E-5	3.3044711E-6	28.590138	3.3121988	3.308646E-6	28.554063	3.3151201	
1556.25	8.7048293E-5	3.312517E-6	26.278595	3.3182768	3.3170524E-6	26.242664	3.3214509	
1560	7.8043016E-5	3.2883166E-6	23.733425	3.3017848	3.3253727E-6	23.468953	3.3277236	
1563.75	8.1423955E-5	3.2956261E-6	24.706673	3.3073468	3.3297278E-6	24.453637	3.3312223	
1567.5	8.224251E-5	3.3132369E-6	24.822406	3.3201244	3.3334088E-6	24.672194	3.33425	
1571.25	7.7419396E-5	3.3573206E-6	23.059876	3.351448	3.3388406E-6	23.187509	3.3385048	
1575	8.4366619E-5	3.3718219E-6	25.021078	3.3620603	3.3439786E-6	25.229414	3.3425553	
1578.75	9.1175575E-5	3.3299917E-6	27.380121	3.3332071	3.3494304E-6	27.221218	3.3468271	
1582.5	9.1710724E-5	3.3270099E-6	27.565509	3.3315675	3.3574847E-6	27.315307	3.3529241	
1586.25	8.994258E-5	3.3823548E-6	26.591704	3.3708104	3.3636179E-6	26.739832	3.357677	
1590	8.2258118E-5	3.4120589E-6	24.108059	3.3920924	3.3677747E-6	24.425065	3.3610461	
1593.75	7.486798E-5	3.399525E-6	22.023071	3.3837652	3.3725936E-6	22.198933	3.3648808	
1597.5	7.3221388E-5	3.4351575E-6	21.315293	3.4092158	3.3748199E-6	21.696384	3.3668986	
1601.25	7.3834677E-5	3.415358E-6	21.61843	3.3957923	3.3725371E-6	21.892918	3.3657544	
1605	6.9775565E-5	3.3366717E-6	20.911726	3.3410479	3.369613E-6	20.707294	3.3641599	
1608.75	6.8250401E-5	3.3505429E-6	20.369953	3.3512346	3.369336E-6	20.256336	3.3644226	
1612.5	6.9230704E-5	3.3404621E-6	20.724888	3.3446139	3.369395E-6	20.546925	3.3649214	
1616.25	6.0958647E-5	3.3210949E-6	18.354985	3.3314716	3.3680575E-6	18.099052	3.3644403	
1620	4.8989847E-5	3.3830422E-6	14.481004	3.3754198	3.3648081E-6	14.559477	3.3626166	
1623.75	3.7951354E-5	3.3841677E-6	11.214383	3.3766706	3.3618279E-6	11.288904	3.3609815	
1627.5	3.3360006E-5	3.3481294E-6	9.9637744	3.3518171	3.3618604E-6	9.9230789	3.3614621	
1631.25	4.1005332E-5	3.3758187E-6	12.146781	3.3717269	3.3591567E-6	12.207031	3.3600209	
1635	4.5997234E-5	3.3703545E-6	13.647595	3.3683477	3.3524114E-6	13.720641	3.3557391	
1638.75	4.1041892E-5	3.3205302E-6	12.360042	3.3337894	3.3484435E-6	12.257006	3.3534079	
1642.5	4.1128104E-5	3.3316538E-6	12.344651	3.3420627	3.3493465E-6	12.279441	3.3545002	
1646.25	5.0179419E-5	3.3316185E-6	15.061574	3.3424933	3.3504579E-6	14.976884	3.3557395	
1650	5.935199E-5	3.3119107E-6	17.92077	3.3290898	3.3497803E-6	17.718174	3.3557214	
1653.75	7.5038733E-5	3.343601E-6	22.44249	3.3518338	3.3518644E-6	22.387162	3.3576461	
1657.5	8.3947329E-5	3.3956618E-6	24.721935	3.3889178	3.3552641E-6	25.019589	3.3604972	
1661.25	7.418017E-5	3.391881E-6	21.869921	3.3867232	3.3569078E-6	22.097768	3.362114	
1665	7.4313722E-5	3.3649162E-6	22.084866	3.3682111	3.3567909E-6	22.138323	3.3624925	
1668.75	7.6734692E-5	3.3527878E-6	22.886832	3.3601357	3.3541411E-6	22.877598	3.3610884	
1672.5	7.0695553E-5	3.3370252E-6	21.185202	3.3494987	3.351625E-6	21.092918	3.359778	
1676.25	7.5752265E-5	3.355252E-6	22.57722	3.3627934	3.351826E-6	22.600297	3.3603807	
1680	7.8006317E-5	3.3457824E-6	23.314821	3.3565854	3.3526957E-6	23.266745	3.3614549	
1683.75	7.2152252E-5	3.3099814E-6	21.798386	3.3318253	3.3522868E-6	21.523294	3.3616288	
1687.5	8.147589E-5	3.3691668E-6	24.182801	3.3739851	3.3504095E-6	24.318189	3.3607684	
1691.25	8.9913287E-5	3.415953E-6	26.321582	3.4074232	3.34869E-6	26.850287	3.3600189	
1695	7.8712993E-5	3.359353E-6	23.430998	3.3679978	3.3477059E-6	23.512518	3.3597878	
1698.75	6.7567995E-5	3.3045814E-6	20.446764	3.3298464	3.3464593E-6	20.190891	3.3593718	
1702.5	6.1772676E-5	3.3233116E-6	18.587687	3.3435116	3.3423799E-6	18.481644	3.3569581	
1706.25	5.6963515E-5	3.3546953E-6	16.980235	3.366107	3.3352478E-6	17.079245	3.3523905	
1710	5.3639659E-5	3.3524388E-6	16.000191	3.3649799	3.3305491E-6	16.10535	3.3495378	
1713.75	5.2315415E-5	3.328669E-6	15.716616	3.3486729	3.3306198E-6	15.707411	3.3500493	
1717.5	5.8574592E-5	3.2869901E-6	17.82013	3.3197204	3.3280209E-6	17.600428	3.348677	
1721.25	6.897411E-5	3.3154221E-6	20.804021	3.3402455	3.3228959E-6	20.757229	3.345521	
1725	6.6902204E-5	3.3482633E-6	19.981166	3.3638915	3.3219003E-6	20.139739	3.3452791	
1728.75	6.0911155E-5	3.3191371E-6	18.351503	3.3437887	3.3183409E-6	18.355907	3.3432265	
1732.5	7.4333886E-5	3.314234E-6	22.428677	3.3407863	3.309701E-6	22.459396	3.3375847	
1736.25	8.6123083E-5	3.3028246E-6	26.075585	3.3331863	3.3035783E-6	26.069636	3.3337187	
1740	8.29172E-5	3.2872757E-6	25.223683	3.3226581	3.2991656E-6	25.132779	3.3310591	
1743.75	9.4707104E-5	3.336319E-6	28.386705	3.3577728	3.2963672E-6	28.730751	3.329539	
1747.5	0.00011664281	3.3382843E-6	34.940947	3.3596245	3.2976128E-6	35.371895	3.3308764	
1751.25	0.00012277688	3.2727965E-6	37.514364	3.3137887	3.2993215E-6	37.212766	3.3325413	
1755	0.00011881768	3.2623584E-6	36.420792	3.306861	3.2993001E-6	36.012994	3.3329831	
1758.75	0.00012105062	3.2970598E-6	36.714719	3.3318552	3.3001634E-6	36.680192	3.3340502	
1762.5	0.00012397034	3.3264229E-6	37.268365	3.3530823	3.3038328E-6	37.523189	3.3371023	
1766.25	0.00011531125	3.3005534E-6	34.936944	3.3352385	3.3103792E-6	34.833244	3.3421906	
1770	0.00010525133	3.2507693E-6	32.377361	3.3004636	3.3149129E-6	31.750859	3.3458559	
1773.75	0.00010284231	3.3013979E-6	31.15114	3.336747	3.3133692E-6	31.038589	3.3452204	
1777.5	0.00010470299	3.3403281E-6	31.345121	3.3647621	3.3142001E-6	31.592235	3.346265	
1781.25	0.00010463999	3.2553616E-6	32.143891	3.3050585	3.3200179E-6	31.517899	3.3508404	
1785	0.00010160183	3.2803331E-6	30.973022	3.323191	3.3244498E-6	30.561997	3.3544352	
1788.75	9.5986979E-5	3.4075504E-6	28.168909	3.413756	3.3285712E-6	28.837291	3.3578107	
1792.5	8.472016E-5	3.385687E-6	25.023034	3.3987327	3.332104E-6	25.425425	3.3607696	
1796.25	7.4814218E-5	3.3369044E-6	22.420246	3.364627	3.3335936E-6	22.442513	3.3622808	
1800	8.4424591E-5	3.3743081E-6	25.019823	3.391593	3.3366711E-6	25.302042	3.3649172	
1803.75	9.115149E-5	3.378214E-6	26.982154	3.3948221	3.3434782E-6	27.262475	3.3701978	
1807.5	7.7846436E-5	3.354555E-6	23.206189	3.3785071	3.3491223E-6	23.243832	3.3746551	
1811.25	6.5009515E-5	3.3523215E-6	19.392387	3.3773796	3.3524709E-6	19.391523	3.3774856	
1815	6.5003748E-5	3.3600062E-6	19.346318	3.3832863	3.3563335E-6	19.367488	3.3806812	
1818.75	7.4286475E-5	3.3494033E-6	22.179018	3.3762207	3.3616381E-6	22.098297	3.3849006	
1822.5	7.2967517E-5	3.303735E-6	22.086371	3.3442702	3.3679265E-6	21.665412	3.3898194	
1826.25	4.9105233E-5	3.3233374E-6	14.775879	3.358631	3.3744955E-6	14.551874	3.3949388	
1830	3.967677E-5	3.4098687E-6	11.635864	3.4205067	3.3805855E-6	11.736656	3.39972	
1833.75	4.9922451E-5	3.4090774E-6	14.643977	3.4204079	3.3862461E-6	14.742712	3.404198	
1837.5	3.6740261E-5	3.3635924E-6	10.922923	3.3885709	3.3900448E-6	10.837692	3.4073554	
1841.25	2.443186E-5	3.3780766E-6	7.2324765	3.3993155	3.3937113E-6	7.1991568	3.4104203	
1845	4.0612285E-5	3.3916977E-6	11.974029	3.4094512	3.4029086E-6	11.93458	3.4174154	
1848.75	5.5369536E-5	3.4049324E-6	16.261567	3.4193164	3.4130002E-6	16.223127	3.4250489	
1852.5	6.1925671E-5	3.4435989E-6	17.982835	3.4472592	3.4214115E-6	18.099451	3.4314914	
1856.25	7.0180761E-5	3.4857299E-6	20.133735	3.4776758	3.4343967E-6	20.43467	3.4411878	
1860	8.7008551E-5	3.4528964E-6	25.198714	3.454809	3.4463129E-6	25.246852	3.4501285	
1863.75	0.00011229482	3.4315919E-6	32.723828	3.440132	3.4528149E-6	32.522689	3.4552232	
1867.5	0.00012850975	3.4668612E-6	37.068039	3.4656861	3.4634599E-6	37.104442	3.463267	
1871.25	0.00013756137	3.4994243E-6	39.309714	3.4893257	3.4788286E-6	39.542438	3.4746749	
1875	0.00014145672	3.5247754E-6	40.132123	3.5078439	3.4933647E-6	40.492972	3.4854955	
1878.75	0.00012274658	3.5081039E-6	34.989436	3.4964658	3.5075643E-6	34.994819	3.4960818	
1882.5	0.00010797984	3.4570083E-6	31.235052	3.4605823	3.5210209E-6	30.667196	3.5061442	
1886.25	0.00012369723	3.5030401E-6	35.311393	3.4938313	3.533713E-6	35.004888	3.5156675	
1890	0.00013683321	3.5644104E-6	38.388735	3.5380161	3.5468129E-6	38.5792	3.5254859	
1893.75	0.00013238658	3.5377851E-6	37.420752	3.5195502	3.5590562E-6	37.197103	3.5346992	
1897.5	0.00013035128	3.5592675E-6	36.623063	3.5353464	3.5706146E-6	36.506678	3.5434292	
1901.25	0.00012448554	3.5905473E-6	34.670353	3.5581299	3.5839408E-6	34.734263	3.5534231	
1905	0.00011835363	3.5959357E-6	32.913166	3.562473	3.5960233E-6	32.912363	3.5625355	
1908.75	0.0001231835	3.6143213E-6	34.082055	3.5760822	3.6067071E-6	34.154006	3.5706553	
1912.5	0.00012505345	3.5817783E-6	34.913788	3.5533913	3.6235241E-6	34.511555	3.5831512	
1916.25	0.00011453064	3.6296014E-6	31.554605	3.587995	3.639691E-6	31.467133	3.5951891	
1920	0.00010536539	3.7531E-6	28.074229	3.6765821	3.6491115E-6	28.874258	3.6024211	
1923.75	9.6646607E-5	3.7189485E-6	25.987616	3.6527518	3.6595514E-6	26.409414	3.6103834	
1927.5	8.6255713E-5	3.6614217E-6	23.557984	3.6122353	3.672637E-6	23.486044	3.6202368	
1931.25	9.0119632E-5	3.6784307E-6	24.499478	3.6248909	3.6821318E-6	24.474852	3.627532	
1935	9.2843659E-5	3.6360088E-6	25.534498	3.595134	3.6890261E-6	25.167525	3.6329742	
1938.75	7.42133E-5	3.6416182E-6	20.37921	3.5996537	3.6947861E-6	20.085953	3.6376088	
1942.5	7.45951E-5	3.730872E-6	19.994012	3.6638984	3.6954782E-6	20.185506	3.6386267	
1946.25	9.6141419E-5	3.7445422E-6	25.675079	3.67419	3.6979394E-6	25.998646	3.6409083	
1950	9.7051432E-5	3.7281762E-6	26.031879	3.6630307	3.7080381E-6	26.173257	3.648646	
1953.75	9.9976579E-5	3.7495826E-6	26.663389	3.6788527	3.7187432E-6	26.884507	3.6568197	
1957.5	0.00010679968	3.7197665E-6	28.711394	3.6580779	3.7304925E-6	28.628842	3.6657425	
1961.25	9.5333531E-5	3.7418859E-6	25.477402	3.6744139	3.7488288E-6	25.430217	3.6793762	
1965	9.1543744E-5	3.8033135E-6	24.069471	3.7188559	3.7644023E-6	24.318268	3.6910397	
1968.75	9.8309627E-5	3.7304287E-6	26.35344	3.6672805	3.7702979E-6	26.074764	3.6957873	
1972.5	0.00010759299	3.6982049E-6	29.093302	3.6447627	3.7812755E-6	28.454153	3.7041704	
1976.25	0.0001284065	3.7849799E-6	33.92528	3.7073536	3.8034708E-6	33.760349	3.7205799	
1980	0.00014623391	3.7849338E-6	38.63579	3.7078537	3.8232224E-6	38.248862	3.7352465	
1983.75	0.00015179248	3.7505724E-6	40.471818	3.683798	3.8407273E-6	39.521806	3.7483102	
1987.5	0.00015055772	3.8383163E-6	39.224938	3.7471239	3.8610348E-6	38.994137	3.7633838	
1991.25	0.00014197791	3.8871607E-6	36.524837	3.7826274	3.8760943E-6	36.629118	3.7747055	
1995	0.00013728044	3.8643596E-6	35.524759	3.7668462	3.8878316E-6	35.310286	3.783652	
1998.75	0.00013402563	4.0101184E-6	33.421863	3.8717689	3.9074785E-6	34.299774	3.7982653	
2002.5	0.00013223246	4.0820903E-6	32.39332	3.9238803	3.9258273E-6	33.682699	3.8119538	
2006.25	0.00013914926	3.9531787E-6	35.199334	3.8320962	3.9380872E-6	35.334224	3.8212845	
2010	0.00013942401	3.9705297E-6	35.114713	3.84508	3.9549426E-6	35.253106	3.833911	
2013.75	0.00011857928	3.9943532E-6	29.686729	3.8627069	3.9731313E-6	29.845297	3.8474974	
2017.5	0.00010820695	3.8741873E-6	27.930232	3.7771243	3.98561E-6	27.149407	3.8569953	
2021.25	0.00012467232	3.9270544E-6	31.747031	3.8155669	3.9949438E-6	31.207528	3.8642414	
2025	0.00011726772	4.0896157E-6	28.674509	3.9326862	4.0052384E-6	29.278588	3.8721788	
2028.75	8.8956905E-5	4.0600203E-6	21.910458	3.9120271	4.0152949E-6	22.154513	3.879948	
2032.5	7.9086089E-5	3.982765E-6	19.857081	3.857169	4.0241365E-6	19.652934	3.8868482	
2036.25	7.1015459E-5	4.0258554E-6	17.639844	3.8886401	4.0286131E-6	17.627768	3.8906189	
2040	5.5484731E-5	4.0321491E-6	13.760585	3.8937155	4.0272806E-6	13.77722	3.8902216	
2043.75	5.0764189E-5	3.9899533E-6	12.723003	3.8639869	4.02885E-6	12.600168	3.8919069	
2047.5	5.1804009E-5	4.0361408E-6	12.835035	3.8977003	4.0306256E-6	12.852598	3.8937407	
2051.25	4.7220266E-5	4.0903374E-6	11.544345	3.9371778	4.0293478E-6	11.719084	3.8933825	
2055	6.1749061E-5	4.0093013E-6	15.401452	3.8795442	4.0364541E-6	15.297848	3.8990458	
2058.75	8.8379529E-5	4.0351495E-6	21.902417	3.8986691	4.0513919E-6	21.814609	3.9103369	
2062.5	9.6358042E-5	4.1378882E-6	23.286768	3.9730468	4.0642885E-6	23.708465	3.9201659	
2066.25	0.00011142399	4.0725973E-6	27.359442	3.9267019	4.0757275E-6	27.33843	3.9289514	
2070	0.00012563859	3.9923633E-6	31.469728	3.8695985	4.0882533E-6	30.731605	3.9385215	
2073.75	0.00010464971	4.0839161E-6	25.624844	3.9359726	4.0996337E-6	25.526601	3.9472721	
2077.5	9.2823982E-5	4.2006095E-6	22.097741	4.02045	4.1104796E-6	22.582276	3.955642	
2081.25	0.00012119686	4.118596E-6	29.426742	3.9620525	4.1229803E-6	29.39545	3.9652057	
2085	0.00014539868	4.045973E-6	35.936641	3.9103876	4.1363649E-6	35.151319	3.9754091	
2088.75	0.00015122439	4.0928564E-6	36.948374	3.944684	4.1489434E-6	36.448891	3.9850369	
2092.5	0.00016619557	4.1450207E-6	40.095233	3.9827942	4.1621163E-6	39.930544	3.9950963	
2096.25	0.00017116122	4.1978894E-6	40.77316	4.0214265	4.1802541E-6	40.94517	4.0087335	
2100	0.00014999175	4.2032902E-6	35.684368	4.0259024	4.2015196E-6	35.699406	4.0246278	
2103.75	0.00014815973	4.2458798E-6	34.894943	4.0571573	4.2181177E-6	35.124609	4.0371678	
2107.5	0.00017022623	4.2980322E-6	39.605619	4.0953114	4.2320106E-6	40.223487	4.0477647	
2111.25	0.00016021215	4.3033814E-6	37.229363	4.0997678	4.2474604E-6	37.719515	4.0594874	
2115	0.00014713787	4.2787389E-6	34.38814	4.0826186	4.2643651E-6	34.504052	4.072263	
2118.75	0.00016668358	4.2394552E-6	39.317217	4.0549125	4.2810423E-6	38.935279	4.0848798	
2122.5	0.00017019985	4.2971869E-6	39.607271	4.0971178	4.2963482E-6	39.615002	4.0965134	
2126.25	0.00014600705	4.3263776E-6	33.748105	4.1187654	4.3094936E-6	33.880325	4.1065942	
2130	0.00013471546	4.2405219E-6	31.768603	4.0574716	4.3239574E-6	31.155593	4.1176296	
2133.75	0.00014380503	4.2675608E-6	33.697241	4.0775682	4.3429895E-6	33.11199	4.1319639	
2137.5	0.0001427586	4.4011372E-6	32.436752	4.1745178	4.3578189E-6	32.759185	4.1432725	
2141.25	0.00011719377	4.4186285E-6	26.522658	4.1877574	4.3716827E-6	26.807474	4.153889	
2145	8.8960947E-5	4.4022413E-6	20.208103	4.1765563	4.3875701E-6	20.275675	4.1659699	
2148.75	7.2700233E-5	4.4572389E-6	16.310598	4.2168706	4.4007362E-6	16.520016	4.1760916	
2152.5	5.9311451E-5	4.3961799E-6	13.491589	4.1734241	4.413784E-6	13.437778	4.1861318	
2156.25	4.4563825E-5	4.2870308E-6	10.395033	4.0952395	4.4225205E-6	10.076567	4.1930631	
2160	4.8549406E-5	4.3949027E-6	11.046753	4.1737444	4.4257115E-6	10.969853	4.1959926	
2163.75	6.9857571E-5	4.5174933E-6	15.463791	4.2629109	4.4292801E-6	15.771766	4.199196	
2167.5	8.5006481E-5	4.4356333E-6	19.164452	4.2044122	4.4367205E-6	19.159756	4.2051976	
2171.25	8.7917847E-5	4.4159189E-6	19.909298	4.1907948	4.4447544E-6	19.780136	4.2116304	
2175	9.0156487E-5	4.5200569E-6	19.945874	4.2666812	4.4478697E-6	20.269588	4.2145109	
2178.75	0.0001071114	4.5112703E-6	23.743068	4.2609697	4.4503581E-6	24.068041	4.2169393	
2182.5	0.00012274816	4.4638098E-6	27.49852	4.2272949	4.4543803E-6	27.556732	4.2204775	
2186.25	0.00011676084	4.4905535E-6	26.001436	4.2472665	4.4558356E-6	26.204028	4.2221609	
2190	0.00011605482	4.5094201E-6	25.736085	4.2615485	4.4559436E-6	26.044948	4.2228703	
2193.75	0.00013199272	4.5217436E-6	29.190669	4.2711026	4.4621551E-6	29.580487	4.2279953	
2197.5	0.00014168004	4.4386452E-6	31.919658	4.2116171	4.4716239E-6	31.684248	4.2354791	
2201.25	0.00014515473	4.3681024E-6	33.230615	4.1611947	4.4804065E-6	32.397669	4.2424692	
2205	0.00015430942	4.3929761E-6	35.126397	4.179819	4.4923181E-6	34.349621	4.2517269	
2208.75	0.0001518769	4.3832938E-6	34.649034	4.1734324	4.5001683E-6	33.749159	4.2580477	
2212.5	0.00013179481	4.4195481E-6	29.82088	4.2003072	4.4988678E-6	29.295106	4.2577446	
2216.25	0.00013531008	4.5387753E-6	29.812023	4.287287	4.4986665E-6	30.077819	4.2582375	
2220	0.00016562293	4.5914799E-6	36.071796	4.3261112	4.5026344E-6	36.783561	4.2617507	
2223.75	0.0001707666	4.5411534E-6	37.604236	4.2902993	4.5079489E-6	37.881219	4.266241	
2227.5	0.00016032056	4.5040254E-6	35.59495	4.2640382	4.5166172E-6	35.495715	4.2731633	
2231.25	0.00017190516	4.5426366E-6	37.842596	4.2926651	4.5271607E-6	37.97196	4.2814476	
2235	0.00018619435	4.5974019E-6	40.499907	4.3330145	4.5345206E-6	41.061529	4.287427	
2238.75	0.00018827114	4.6036107E-6	40.896408	4.3381704	4.5420365E-6	41.450821	4.2935217	
2242.5	0.00018768411	4.5662081E-6	41.102839	4.3116985	4.5540135E-6	41.212902	4.3028543	
2246.25	0.00018571022	4.586401E-6	40.491492	4.3269963	4.5668359E-6	40.664964	4.3128037	
2250	0.00017992687	4.5813275E-6	39.27396	4.323968	4.5815496E-6	39.272057	4.3241291	
2253.75	0.00017199337	4.5398139E-6	37.885555	4.2944943	4.5863536E-6	37.501114	4.3282676	
2257.5	0.00015239234	4.5320805E-6	33.62525	4.2895276	4.584521E-6	33.240625	4.3275906	
2261.25	0.00011950104	4.5150116E-6	26.467494	4.2777816	4.5866361E-6	26.05418	4.3297792	
2265	8.4022378E-5	4.5276099E-6	18.557777	4.2875728	4.5847237E-6	18.326596	4.3290441	
2268.75	5.3453447E-5	4.5733712E-6	11.687975	4.3214527	4.5813218E-6	11.667691	4.3272268	
2272.5	4.2676061E-5	4.6275891E-6	9.2220938	4.3614887	4.5811319E-6	9.315615	4.3277421	
2276.25	5.9421086E-5	4.6857015E-6	12.681364	4.4043699	4.5771193E-6	12.982202	4.3254802	
2280	7.8860314E-5	4.6188414E-6	17.073614	4.3564521	4.5680895E-6	17.263303	4.3195713	
2283.75	8.7668059E-5	4.5240773E-6	19.378108	4.288234	4.5590665E-6	19.229388	4.3136651	
2287.5	0.00010102462	4.5680292E-6	22.11558	4.3208317	4.5540836E-6	22.183303	4.3106937	
2291.25	0.00011401376	4.6392748E-6	24.575771	4.3732881	4.5587806E-6	25.009705	4.3147595	
2295	0.00012003571	4.6096462E-6	26.040114	4.3524035	4.5678596E-6	26.278328	4.3220138	
2298.75	0.00012513398	4.5433523E-6	27.542214	4.3048404	4.5719015E-6	27.370227	4.3256071	
2302.5	0.0001363663	4.5311339E-6	30.095404	4.2966009	4.5753525E-6	29.804546	4.3287719	
2306.25	0.00014133633	4.4895244E-6	31.48136	4.2669708	4.5799852E-6	30.859561	4.332798	
2310	0.00014033234	4.5823592E-6	30.624475	4.3351818	4.5819401E-6	30.627276	4.3348768	
2313.75	0.00014350674	4.618981E-6	31.068917	4.3624983	4.5831141E-6	31.312059	4.3363881	
2317.5	0.00014203448	4.5196192E-6	31.426206	4.2908136	4.5854326E-6	30.975155	4.3387335	
2321.25	0.00013746767	4.523385E-6	30.390441	4.2942047	4.5891144E-6	29.955162	4.3420728	
2325	0.00014996228	4.5215014E-6	33.16648	4.2934821	4.5906624E-6	32.666807	4.3438593	
2328.75	0.00017852595	4.5268765E-6	39.436895	4.2980479	4.5949205E-6	38.852893	4.3476212	
2332.5	0.00020429651	4.65252E-6	43.910936	4.3902543	4.6091078E-6	44.324524	4.3586202	
2336.25	0.00020874174	4.743493E-6	44.005912	4.4572283	4.6260091E-6	45.123504	4.3716017	
2340	0.0001967903	4.7500706E-6	41.42892	4.4627064	4.6388267E-6	42.422428	4.3816118	
2343.75	0.00019148574	4.7427361E-6	40.37453	4.4580433	4.6503866E-6	41.176306	4.3907091	
2347.5	0.00020013803	4.636658E-6	43.164287	4.3813681	4.6622083E-6	42.927734	4.4000011	
2351.25	0.00019365273	4.5678532E-6	42.394691	4.3318505	4.676693E-6	41.408048	4.4112396	
2355	0.00017103577	4.6317164E-6	36.927083	4.3791025	4.6876536E-6	36.486436	4.4199119	
2358.75	0.00016245039	4.6761567E-6	34.74015	4.4122007	4.690467E-6	34.63416	4.4226429	
2362.5	0.00014950584	4.6722637E-6	31.998587	4.4100364	4.6885282E-6	31.887584	4.421907	
2366.25	0.00014821837	4.7037701E-6	31.510548	4.4337129	4.688917E-6	31.610364	4.4228703	
2370	0.00015758411	4.7271644E-6	33.335864	4.4514761	4.6896905E-6	33.602241	4.424115	
2373.75	0.00014553412	4.6976517E-6	30.980185	4.4306094	4.6869224E-6	31.051105	4.422774	
2377.5	0.00012761888	4.6777728E-6	27.281976	4.4167714	4.6856518E-6	27.2361	4.4225264	
2381.25	0.00011764927	4.769291E-6	24.668084	4.4843115	4.682284E-6	25.12647	4.4207466	
2385	0.00010252173	4.8100048E-6	21.314267	4.5147547	4.6794411E-6	21.908968	4.4193495	
2388.75	0.00010227105	4.7261373E-6	21.639459	4.4541581	4.6819672E-6	21.843607	4.4218758	
2392.5	0.00012310713	4.63815E-6	26.542293	4.3905256	4.6866811E-6	26.267444	4.4260022	
2396.25	0.00013963769	4.6088002E-6	30.298057	4.3697404	4.6954496E-6	29.73894	4.4330945	
2400	0.00014332202	4.6387258E-6	30.896851	4.3922948	4.7102786E-6	30.427503	4.4446213	
2403.75	0.00012912729	4.6938324E-6	27.509992	4.4332762	4.7199102E-6	27.357997	4.4523507	
2407.5	0.00011547161	4.6177911E-6	25.00581	4.378327	4.7178839E-6	24.475297	4.4515538	
2411.25	0.00012170883	4.5944862E-6	26.490195	4.3619445	4.7127994E-6	25.825168	4.4485183	
2415	0.0001270065	4.7054649E-6	26.991276	4.4438343	4.7113753E-6	26.957416	4.44816	
