H	Ext	Back	LR	SR	Back_sp	LR_sp	SR_sp	
2418.75	0.00011787601	4.7381621E-6	24.878003	4.4684519	4.7120506E-6	25.015863	4.4493376	
2422.5	0.00011696092	4.7692868E-6	24.523775	4.4919271	4.7143069E-6	24.80978	4.4516724	
2426.25	0.00012676451	4.8156525E-6	26.323434	4.5265719	4.7195746E-6	26.859309	4.4562126	
2430	0.00013119611	4.808689E-6	27.283134	4.522168	4.7247817E-6	27.767655	4.4607094	
2433.75	0.00012945619	4.7701913E-6	27.138574	4.4946594	4.7295967E-6	27.371507	4.4649196	
2437.5	0.00013787276	4.7852651E-6	28.811938	4.5063932	4.7402319E-6	29.085658	4.4733952	
2441.25	0.00015450454	4.7496107E-6	32.529937	4.4809522	4.7519361E-6	32.514019	4.4826564	
2445	0.00016678998	4.7367459E-6	35.211933	4.4722055	4.7559335E-6	35.069872	4.4862707	
2448.75	0.00016134774	4.7908736E-6	33.678145	4.5125717	4.7587618E-6	33.905403	4.4890279	
2452.5	0.00014140513	4.7528251E-6	29.751806	4.4853573	4.7635582E-6	29.68477	4.4932281	
2456.25	0.00012706339	4.6414458E-6	27.375822	4.4043452	4.7647402E-6	26.667434	4.4947775	
2460	0.0001181955	4.6168411E-6	25.600947	4.3869589	4.7701029E-6	24.778397	4.4993932	
2463.75	9.6553417E-5	4.7334347E-6	20.398173	4.4731691	4.7706496E-6	20.23905	4.5004756	
2467.5	7.3350837E-5	4.8361724E-6	15.167126	4.549243	4.7618885E-6	15.403728	4.4947265	
2471.25	6.3477955E-5	4.8231198E-6	13.161181	4.5403511	4.7595564E-6	13.336948	4.4936932	
2475	5.6363403E-5	4.7932793E-6	11.75884	4.5191295	4.7617249E-6	11.836762	4.4959629	
2478.75	6.4634822E-5	4.8025921E-6	13.45832	4.52665	4.7597465E-6	13.579467	4.4951876	
2482.5	8.1813495E-5	4.78286E-6	17.105559	4.5128405	4.7597081E-6	17.188763	4.4958362	
2486.25	8.0398595E-5	4.7662815E-6	16.868201	4.5013417	4.7668053E-6	16.866348	4.5017265	
2490	7.9275607E-5	4.750161E-6	16.689036	4.4901747	4.7678926E-6	16.62697	4.503203	
2493.75	9.8436988E-5	4.7175086E-6	20.866308	4.466854	4.7656192E-6	20.655655	4.50221	
2497.5	9.9875771E-5	4.7504032E-6	21.024693	4.4917033	4.7697401E-6	20.939458	4.5059165	
2501.25	8.6403713E-5	4.8540483E-6	17.80034	4.5685763	4.775078E-6	18.094723	4.5105193	
2505	9.6919314E-5	4.8129804E-6	20.137068	4.5390692	4.7736386E-6	20.303027	4.5101404	
2508.75	0.00011520749	4.7223209E-6	24.39637	4.4730783	4.7676541E-6	24.164398	4.5064191	
2512.5	0.00010110179	4.7802547E-6	21.149875	4.5163679	4.7646456E-6	21.219162	4.5048857	
2516.25	6.7760501E-5	4.7254593E-6	14.339453	4.4767347	4.763415E-6	14.225194	4.5046604	
2520	6.4532313E-5	4.7084487E-6	13.705642	4.4648922	4.758919E-6	13.560288	4.5020327	
2523.75	9.3375982E-5	4.8190072E-6	19.376602	4.5469407	4.7536138E-6	19.643157	4.4988092	
2527.5	0.00010959912	4.7725252E-6	22.964597	4.5134129	4.7552796E-6	23.047881	4.5007171	
2531.25	0.00010648789	4.6945091E-6	22.683498	4.4566539	4.7621535E-6	22.361288	4.5064617	
2535	0.0001061545	4.7898391E-6	22.162437	4.5275367	4.7680709E-6	22.263617	4.5115052	
2538.75	0.00010874121	4.8155374E-6	22.581324	4.5471574	4.7716345E-6	22.789091	4.5148182	
2542.5	0.00010649942	4.6875642E-6	22.719565	4.4535695	4.7778257E-6	22.290353	4.5200698	
2546.25	0.00010756833	4.7646782E-6	22.5762	4.5110743	4.7808912E-6	22.499639	4.5230217	
2550	0.00011122281	4.8635535E-6	22.86863	4.5846425	4.7768323E-6	23.283799	4.5207254	
2553.75	0.00011078301	4.7250335E-6	23.445974	4.4832365	4.7760767E-6	23.1954	4.5208649	
2557.5	0.00011733864	4.664744E-6	25.154359	4.4394738	4.7848945E-6	24.522723	4.5280649	
2561.25	0.00010612929	4.8378297E-6	21.937376	4.5678047	4.7973926E-6	22.122285	4.5379832	
2565	7.4288219E-5	4.9322481E-6	15.061736	4.6381608	4.8044096E-6	15.462507	4.5438637	
2568.75	6.5381554E-5	4.7876056E-6	13.65642	4.532173	4.8036405E-6	13.610834	4.5440032	
2572.5	6.6242348E-5	4.6771485E-6	14.162977	4.4513701	4.7929817E-6	13.820697	4.536846	
2576.25	6.9792932E-5	4.7990559E-6	14.543054	4.5420369	4.781803E-6	14.595526	4.529303	
2580	8.2040682E-5	4.9361712E-6	16.620307	4.6439673	4.7789724E-6	17.167013	4.5279204	
2583.75	9.502294E-5	4.8458798E-6	19.609017	4.5780301	4.7726959E-6	19.909699	4.5239935	
2587.5	0.0001101885	4.7349864E-6	23.271134	4.4968519	4.7615205E-6	23.141453	4.5164477	
2591.25	0.00012697492	4.7574735E-6	26.68957	4.5141646	4.7617897E-6	26.665378	4.5173528	
2595	0.00012785732	4.7883394E-6	26.701808	4.5376747	4.7708433E-6	26.799731	4.5247485	
2598.75	0.00011767339	4.7169856E-6	24.946735	4.4856583	4.7669711E-6	24.685148	4.5225956	
2602.5	0.00013228022	4.7420391E-6	27.89522	4.5048762	4.7582454E-6	27.800211	4.5168544	
2606.25	0.00014789204	4.8391461E-6	30.561598	4.5773676	4.7646073E-6	31.039712	4.5222643	
2610	0.00013955118	4.806888E-6	29.031501	4.5542347	4.7680111E-6	29.268215	4.5254889	
2613.75	0.00013326162	4.7207429E-6	28.228951	4.4912397	4.7591962E-6	28.000867	4.519678	
2617.5	0.00013948248	4.5971157E-6	30.341303	4.4004933	4.7622968E-6	29.288909	4.522678	
2621.25	0.00015558933	4.5598237E-6	34.121787	4.3735848	4.7749655E-6	32.584389	4.5327574	
2625	0.00016347469	4.7120959E-6	34.692565	4.4869419	4.7769476E-6	34.221579	4.534932	
2628.75	0.00014414957	4.8530357E-6	29.702968	4.5919558	4.7753691E-6	30.186058	4.5344711	
2632.5	0.00013587641	4.8623111E-6	27.944821	4.5995401	4.7807175E-6	28.421762	4.5391369	
2636.25	0.00016574048	4.8245513E-6	34.353553	4.5722994	4.7879581E-6	34.616109	4.5452043	
2640	0.00018408671	4.8821234E-6	37.70628	4.6156482	4.7939363E-6	38.399908	4.5503378	
2643.75	0.00018021669	4.9352517E-6	36.51621	4.655721	4.7974952E-6	37.564746	4.5536798	
2647.5	0.00019172412	4.8237876E-6	39.745556	4.5738644	4.7948847E-6	39.985137	4.5524507	
2651.25	0.00020775857	4.6783393E-6	44.408614	4.4667905	4.7945703E-6	43.332051	4.5529212	
2655	0.00020636891	4.7841776E-6	43.135714	4.5459207	4.7969901E-6	43.0205	4.555417	
2658.75	0.00020738457	4.9524168E-6	41.875428	4.6713401	4.8017187E-6	43.189654	4.5596242	
2662.5	0.00020520119	4.7921573E-6	42.820212	4.5532362	4.8161395E-6	42.606987	4.5710183	
2666.25	0.00019279576	4.7192657E-6	40.852914	4.499878	4.8287116E-6	39.926956	4.5810447	
2670	0.00018751226	4.8693599E-6	38.508605	4.6119	4.828285E-6	38.836203	4.5814322	
2673.75	0.00016676301	4.7993406E-6	34.747068	4.5606614	4.8193297E-6	34.602948	4.5754915	
2677.5	0.0001291897	4.7230217E-6	27.353187	4.5047273	4.807391E-6	26.873142	4.5673337	
2681.25	0.00010984071	4.8141412E-6	22.816262	4.5730429	4.7989418E-6	22.888526	4.561762	
2685	0.00010398456	4.7699719E-6	21.799826	4.5409541	4.7990516E-6	21.66773	4.5625412	
2688.75	0.00010648366	4.7183609E-6	22.567935	4.5033268	4.798393E-6	22.191526	4.5627496	
2692.5	0.00010559194	4.82392E-6	21.88924	4.5824041	4.7953875E-6	22.019481	4.5612149	
2696.25	0.00011224725	4.8137809E-6	23.317897	4.5755738	4.7974941E-6	23.397058	4.5634764	
2700	0.00014821232	4.7681689E-6	31.083698	4.542387	4.7979665E-6	30.890654	4.5645243	
2703.75	0.0001660311	4.9102261E-6	33.81333	4.6486383	4.7957038E-6	34.620799	4.5635403	
2707.5	0.00013681138	4.9326841E-6	27.735686	4.6660432	4.7954677E-6	28.529308	4.564062	
2711.25	0.00013930819	4.8366726E-6	28.802484	4.5953895	4.7920549E-6	29.070657	4.5622225	
2715	0.00018487508	4.8029491E-6	38.491992	4.5710198	4.7900339E-6	38.595777	4.5614172	
2718.75	0.00019915413	4.6887734E-6	42.474676	4.4868124	4.7871909E-6	41.60146	4.5600007	
2722.5	0.00019733158	4.6684583E-6	42.269111	4.4723855	4.7854729E-6	41.235544	4.5594206	
2726.25	0.00021359517	4.8132509E-6	44.376488	4.5807841	4.7938204E-6	44.556357	4.5663289	
2730	0.00021769905	4.8337966E-6	45.036866	4.5967751	4.7981869E-6	45.371106	4.5702783	
2733.75	0.00021638021	4.7938293E-6	45.137238	4.567737	4.7948666E-6	45.127473	4.568509	
2737.5	0.00022988548	4.8077937E-6	47.815172	4.578834	4.7984856E-6	47.907923	4.5719053	
2741.25	0.00022013264	4.75404E-6	46.304331	4.5395181	4.8060861E-6	45.802891	4.5782679	
2745	0.00020584968	4.7796633E-6	43.06782	4.5592974	4.8055803E-6	42.835551	4.5785972	
2748.75	0.00022863969	4.7977851E-6	47.655258	4.5734978	4.8027168E-6	47.606323	4.5771711	
2752.5	0.00025825445	4.7608891E-6	54.245004	4.5467177	4.7996445E-6	53.806994	4.5755893	
2756.25	0.00026291718	4.8781068E-6	53.897381	4.6347602	4.8033487E-6	54.736227	4.5790566	
2760	0.00026196643	4.8832795E-6	53.645595	4.6393345	4.8262751E-6	54.279217	4.5968512	
2763.75	0.00026161591	4.7013362E-6	55.647139	4.5044325	4.8523175E-6	53.915662	4.6169757	
2767.5	0.00026564931	4.8198954E-6	55.11516	4.5935197	4.8666051E-6	54.586165	4.6283445	
2771.25	0.0002710927	4.9956214E-6	54.266062	4.7252718	4.8763746E-6	55.593083	4.6363486	
2775	0.00023373976	4.9450966E-6	47.266975	4.6883257	4.886003E-6	47.838644	4.6442505	
2778.75	0.0001818952	4.8770944E-6	37.295813	4.6383268	4.8948318E-6	37.160664	4.6515589	
2782.5	0.0001757827	4.827624E-6	36.411845	4.6021352	4.9002343E-6	35.872305	4.6563134	
2786.25	0.00017785504	4.8574935E-6	36.614571	4.6251402	4.9033569E-6	36.272097	4.659368	
2790	0.00016510389	4.9459555E-6	33.381597	4.69189	4.9064851E-6	33.650137	4.6624275	
2793.75	0.00015770519	4.914911E-6	32.087089	4.6694428	4.906929E-6	32.139284	4.6634835	
2797.5	0.00013708041	4.8031951E-6	28.539422	4.5867455	4.904438E-6	27.950279	4.6623478	
2801.25	0.00011829609	4.8913046E-6	24.184978	4.6532622	4.9012493E-6	24.135906	4.6606897	
2805	0.00010831623	5.0540441E-6	21.431596	4.7755556	4.8943258E-6	22.130981	4.6562402	
2808.75	8.8582884E-5	5.1215944E-6	17.295959	4.8267725	4.8864972E-6	18.128095	4.6511117	
2812.5	8.018515E-5	5.0051488E-6	16.020533	4.7405027	4.8857849E-6	16.411928	4.6512984	
2816.25	7.4721571E-5	4.7763293E-6	15.644142	4.5702008	4.8838808E-6	15.299631	4.6505932	
2820	4.2176539E-5	4.7274506E-6	8.9216245	4.534359	4.872709E-6	8.6556655	4.6429578	
2823.75	3.1368919E-5	4.8580654E-6	6.4570805	4.632722	4.8642744E-6	6.4488384	4.6373649	
2827.5	5.2937936E-5	4.9179105E-6	10.764315	4.6781923	4.8625788E-6	10.886803	4.6368088	
2831.25	5.5744929E-5	4.7898282E-6	11.63819	4.5830971	4.8647391E-6	11.458976	4.6391353	
2835	4.4059314E-5	4.6989331E-6	9.3764507	4.5157872	4.8656118E-6	9.0552466	4.6404978	
2838.75	3.6809504E-5	4.8257219E-6	7.6277714	4.6113546	4.8577831E-6	7.5774285	4.6353477	
2842.5	2.7521983E-5	4.8752797E-6	5.6452112	4.6491504	4.8513032E-6	5.6731114	4.6312039	
2846.25	3.4176036E-5	4.8253248E-6	7.0826395	4.6124599	4.8475774E-6	7.050127	4.6291192	
2850	5.0439378E-5	4.8667722E-6	10.364031	4.6441953	4.8404471E-6	10.420396	4.6244833	
2853.75	4.2922402E-5	4.8501924E-6	8.8496286	4.6324835	4.8323417E-6	8.8823192	4.6191144	
2857.5	5.0075501E-5	4.8528765E-6	10.318726	4.6351964	4.8270567E-6	10.37392	4.6158553	
2861.25	0.00010059068	4.9221898E-6	20.436163	4.6878301	4.8250073E-6	20.847777	4.6150185	
2865	0.00016559735	4.891123E-6	33.856714	4.6652616	4.8323643E-6	34.268391	4.6212296	
2868.75	0.00020976275	4.842429E-6	43.317672	4.6294721	4.8406208E-6	43.333854	4.6281168	
2872.5	0.00021743056	4.8661931E-6	44.68186	4.6479873	4.8411898E-6	44.912629	4.6292433	
2876.25	0.00019839757	4.8513908E-6	40.894988	4.6375922	4.8502346E-6	40.904737	4.6367253	
2880	0.00020094323	4.8623195E-6	41.326619	4.6464899	4.8637971E-6	41.314065	4.6475979	
2883.75	0.00022149304	4.9007403E-6	45.195834	4.6760126	4.8749191E-6	45.435224	4.6566443	
2887.5	0.00019396649	4.8073793E-6	40.347656	4.6066791	4.8898118E-6	39.667475	4.6685232	
2891.25	0.00015138018	4.7565764E-6	31.825449	4.569254	4.89719E-6	30.911641	4.674768	
2895	0.00016086848	4.8517353E-6	33.156895	4.6413632	4.8949682E-6	32.864049	4.6738107	
2898.75	0.00017664181	4.8382805E-6	36.509212	4.6319673	4.8954268E-6	36.083025	4.6748655	
2902.5	0.00017873427	4.8716155E-6	36.688912	4.657699	4.8965103E-6	36.502379	4.6763905	
2906.25	0.00019224859	4.9418776E-6	38.901932	4.7111724	4.8984049E-6	39.247182	4.6785259	
2910	0.00019745693	4.8741177E-6	40.511318	4.6609976	4.9027307E-6	40.274889	4.6824891	
2913.75	0.00018895413	4.8985971E-6	38.573111	4.6800996	4.9120577E-6	38.467409	4.690212	
2917.5	0.00018567256	5.0461568E-6	36.794845	4.7916929	4.9246434E-6	37.702742	4.7003875	
2921.25	0.0001941595	5.0555523E-6	38.405201	4.7994938	4.9289594E-6	39.391581	4.7043531	
2925	0.00019195879	5.0583013E-6	37.94926	4.8023031	4.9326124E-6	38.916253	4.7078233	
2928.75	0.000179436	5.071175E-6	35.383515	4.812727	4.9413041E-6	36.31349	4.7150845	
2932.5	0.00017260289	4.8601227E-6	35.514101	4.6547661	4.944361E-6	34.909039	4.7181126	
2936.25	0.00017337326	4.8558984E-6	35.703643	4.6523079	4.9448362E-6	35.061478	4.7192014	
2940	0.0001734737	4.9653735E-6	34.936687	4.7353844	4.9498178E-6	35.046482	4.723682	
2943.75	0.00016113844	4.7693617E-6	33.786164	4.5886357	4.9471397E-6	32.572041	4.7224022	
2947.5	0.00013719588	4.7491E-6	28.888816	4.574097	4.9409702E-6	27.766991	4.7184954	
2951.25	0.00012041915	4.9989957E-6	24.088669	4.7629099	4.9404937E-6	24.37391	4.7188735	
2955	9.9631854E-5	5.018129E-6	19.854383	4.7780618	4.9360788E-6	20.184413	4.7162876	
2958.75	8.3332325E-5	4.9829152E-6	16.723609	4.7522955	4.9317047E-6	16.897266	4.7137324	
2962.5	9.2241123E-5	5.0199642E-6	18.374857	4.780947	4.9272179E-6	18.720731	4.7110921	
2966.25	9.3207787E-5	4.9754564E-6	18.733515	4.7481713	4.920174E-6	18.944002	4.7065253	
2970	7.5995434E-5	4.8717846E-6	15.599096	4.6708043	4.9224721E-6	15.438469	4.7089965	
2973.75	7.6153497E-5	4.8497936E-6	15.70242	4.6549645	4.9321608E-6	15.440189	4.7170391	
2977.5	9.9463382E-5	4.979262E-6	19.975527	4.7532866	4.9335295E-6	20.160695	4.7188142	
2981.25	0.00014392567	4.9537337E-6	29.053977	4.7347913	4.9301742E-6	29.192815	4.717029	
2985	0.00018639369	4.860428E-6	38.349233	4.6651791	4.9355843E-6	37.765273	4.7218534	
2988.75	0.00018719618	4.9302188E-6	37.969142	4.7185529	4.9387388E-6	37.90364	4.724979	
2992.5	0.00018318059	4.9826313E-6	36.763826	4.7588385	4.9430071E-6	37.058533	4.7289465	
2996.25	0.0001848736	4.9323226E-6	37.482057	4.7216334	4.9562646E-6	37.300994	4.7396987	
3000	0.0001595331	4.9848035E-6	32.00389	4.7619881	4.9566469E-6	32.18569	4.7407386	
3003.75	0.00013386956	4.9782265E-6	26.891015	4.7577798	4.9506757E-6	27.040665	4.7369833	
3007.5	0.00012514802	4.920154E-6	25.435793	4.7146911	4.9610818E-6	25.225953	4.7455914	
3011.25	0.00011844637	4.9539211E-6	23.909621	4.7409375	4.9721299E-6	23.822059	4.7546879	
3015	0.00013369994	4.9616289E-6	26.946784	4.747512	4.9743515E-6	26.877864	4.7571214	
3018.75	0.0001559761	5.0306678E-6	31.005048	4.8004218	4.9815475E-6	31.310772	4.7633138	
3022.5	0.0001730075	5.0344868E-6	34.364476	4.8040724	4.9897641E-6	34.672481	4.7702798	
3026.25	0.00017853306	4.860293E-6	36.732983	4.6731903	4.9911786E-6	35.76972	4.7721078	
3030	0.00016573354	4.824323E-6	34.353741	4.6467397	4.9918188E-6	33.201034	4.7733509	
3033.75	0.00017135095	5.0132277E-6	34.179765	4.7902969	4.9985241E-6	34.280308	4.77918	
3037.5	0.0001952134	5.1895745E-6	37.616456	4.9244151	4.9993328E-6	39.047891	4.7805522	
3041.25	0.00020107997	5.1433919E-6	39.094818	4.8902739	4.9970632E-6	40.239629	4.7795962	
3045	0.00019418759	5.0532988E-6	38.427886	4.8228997	5.0047511E-6	38.800649	4.7861726	
3048.75	0.00019240035	5.0258558E-6	38.282106	4.8029033	5.0149712E-6	38.365195	4.7946672	
3052.5	0.00019193418	4.9469318E-6	38.79863	4.7439365	5.0157446E-6	38.266337	4.7960154	
3056.25	0.00019431825	4.9897549E-6	38.943446	4.7771048	5.0190329E-6	38.716274	4.7992674	
3060	0.00018097464	5.0420298E-6	35.893211	4.8174421	5.0297018E-6	35.981186	4.8081083	
3063.75	0.0001579733	4.9259952E-6	32.069316	4.7303383	5.0356664E-6	31.370882	4.8133897	
3067.5	0.00015924238	4.925917E-6	32.327458	4.7310277	5.0331608E-6	31.638643	4.8122571	
3071.25	0.00016167897	5.0783258E-6	31.837062	4.8472378	5.0331099E-6	32.123076	4.8129831	
3075	0.00017815497	5.0552928E-6	35.241277	4.8305559	5.0362329E-6	35.374649	4.8161137	
3078.75	0.00019767889	5.0241849E-6	39.345465	4.8077469	5.0380193E-6	39.237422	4.8182318	
3082.5	0.00018253562	5.0649473E-6	36.038996	4.8394083	5.0346066E-6	36.256183	4.8164089	
3086.25	0.00017666344	5.0447352E-6	35.019368	4.8248514	5.0227635E-6	35.172557	4.8081928	
3090	0.00020946157	5.0377244E-6	41.578609	4.8202991	5.0147778E-6	41.768864	4.8028978	
3093.75	0.00025956367	5.1493576E-6	50.407001	4.9057342	5.0231027E-6	51.673973	4.8099712	
3097.5	0.00027780922	5.143454E-6	54.012192	4.9020343	5.046919E-6	55.04531	4.8287989	
3101.25	0.00026160988	5.0049554E-6	52.270172	4.79772	5.0752397E-6	51.54631	4.8510511	
3105	0.00025172588	4.9813948E-6	50.533212	4.7805945	5.0920387E-6	49.435185	4.8645669	
3108.75	0.00024301971	5.1078998E-6	47.577227	4.8773751	5.0957132E-6	47.69101	4.8681243	
3112.5	0.00023878797	5.1198197E-6	46.639918	4.8871949	5.1020858E-6	46.80203	4.8737305	
3116.25	0.00022027075	4.9721145E-6	44.301222	4.775799	5.1199201E-6	43.022303	4.8880418	
3120	0.00017528266	4.971549E-6	35.257153	4.7761172	5.1284982E-6	34.178166	4.8953273	
3123.75	0.00014877578	5.143922E-6	28.922636	4.9078151	5.1238639E-6	29.035857	4.8925771	
3127.5	0.00016392499	5.1147117E-6	32.049703	4.886392	5.1233496E-6	31.995667	4.8929554	
3131.25	0.00016144868	5.1326075E-6	31.455488	4.9007599	5.1308538E-6	31.46624	4.8994271	
3135	0.00014750271	5.2000591E-6	28.365583	4.9528022	5.1405741E-6	28.69382	4.9075849	
3138.75	0.00014777111	5.1581285E-6	28.648203	4.9217014	5.148234E-6	28.703262	4.9141786	
3142.5	0.00013858446	5.2700776E-6	26.296475	5.0076046	5.1517051E-6	26.900698	4.9175888	
3146.25	0.00013163734	5.4024881E-6	24.366058	5.1091038	5.1510174E-6	25.5556	4.9178365	
3150	0.00015129313	5.3526523E-6	28.265077	5.0719994	5.1566328E-6	29.33952	4.9228787	
3153.75	0.00016606205	5.0907066E-6	32.620629	4.8734867	5.1642584E-6	32.156031	4.9294518	
3157.5	0.00014995932	4.9047957E-6	30.574019	4.7327613	5.1657827E-6	29.029351	4.9313837	
3161.25	0.0001221957	5.0514987E-6	24.18999	4.8451634	5.1667861E-6	23.650235	4.9329192	
3165	0.00012289824	5.2150859E-6	23.56591	4.9704638	5.1634317E-6	23.801659	4.9311373	
3168.75	0.00013504854	5.2029251E-6	25.956272	4.9619825	5.1539957E-6	26.202687	4.9247231	
3172.5	0.00011502982	5.0140622E-6	22.941443	4.818914	5.1456629E-6	22.354714	4.9191464	
3176.25	8.2816666E-5	5.0273716E-6	16.473154	4.829802	5.142218E-6	16.105242	4.9172908	
3180	7.8582974E-5	5.2301333E-6	15.025042	4.9850453	5.1434757E-6	15.278185	4.9190174	
3183.75	7.5252714E-5	5.3037853E-6	14.188492	5.0419562	5.1391193E-6	14.643115	4.9164661	
3187.5	7.1702694E-5	5.1543558E-6	13.911087	4.9288482	5.1356567E-6	13.961738	4.914595	
3191.25	6.8037925E-5	5.0567664E-6	13.454829	4.855218	5.1382943E-6	13.241345	4.9173739	
3195	6.1407083E-5	5.0929925E-6	12.057171	4.8835983	5.136038E-6	11.956119	4.9164222	
3198.75	9.6353802E-5	5.1295894E-6	18.783921	4.9122727	5.1320407E-6	18.774949	4.9141422	
3202.5	0.00014980257	5.18589E-6	28.88657	4.9559892	5.1408079E-6	29.139889	4.9215989	
3206.25	0.00017797345	5.1703544E-6	34.421905	4.944913	5.1602882E-6	34.489052	4.9372326	
3210	0.00017067395	5.1406444E-6	33.200885	4.9230157	5.1671794E-6	33.030389	4.9432655	
3213.75	0.00013087349	5.1153503E-6	25.584462	4.9044807	5.1631754E-6	25.34748	4.940985	
3217.5	0.00011783207	5.0442344E-6	23.359753	4.8509565	5.1599918E-6	22.835709	4.93933	
3221.25	0.00014455695	5.204644E-6	27.774609	4.9742016	5.1558107E-6	28.037676	4.9369132	
3225	0.00016203737	5.3670299E-6	30.191255	5.0990049	5.1554661E-6	31.430207	4.9374256	
3228.75	0.00014111263	5.2343618E-6	26.958898	4.9984692	5.1512022E-6	27.394115	4.9349445	
3232.5	0.00011983156	5.0876771E-6	23.553295	4.8871849	5.1456958E-6	23.287727	4.9315135	
3236.25	0.00014071628	5.0983835E-6	27.600176	4.8961335	5.1453419E-6	27.348286	4.9320187	
3240	0.0001789525	5.1592303E-6	34.685891	4.9434103	5.1512226E-6	34.739811	4.9372897	
3243.75	0.00016470286	5.1445582E-6	32.014967	4.9329724	5.1647138E-6	31.890026	4.9483812	
3247.5	0.00013098916	5.0758765E-6	25.806215	4.8812324	5.1732364E-6	25.320544	4.9556779	
3251.25	0.00012984006	5.1189409E-6	25.364632	4.9149349	5.1716631E-6	25.106055	4.9552564	
3255	0.00013942052	5.2819856E-6	26.395476	5.0404291	5.1676951E-6	26.979247	4.9530032	
3258.75	0.00013982815	5.2503891E-6	26.631959	5.0170538	5.1714721E-6	27.038364	4.9566747	
3262.5	0.00012830973	5.0817566E-6	25.24909	4.888803	5.1788774E-6	24.775587	4.9631245	
3266.25	0.00010965647	5.0953466E-6	21.520906	4.8999744	5.1840425E-6	21.152696	4.9678622	
3270	9.0970552E-5	5.0737997E-6	17.929472	4.8842513	5.183773E-6	17.5491	4.9684414	
3273.75	6.6376143E-5	5.1191883E-6	12.966146	4.9197746	5.1758325E-6	12.824245	4.9631472	
3277.5	5.2243276E-5	5.294254E-6	9.8679201	5.0546258	5.1775227E-6	10.0904	4.9652267	
3281.25	6.9612007E-5	5.270806E-6	13.20709	5.0374679	5.1828508E-6	13.43122	4.9700937	
3285	8.574911E-5	5.1883322E-6	16.527297	4.9750801	5.1763407E-6	16.565584	4.9658927	
3288.75	8.9363069E-5	5.1895597E-6	17.219778	4.9768087	5.1633857E-6	17.307068	4.9567513	
3292.5	7.9627414E-5	5.2819524E-6	15.075375	5.0484125	5.1568693E-6	15.441038	4.9525412	
3296.25	6.0462672E-5	5.2998799E-6	11.40831	5.0629588	5.1562496E-6	11.726095	4.9528499	
3300	3.6342206E-5	5.0484634E-6	7.1986668	4.8709872	5.1544826E-6	7.0506021	4.952279	
3303.75	7.3629676E-6	4.9929285E-6	1.4746791	4.8291643	5.1441953E-6	1.4313157	4.9451735	
3307.5	-8.7514567E-6	5.1596087E-6	-1.6961474	4.9577793	5.1315899E-6	-1.7054085	4.9362869	
3311.25	1.2674937E-5	5.2301834E-6	2.4234211	5.012711	5.1235354E-6	2.4738653	4.9308883	
3315	4.6693308E-5	5.1375963E-6	9.0885513	4.9424584	5.1083093E-6	9.140658	4.9199842	
3318.75	4.5935481E-5	5.0354483E-6	9.1224213	4.8648395	5.0927386E-6	9.0197995	4.9088113	
3322.5	2.4387503E-5	5.0053515E-6	4.8722858	4.8425019	5.088825E-6	4.7923643	4.9065828	
3326.25	-1.0660415E-5	5.0326128E-6	-2.1182665	4.8641968	5.0826265E-6	-2.0974225	4.9025988	
3330	-5.6124022E-6	5.0564429E-6	-1.1099507	4.8832651	5.06241E-6	-1.1086424	4.8878477	
3333.75	6.9625089E-5	4.9627054E-6	14.029664	4.812033	5.0384569E-6	13.818733	4.8702204	
3337.5	0.00013323806	5.0334213E-6	26.470675	4.8671202	5.0272373E-6	26.503237	4.862369	
3341.25	0.00016952232	5.1802486E-6	32.724747	4.9807163	5.023333E-6	33.746981	4.8601359	
3345	0.00020833678	5.1984729E-6	40.076535	4.995514	5.0216302E-6	41.487877	4.8595939	
3348.75	0.00025368857	5.074319E-6	49.994604	4.9008648	5.0365781E-6	50.369231	4.8718517	
3352.5	0.0003030754	4.981434E-6	60.840994	4.8302206	5.0595306E-6	59.901881	4.890269	
3356.25	0.00033457407	4.9440525E-6	67.672031	4.8022333	5.061232E-6	66.105264	4.8923504	
3360	0.00035902264	4.9895416E-6	71.955036	4.8379792	5.0626746E-6	70.915607	4.8942335	
3363.75	0.00038540941	5.0283338E-6	76.64754	4.868587	5.0889966E-6	75.733872	4.9152584	
3367.5	0.00039862893	5.0940553E-6	78.253751	4.9199292	5.130066E-6	77.704446	4.9476399	
3371.25	0.00039142236	5.2702285E-6	74.270473	5.0563024	5.1657279E-6	75.772934	4.9758722	
3375	0.00038222582	5.1817671E-6	73.763605	4.9890097	5.1840188E-6	73.731566	4.9907431	
3378.75	0.00037073184	4.9531198E-6	74.848148	4.8137512	5.1982279E-6	71.318889	5.002477	
3382.5	0.00035079336	4.9131167E-6	71.399354	4.7837022	5.2193032E-6	67.210764	5.0195033	
3386.25	0.0003284372	5.1958165E-6	63.211856	5.0022112	5.2381473E-6	62.701024	5.0348176	
3390	0.00029397281	5.5297767E-6	53.161786	5.2602997	5.2464165E-6	56.033067	5.0419908	
3393.75	0.00026632189	5.439569E-6	48.960109	5.1916345	5.2589898E-6	50.641264	5.0524833	
3397.5	0.0002624989	5.3507482E-6	49.058354	5.1240107	5.2753407E-6	49.759611	5.0658915	
3401.25	0.00027263099	5.4100986E-6	50.39298	5.1705835	5.2861078E-6	51.574996	5.0750004	
3405	0.00026625236	5.2781152E-6	50.44459	5.0696483	5.287221E-6	50.357712	5.0766693	
