H	Ext	Back	LR	SR	
2988.75	0.00020316471	4.0632941E-6	50	4.0646863	
2992.5	0.00020363945	4.072789E-6	50	4.0724642	
2996.25	0.00020386519	4.0773037E-6	50	4.0764877	
3000	0.00020478372	4.0956744E-6	50	4.0909701	
3003.75	0.00020546623	4.1093247E-6	50	4.1018953	
3007.5	0.0002060597	4.121194E-6	50	4.1114804	
3011.25	0.00020623398	4.1246796E-6	50	4.1147385	
3015	0.00020536458	4.1072917E-6	50	4.1022322	
3018.75	0.00020500635	4.1001269E-6	50	4.097444	
3022.5	0.00020601003	4.1202005E-6	50	4.1132351	
3026.25	0.00020547641	4.1095283E-6	50	4.1057962	
3030	0.00020449448	4.0898895E-6	50	4.0915763	
3033.75	0.00020589854	4.1179708E-6	50	4.1134297	
3037.5	0.00020677728	4.1355457E-6	50	4.1273466	
3041.25	0.00020622671	4.1245342E-6	50	4.1196471	
3045	0.00020711559	4.1423119E-6	50	4.1337238	
3048.75	0.00020888539	4.1777077E-6	50	4.1611369	
3052.5	0.00020855578	4.1711155E-6	50	4.1567833	
3056.25	0.0002076071	4.152142E-6	50	4.1430553	
3060	0.00020851436	4.1702873E-6	50	4.1574249	
3063.75	0.00021096904	4.2193808E-6	50	4.1952361	
3067.5	0.00021152301	4.2304601E-6	50	4.2042691	
3071.25	0.00020923043	4.1846086E-6	50	4.1701755	
3075	0.00020826786	4.1653571E-6	50	4.1562234	
3078.75	0.00020713292	4.1426585E-6	50	4.1396526	
3082.5	0.00020724669	4.1449337E-6	50	4.1420056	
3086.25	0.00020987206	4.1974412E-6	50	4.1824444	
3090	0.00020990894	4.1981789E-6	50	4.1836396	
3093.75	0.00020824205	4.1648409E-6	50	4.1589885	
3097.5	0.00020911049	4.1822097E-6	50	4.1727951	
3101.25	0.00021034101	4.2068202E-6	50	4.1921014	
3105	0.00021029091	4.2058181E-6	50	4.191976	
3108.75	0.00021213434	4.2426868E-6	50	4.2205972	
3112.5	0.00021367164	4.2734329E-6	50	4.2445804	
3116.25	0.00021204652	4.2409305E-6	50	4.2205415	
3120	0.00021134746	4.2269492E-6	50	4.2105599	
3123.75	0.0002114818	4.2296361E-6	50	4.2132361	
3127.5	0.00021141934	4.2283868E-6	50	4.2129218	
3131.25	0.00021189083	4.2378167E-6	50	4.2207226	
3135	0.00021274923	4.2549846E-6	50	4.2344079	
3138.75	0.00021377513	4.2755026E-6	50	4.250645	
3142.5	0.0002135124	4.2702481E-6	50	4.2472891	
3146.25	0.00021376411	4.2752822E-6	50	4.251757	
3150	0.00021487969	4.2975938E-6	50	4.2693697	
3153.75	0.0002145631	4.2912621E-6	50	4.2651944	
3157.5	0.00021342096	4.2684192E-6	50	4.2484513	
3161.25	0.00021375717	4.2751435E-6	50	4.2542075	
3165	0.00021582555	4.316511E-6	50	4.286341	
3168.75	0.00021741981	4.3483961E-6	50	4.311266	
3172.5	0.00021674337	4.3348674E-6	50	4.3016115	
3176.25	0.0002166314	4.332628E-6	50	4.3005532	
3180	0.00021699119	4.3398238E-6	50	4.3066833	
3183.75	0.00021665774	4.3331548E-6	50	4.3022495	
3187.5	0.00021708332	4.3416664E-6	50	4.3093851	
3191.25	0.00021728017	4.3456034E-6	50	4.3130359	
3195	0.0002163775	4.3275499E-6	50	4.2999196	
3198.75	0.00021694325	4.3388649E-6	50	4.3091972	
3202.5	0.00021818064	4.3636127E-6	50	4.3287256	
3206.25	0.00021710755	4.3421511E-6	50	4.3130046	
3210	0.00021689088	4.3378176E-6	50	4.3103489	
3213.75	0.00021761876	4.3523752E-6	50	4.3221117	
3217.5	0.00021752065	4.3504129E-6	50	4.3212674	
3221.25	0.00021906512	4.3813023E-6	50	4.3455081	
3225	0.00022028685	4.405737E-6	50	4.3648289	
3228.75	0.00021971306	4.3942612E-6	50	4.356726	
3232.5	0.00021855741	4.3711482E-6	50	4.3397287	
3236.25	0.00021910497	4.3820994E-6	50	4.3487565	
3240	0.00022034851	4.4069702E-6	50	4.3684273	
3243.75	0.00022079614	4.4159227E-6	50	4.3759365	
3247.5	0.00022156528	4.4313055E-6	50	4.3883658	
3251.25	0.00022144317	4.4288633E-6	50	4.3871677	
3255	0.00022061469	4.4122937E-6	50	4.3751626	
3258.75	0.00022107751	4.4215502E-6	50	4.3829122	
3262.5	0.00022052978	4.4105956E-6	50	4.3751985	
3266.25	0.00022023813	4.4047626E-6	50	4.3714019	
3270	0.00022161046	4.4322092E-6	50	4.3930812	
3273.75	0.00022206363	4.4412727E-6	50	4.400693	
3277.5	0.00022201521	4.4403041E-6	50	4.4006248	
3281.25	0.00022204394	4.4408788E-6	50	4.4017388	
3285	0.00022244845	4.448969E-6	50	4.4086113	
3288.75	0.000223313	4.4662599E-6	50	4.4225372	
3292.5	0.00022332277	4.4664554E-6	50	4.4233656	
3296.25	0.00022315712	4.4631423E-6	50	4.4215046	
3300	0.00022341755	4.4683511E-6	50	4.4261771	
3303.75	0.00022246516	4.4493032E-6	50	4.4122486	
3307.5	0.00022106013	4.4212027E-6	50	4.3913704	
3311.25	0.00022165794	4.4331588E-6	50	4.4012163	
3315	0.00022323786	4.4647573E-6	50	4.4261391	
3318.75	0.0002245688	4.4913761E-6	50	4.4472497	
3322.5	0.00022530943	4.5061887E-6	50	4.4593052	
3326.25	0.000224669	4.49338E-6	50	4.450157	
3330	0.00022408655	4.4817309E-6	50	4.4418957	
3333.75	0.0002242273	4.4845459E-6	50	4.4447414	
3337.5	0.00022479818	4.4959636E-6	50	4.4541975	
3341.25	0.00022590683	4.5181365E-6	50	4.4719221	
3345	0.00022461504	4.4923007E-6	50	4.4527545	
3348.75	0.00022444815	4.4889631E-6	50	4.4508745	
3352.5	0.00022659992	4.5319983E-6	50	4.4846499	
3356.25	0.00022609847	4.5219695E-6	50	4.4776295	
3360	0.00022521229	4.5042458E-6	50	4.4646874	
3363.75	0.00022522515	4.5045029E-6	50	4.4655737	
3367.5	0.00022578309	4.5156617E-6	50	4.4748493	
3371.25	0.00022727251	4.5454501E-6	50	4.498467	
3375	0.0002277612	4.555224E-6	50	4.5066865	
3378.75	0.00022729788	4.5459577E-6	50	4.5002488	
3382.5	0.0002281398	4.562796E-6	50	4.5139123	
3386.25	0.00022806945	4.5613891E-6	50	4.5135272	
3390	0.00022657928	4.5315857E-6	50	4.4912645	
3393.75	0.00022644665	4.5289329E-6	50	4.4899146	
3397.5	0.00022814693	4.5629386E-6	50	4.516818	
3401.25	0.00022889863	4.5779725E-6	50	4.529107	
3405	0.00022681006	4.5362013E-6	50	4.4976015	
3408.75	0.00022539539	4.5079078E-6	50	4.4764776	
3412.5	0.00022781778	4.5563555E-6	50	4.5145394	
3416.25	0.00022885938	4.5771877E-6	50	4.5313108	
3420	0.00022856081	4.5712162E-6	50	4.5274058	
3423.75	0.00022864113	4.5728226E-6	50	4.529348	
3427.5	0.00022893364	4.5786728E-6	50	4.534567	
3431.25	0.00023069764	4.6139529E-6	50	4.5625115	
3435	0.00022945782	4.5891563E-6	50	4.5440717	
3438.75	0.00022835246	4.5670491E-6	50	4.5277021	
3442.5	0.00023176869	4.6353737E-6	50	4.5811918	
3446.25	0.00023248786	4.6497572E-6	50	4.5930208	
3450	0.00022892998	4.5785996E-6	50	4.5387411	
3453.75	0.00022750405	4.550081E-6	50	4.5174018	
3457.5	0.00023040515	4.6081029E-6	50	4.5629668	
3461.25	0.00023278864	4.6557728E-6	50	4.6005445	
3465	0.00023218831	4.6437663E-6	50	4.5919775	
3468.75	0.00023089768	4.6179536E-6	50	4.5727261	
3472.5	0.00023204448	4.6408897E-6	50	4.5911897	
3476.25	0.00023204882	4.6409764E-6	50	4.5919764	
3480	0.00023160558	4.6321116E-6	50	4.5858341	
3483.75	0.00023377229	4.6754457E-6	50	4.6201063	
3487.5	0.00023364241	4.6728482E-6	50	4.6188215	
3491.25	0.00023129233	4.6258465E-6	50	4.5831415	
3495	0.00023227003	4.6454005E-6	50	4.5990114	
3498.75	0.00023354255	4.670851E-6	50	4.6194572	
3502.5	0.00023357568	4.6715137E-6	50	4.6206995	
3506.25	0.00023411067	4.6822134E-6	50	4.6297233	
3510	0.00023499092	4.6998184E-6	50	4.6441049	
3513.75	0.0002344778	4.6895559E-6	50	4.6368804	
3517.5	0.00023343452	4.6686903E-6	50	4.6214283	
3521.25	0.00023352358	4.6704716E-6	50	4.6235402	
3525	0.00023472975	4.694595E-6	50	4.64299	
3528.75	0.00023635983	4.7271966E-6	50	4.6690278	
3532.5	0.00023612799	4.7225598E-6	50	4.6661673	
3536.25	0.00023473179	4.6946357E-6	50	4.6452233	
3540	0.00023565653	4.7131306E-6	50	4.6603203	
3543.75	0.00023620851	4.7241703E-6	50	4.6696318	
3547.5	0.00023494243	4.6988485E-6	50	4.6506959	
3551.25	0.00023681223	4.7362447E-6	50	4.680489	
3555	0.00023841147	4.7682295E-6	50	4.7060874	
3558.75	0.00023707629	4.7415258E-6	50	4.6860705	
3562.5	0.00023623128	4.7246256E-6	50	4.6736673	
3566.25	0.00023648569	4.7297139E-6	50	4.6783588	
3570	0.00023815741	4.7631482E-6	50	4.7051005	
3573.75	0.00023965825	4.7931649E-6	50	4.7291926	
3577.5	0.0002385418	4.770836E-6	50	4.7125588	
3581.25	0.00023816802	4.7633604E-6	50	4.7074777	
3585	0.00023808401	4.7616802E-6	50	4.7069047	
3588.75	0.00023882375	4.776475E-6	50	4.719158	
3592.5	0.0002408972	4.8179441E-6	50	4.7521885	
3596.25	0.00023972761	4.7945521E-6	50	4.7347073	
3600	0.00023980145	4.7960291E-6	50	4.7365933	
3603.75	0.00024007702	4.8015403E-6	50	4.7416228	
3607.5	0.00023852601	4.7705203E-6	50	4.7181805	
3611.25	0.00023944537	4.7889075E-6	50	4.7332441	
3615	0.00024111528	4.8223055E-6	50	4.7600171	
3618.75	0.00024053731	4.8107462E-6	50	4.7517393	
3622.5	0.00023981071	4.7962143E-6	50	4.7411391	
3626.25	0.0002423623	4.8472461E-6	50	4.7816855	
3630	0.00024379701	4.8759402E-6	50	4.804817	
3633.75	0.00024055078	4.8110156E-6	50	4.7548901	
3637.5	0.0002407081	4.814162E-6	50	4.7580821	
3641.25	0.0002432806	4.8656119E-6	50	4.7989902	
3645	0.0002414155	4.8283099E-6	50	4.7706051	
3648.75	0.00024036112	4.8072223E-6	50	4.7548743	
3652.5	0.00024296368	4.8592737E-6	50	4.7962773	
3656.25	0.00024278447	4.8556894E-6	50	4.7942238	
3660	0.00024273627	4.8547255E-6	50	4.7942184	
3663.75	0.000244855	4.8971E-6	50	4.828092	
3667.5	0.00024464751	4.8929502E-6	50	4.8256047	
3671.25	0.00024258563	4.8517125E-6	50	4.7941144	
3675	0.00024102802	4.8205604E-6	50	4.7705017	
3678.75	0.00024305777	4.8611554E-6	50	4.8030109	
3682.5	0.00024364276	4.8728553E-6	50	4.8129249	
3686.25	0.00023941386	4.7882773E-6	50	4.7474937	
3690	0.00023879004	4.7758008E-6	50	4.7384786	
3693.75	0.00024109908	4.8219817E-6	50	4.7753874	
3697.5	0.0002419923	4.8398461E-6	50	4.7901374	
3701.25	0.00024244653	4.8489305E-6	50	4.7980175	
3705	0.00024352511	4.8705023E-6	50	4.8156848	
3708.75	0.0002418835	4.83767E-6	50	4.79073	
3712.5	0.000239444	4.78888E-6	50	4.7532593	
3716.25	0.00024173628	4.8347256E-6	50	4.7899593	
3720	0.00024221236	4.8442472E-6	50	4.7981946	
3723.75	0.00023909558	4.7819115E-6	50	4.7500817	
3727.5	0.00023819669	4.7639338E-6	50	4.7367431	
3731.25	0.00023779414	4.7558829E-6	50	4.7311875	
3735	0.00023620543	4.7241087E-6	50	4.7070141	
3738.75	0.0002357496	4.714992E-6	50	4.7006139	
3742.5	0.00023472409	4.6944818E-6	50	4.6852669	
3746.25	0.00023205919	4.6411838E-6	50	4.6441692	
3750	0.00022807873	4.5615747E-6	50	4.5823912	
3753.75	0.00022366686	4.4733372E-6	50	4.5138101	
3757.5	0.00022002076	4.4004152E-6	50	4.4572334	
3761.25	0.00021536901	4.3073801E-6	50	4.3848278	
3765	0.00020659703	4.1319405E-6	50	4.2476238	
3768.75	0.00019878224	3.9756448E-6	50	4.125413	
3772.5	0.00019461932	3.8923863E-6	50	4.0605809	
3776.25	0.00018650413	3.7300826E-6	50	3.9335559	
3780	0.00017398492	3.4796984E-6	50	3.7371928	
3783.75	0.0001627612	3.2552241E-6	50	3.5611349	
3787.5	0.0001513195	3.02639E-6	50	3.3815742	
3791.25	0.0001360262	2.7205241E-6	50	3.1413091	
3795	0.00012274981	2.4549961E-6	50	2.9327027	
3798.75	0.00011326814	2.2653628E-6	50	2.7837721	
3802.5	9.9686298E-5	1.993726E-6	50	2.5701977	
3806.25	8.3807142E-5	1.6761428E-6	50	2.320344	
3810	6.9689298E-5	1.393786E-6	50	2.0981439	
3813.75	5.2335007E-5	1.0467001E-6	50	1.8248452	
3817.5	3.7228458E-5	7.4456917E-7	50	1.5868704	
3821.25	2.8200237E-5	5.6400474E-7	50	1.4446382	
3825	2.0581534E-5	4.1163067E-7	50	1.3245776	
3828.75	1.4741814E-5	2.9483628E-7	50	1.2325297	
3832.5	1.1640084E-5	2.3280167E-7	50	1.1836413	
3836.25	9.2038396E-6	1.8407679E-7	50	1.1452345	
3840	6.5591382E-6	1.3118276E-7	50	1.1035223	
3843.75	4.2414471E-6	8.4828941E-8	50	1.0669557	
3847.5	3.0212678E-6	6.0425356E-8	50	1.0477034	
3851.25	3.147367E-6	6.294734E-8	50	1.0497043	
3855	3.1922902E-6	6.3845805E-8	50	1.0504238	
3858.75	2.581587E-6	5.163174E-8	50	1.0407855	
3862.5	1.919817E-6	3.839634E-8	50	1.0303365	
3866.25	2.577864E-6	5.155728E-8	50	1.0407429	
3870	3.764413E-6	7.5288261E-8	50	1.059508	
3873.75	3.946084E-6	7.8921681E-8	50	1.0623922	
3877.5	3.8124607E-6	7.6249214E-8	50	1.0602915	
3881.25	3.7522553E-6	7.5045106E-8	50	1.0593511	
3885	3.326737E-6	6.6534741E-8	50	1.0526309	
3888.75	3.5819E-6	7.1638001E-8	50	1.056679	
3892.5	3.6722757E-6	7.3445514E-8	50	1.0581206	
3896.25	3.6988121E-6	7.3976242E-8	50	1.0585522	
3900	3.3604039E-6	6.7208079E-8	50	1.0532057	
3903.75	2.1768837E-6	4.3537674E-8	50	1.0344737	
3907.5	3.008091E-6	6.0161819E-8	50	1.0476464	
3911.25	3.8574282E-6	7.7148565E-8	50	1.0611115	
3915	3.0358418E-6	6.0716836E-8	50	1.048105	
3918.75	3.1621829E-6	6.3243659E-8	50	1.0501169	
3922.5	3.627328E-6	7.2546561E-8	50	1.0575004	
3926.25	3.7589077E-6	7.5178154E-8	50	1.059598	
3930	4.2495855E-6	8.4991709E-8	50	1.0673911	
3933.75	4.5652529E-6	9.1305058E-8	50	1.0724114	
3937.5	3.7315135E-6	7.463027E-8	50	1.0591989	
3941.25	2.7629192E-6	5.5258385E-8	50	1.0438413	
3945	3.2502767E-6	6.5005535E-8	50	1.0515848	
3948.75	4.2205215E-6	8.441043E-8	50	1.0669967	
3952.5	3.4092677E-6	6.8185354E-8	50	1.0541296	
3956.25	2.48506E-6	4.9701201E-8	50	1.0394637	
3960	3.467762E-6	6.9355239E-8	50	1.0550803	
3963.75	4.270689E-6	8.5413781E-8	50	1.0678471	
3967.5	3.816885E-6	7.63377E-8	50	1.0606498	
3971.25	2.9437775E-6	5.8875551E-8	50	1.0467856	
3975	3.4017809E-6	6.8035618E-8	50	1.0540754	
3978.75	3.6649808E-6	7.3299617E-8	50	1.058271	
3982.5	3.5806729E-6	7.1613457E-8	50	1.0569419	
3986.25	3.8005763E-6	7.6011526E-8	50	1.060451	
3990	3.8776197E-6	7.7552393E-8	50	1.0616888	
3993.75	4.5849647E-6	9.1699294E-8	50	1.0729565	
3997.5	4.6968587E-6	9.3937175E-8	50	1.074752	
4001.25	3.987997E-6	7.975994E-8	50	1.063483	
4005	3.0494497E-6	6.0988993E-8	50	1.0485524	
4008.75	2.7169494E-6	5.4338987E-8	50	1.0432671	
4012.5	3.0430902E-6	6.0861804E-8	50	1.0484706	
4016.25	3.2832863E-6	6.5665726E-8	50	1.052307	
4020	3.7322685E-6	7.464537E-8	50	1.0594718	
4023.75	4.8413736E-6	9.6827473E-8	50	1.0771604	
4027.5	4.8163969E-6	9.6327939E-8	50	1.0767778	
4031.25	3.4466762E-6	6.8933525E-8	50	1.0549542	
4035	3.7256035E-6	7.4512071E-8	50	1.0594134	
4038.75	4.3645608E-6	8.7291217E-8	50	1.0696171	
4042.5	3.314487E-6	6.628974E-8	50	1.0528785	
4046.25	2.4909463E-6	4.9818926E-8	50	1.039748	
4050	2.7104351E-6	5.4208702E-8	50	1.0432591	
4053.75	2.5079996E-6	5.0159993E-8	50	1.0400362	
4057.5	3.1110889E-6	6.2221779E-8	50	1.0496736	
4061.25	3.5923193E-6	7.1846386E-8	50	1.0573688	
4065	2.8155788E-6	5.6311576E-8	50	1.0449734	
4068.75	3.514526E-6	7.0290521E-8	50	1.0561491	
4072.5	3.2656541E-6	6.5313082E-8	50	1.0521836	
4076.25	2.0887853E-6	4.1775706E-8	50	1.0333845	
4080	2.5616002E-6	5.1232004E-8	50	1.0409497	
4083.75	3.3431491E-6	6.6862982E-8	50	1.0534543	
4087.5	2.8334154E-6	5.6668309E-8	50	1.0453132	
4091.25	3.1012308E-6	6.2024616E-8	50	1.0496063	
4095	3.0121386E-6	6.0242772E-8	50	1.0481909	
4098.75	1.5434804E-6	3.0869609E-8	50	1.024699	
4102.5	1.0699233E-6	2.1398466E-8	50	1.0171245	
4106.25	1.8247371E-6	3.6494742E-8	50	1.0292115	
4110	2.3467434E-6	4.6934869E-8	50	1.0375757	
4113.75	2.3050213E-6	4.6100426E-8	50	1.0369151	
4117.5	1.2451877E-6	2.4903754E-8	50	1.0199458	
4121.25	-1.4293142E-7	-2.8586284E-9	50	0.99771002	
4125	-2.0526735E-7	-4.105347E-9	50	0.99671064	
4128.75	5.0164228E-7	1.0032846E-8	50	1.0080403	
4132.5	3.7464314E-7	7.4928628E-9	50	1.006006	
4136.25	4.9476101E-7	9.8952201E-9	50	1.0079332	
4140	1.2621447E-6	2.5242895E-8	50	1.0202419	
4143.75	2.1688488E-7	4.3376976E-9	50	1.003479	
4147.5	-1.09169E-7	-2.18338E-9	50	0.99824847	
4151.25	3.4801554E-7	6.9603109E-9	50	1.0055848	
4155	-9.2117462E-8	-1.8423492E-9	50	0.99852145	
4158.75	-3.0224432E-7	-6.0448865E-9	50	0.99514779	
4162.5	-1.1287358E-6	-2.2574716E-8	50	0.98187571	
4166.25	-1.4772293E-6	-2.9544586E-8	50	0.9762751	
4170	-1.1883374E-6	-2.3766748E-8	50	0.98091098	
4173.75	-9.6634986E-7	-1.9326997E-8	50	0.98447377	
4177.5	-1.5243594E-6	-3.0487188E-8	50	0.97550337	
4181.25	-1.3990021E-6	-2.7980041E-8	50	0.97751334	
4185	-8.2996729E-7	-1.6599346E-8	50	0.98665695	
4188.75	-1.1295998E-6	-2.2591995E-8	50	0.98183622	
4192.5	-1.4087923E-6	-2.8175845E-8	50	0.97734229	
4196.25	-1.0874187E-6	-2.1748375E-8	50	0.98250744	
4200	-1.3774743E-6	-2.7549486E-8	50	0.97783706	
4203.75	-3.1229417E-6	-6.2458834E-8	50	0.94974316	
4207.5	-3.6246216E-6	-7.2492431E-8	50	0.94165799	
4211.25	-2.7919153E-6	-5.5838307E-8	50	0.95505221	
4215	-2.3905554E-6	-4.7811108E-8	50	0.96150607	
4218.75	-2.5106592E-6	-5.0213184E-8	50	0.95956396	
4222.5	-3.3113139E-6	-6.6226277E-8	50	0.94665809	
4226.25	-2.9494871E-6	-5.8989743E-8	50	0.9524772	
4230	-1.3266441E-6	-2.6532882E-8	50	0.97862051	
4233.75	-1.9124732E-6	-3.8249465E-8	50	0.96917341	
4237.5	-3.3596866E-6	-6.7193733E-8	50	0.94583532	
4241.25	-3.2893159E-6	-6.5786319E-8	50	0.94695918	
4245	-3.4085199E-6	-6.8170399E-8	50	0.94502595	
4248.75	-3.402141E-6	-6.8042819E-8	50	0.94511781	
4252.5	-2.6173729E-6	-5.2347458E-8	50	0.95776894	
4256.25	-3.1454841E-6	-6.2909682E-8	50	0.94923773	
4260	-4.2558862E-6	-8.5117723E-8	50	0.93130411	
4263.75	-3.0875735E-6	-6.175147E-8	50	0.95015228	
4267.5	-2.2585458E-6	-4.5170916E-8	50	0.96352931	
4271.25	-3.3409376E-6	-6.6818751E-8	50	0.94604016	
4275	-3.9085318E-6	-7.8170636E-8	50	0.93686022	
4278.75	-3.609871E-6	-7.2197419E-8	50	0.94167319	
4282.5	-3.282444E-6	-6.5648879E-8	50	0.94695298	
4286.25	-3.5850581E-6	-7.1701162E-8	50	0.94205086	
4290	-4.1409957E-6	-8.2819914E-8	50	0.93305122	
4293.75	-4.1239595E-6	-8.2479191E-8	50	0.93331328	
4297.5	-3.5130103E-6	-7.0260206E-8	50	0.94318128	
4301.25	-3.2695302E-6	-6.5390604E-8	50	0.94710868	
4305	-3.2020748E-6	-6.4041497E-8	50	0.94818952	
4308.75	-3.6266662E-6	-7.2533324E-8	50	0.94130776	
4312.5	-4.8481587E-6	-9.6963175E-8	50	0.92152398	
4316.25	-4.5778982E-6	-9.1557964E-8	50	0.92588378	
4320	-3.7959626E-6	-7.5919252E-8	50	0.93853101	
4323.75	-3.89266E-6	-7.7853201E-8	50	0.93695254	
4327.5	-3.76665E-6	-7.5333E-8	50	0.93898124	
4331.25	-3.8361587E-6	-7.6723174E-8	50	0.93784277	
4335	-3.9398218E-6	-7.8796435E-8	50	0.93615034	
4338.75	-2.4345298E-6	-4.8690596E-8	50	0.96053755	
4342.5	-2.1937988E-6	-4.3875976E-8	50	0.96443255	
4346.25	-3.3125274E-6	-6.6250547E-8	50	0.94628417	
4350	-3.8930295E-6	-7.7860591E-8	50	0.93685813	
4353.75	-3.9429521E-6	-7.8859042E-8	50	0.93603563	
4357.5	-3.9414781E-6	-7.8829562E-8	50	0.93604675	
4361.25	-4.2583356E-6	-8.5166711E-8	50	0.93089169	
4365	-4.3343498E-6	-8.6686996E-8	50	0.92964398	
4368.75	-2.3794355E-6	-4.758871E-8	50	0.96136881	
4372.5	-3.2362752E-6	-6.4725503E-8	50	0.94744713	
4376.25	-5.1780424E-6	-1.0356085E-7	50	0.91589855	
4380	-3.135077E-6	-6.270154E-8	50	0.94907008	
4383.75	-1.7676492E-6	-3.5352984E-8	50	0.97127846	
4387.5	-2.3104953E-6	-4.6209906E-8	50	0.96245055	
4391.25	-1.971717E-6	-3.9434339E-8	50	0.96794986	
4395	-2.8521404E-6	-5.7042809E-8	50	0.95362935	
4398.75	-4.0396058E-6	-8.0792116E-8	50	0.93431017	
4402.5	-3.2934282E-6	-6.5868563E-8	50	0.94643338	
4406.25	-2.5381366E-6	-5.0762732E-8	50	0.95870971	
4410	-2.9297451E-6	-5.8594903E-8	50	0.95232951	
4413.75	-3.5478457E-6	-7.0956913E-8	50	0.94226071	
4417.5	-3.1533925E-6	-6.306785E-8	50	0.94866996	
4421.25	-3.8076944E-6	-7.6153888E-8	50	0.93800701	
4425	-4.6727827E-6	-9.3455654E-8	50	0.92390729	
4428.75	-4.0590608E-6	-8.1181217E-8	50	0.93388805	
4432.5	-3.1602704E-6	-6.3205409E-8	50	0.9485168	
4436.25	-2.2828042E-6	-4.5656083E-8	50	0.96280394	
4440	-3.1289382E-6	-6.2578763E-8	50	0.94900681	
4443.75	-4.1686756E-6	-8.3373512E-8	50	0.9320483	
4447.5	-3.2586708E-6	-6.5173415E-8	50	0.94687124	
4451.25	-3.3582871E-6	-6.7165742E-8	50	0.94523614	
4455	-4.8260548E-6	-9.6521095E-8	50	0.92128536	
4458.75	-4.3282247E-6	-8.6564495E-8	50	0.92939099	
4462.5	-4.3798037E-6	-8.7596073E-8	50	0.92853523	
4466.25	-4.8179658E-6	-9.6359315E-8	50	0.92137002	
4470	-4.2384176E-6	-8.4768351E-8	50	0.93081446	
4473.75	-3.2374816E-6	-6.4749632E-8	50	0.94714257	
4477.5	-3.1604495E-6	-6.320899E-8	50	0.9483899	
4481.25	-4.0522659E-6	-8.1045318E-8	50	0.93381326	
4485	-3.7984007E-6	-7.5968014E-8	50	0.93794725	
4488.75	-3.5737535E-6	-7.147507E-8	50	0.94160549	
4492.5	-4.8357936E-6	-9.6715871E-8	50	0.9209681	
4496.25	-5.2004014E-6	-1.0400803E-7	50	0.91499219	
4500	-5.2406542E-6	-1.0481308E-7	50	0.91431698	
4503.75	-5.6161071E-6	-1.1232214E-7	50	0.90815998	
4507.5	-3.7225163E-6	-7.4450327E-8	50	0.93911356	
4511.25	-2.7918146E-6	-5.5836292E-8	50	0.95432717	
4515	-4.0919199E-6	-8.1838397E-8	50	0.93304455	
4518.75	-5.0161838E-6	-1.0032368E-7	50	0.91790444	
4522.5	-5.2684104E-6	-1.0536821E-7	50	0.91375909	
4526.25	-3.3084303E-6	-6.6168607E-8	50	0.94583194	
4530	-3.1572807E-6	-6.3145613E-8	50	0.94829625	
4533.75	-4.4384451E-6	-8.8768902E-8	50	0.9273012	
4537.5	-4.4151712E-6	-8.8303423E-8	50	0.92766781	
4541.25	-3.5320034E-6	-7.0640069E-8	50	0.94212476	
4545	-3.2659689E-6	-6.5319377E-8	50	0.94647318	
4548.75	-3.9989875E-6	-7.997975E-8	50	0.9344463	
4552.5	-4.7009631E-6	-9.4019262E-8	50	0.92292355	
4556.25	-4.404995E-6	-8.8099899E-8	50	0.92776161	
4560	-3.3875747E-6	-6.7751494E-8	50	0.94443525	
4563.75	-3.6588328E-6	-7.3176656E-8	50	0.9399738	
4567.5	-4.9613122E-6	-9.9226245E-8	50	0.91858906	
4571.25	-5.1542197E-6	-1.0308439E-7	50	0.9154065	
4575	-5.3953871E-6	-1.0790774E-7	50	0.91143042	
4578.75	-4.8162573E-6	-9.6325146E-8	50	0.92092129	
4582.5	-3.8214194E-6	-7.6428389E-8	50	0.93724294	
4586.25	-4.1599665E-6	-8.3199331E-8	50	0.93166933	
4590	-3.952362E-6	-7.904724E-8	50	0.93506625	
4593.75	-3.2606496E-6	-6.5212993E-8	50	0.9464196	
4597.5	-4.069395E-6	-8.1387901E-8	50	0.9331164	
4601.25	-5.3016907E-6	-1.0603381E-7	50	0.91284502	
4605	-4.7670444E-6	-9.5340889E-8	50	0.92161823	
4608.75	-4.6000148E-6	-9.2000295E-8	50	0.92434927	
4612.5	-5.0753619E-6	-1.0150724E-7	50	0.9165149	
4616.25	-3.7412051E-6	-7.4824101E-8	50	0.93844809	
4620	-3.2202321E-6	-6.4404641E-8	50	0.94700862	
4623.75	-4.6950929E-6	-9.3901859E-8	50	0.92272298	
4627.5	-4.9436528E-6	-9.8873057E-8	50	0.9186154	
4631.25	-4.8700411E-6	-9.7400822E-8	50	0.91981097	
4635	-5.5035557E-6	-1.1007111E-7	50	0.90936128	
4638.75	-5.1724415E-6	-1.0344883E-7	50	0.91479716	
4642.5	-5.237273E-6	-1.0474546E-7	50	0.91371172	
4646.25	-4.7119242E-6	-9.4238483E-8	50	0.92235152	
4650	-3.6424432E-6	-7.2848863E-8	50	0.93996348	
4653.75	-3.45765E-6	-6.9152999E-8	50	0.94299777	
4657.5	-3.5158006E-6	-7.0316011E-8	50	0.94202736	
4661.25	-3.4684732E-6	-6.9369463E-8	50	0.94279615	
4665	-3.4948977E-6	-6.9897954E-8	50	0.94234865	
4668.75	-4.1757377E-6	-8.3514754E-8	50	0.93110365	
4672.5	-4.4693939E-6	-8.9387878E-8	50	0.92624361	
4676.25	-4.6257104E-6	-9.2514208E-8	50	0.92364851	
4680	-4.2018874E-6	-8.4037748E-8	50	0.93063004	
