H	Ext	Back	LR	SR	
1215	4.5080198E-5	9.0160396E-7	50	1.6199105	
1218.75	4.6791006E-5	9.3582011E-7	50	1.6435618	
1222.5	4.8137865E-5	9.6275729E-7	50	1.6622157	
1226.25	4.9199294E-5	9.8398587E-7	50	1.6769497	
1230	5.0531395E-5	1.0106279E-6	50	1.6954144	
1233.75	5.1493142E-5	1.0298628E-6	50	1.7087887	
1237.5	5.2718038E-5	1.0543608E-6	50	1.7257911	
1241.25	5.425907E-5	1.0851814E-6	50	1.7471534	
1245	5.5439102E-5	1.108782E-6	50	1.7635521	
1248.75	5.6821884E-5	1.1364377E-6	50	1.7827502	
1252.5	5.8554506E-5	1.1710901E-6	50	1.8067761	
1256.25	6.0001799E-5	1.200036E-6	50	1.8268792	
1260	6.103573E-5	1.2207146E-6	50	1.8412925	
1263.75	6.2193542E-5	1.2438708E-6	50	1.8574193	
1267.5	6.3505116E-5	1.2701023E-6	50	1.8756726	
1271.25	6.4513559E-5	1.2902712E-6	50	1.8897522	
1275	6.5401348E-5	1.308027E-6	50	1.9021728	
1278.75	6.6309135E-5	1.3261827E-6	50	1.9148741	
1282.5	6.7017336E-5	1.3403467E-6	50	1.924826	
1286.25	6.7932895E-5	1.3586579E-6	50	1.9376436	
1290	6.9054585E-5	1.3810917E-6	50	1.9533118	
1293.75	6.9588846E-5	1.3917769E-6	50	1.9608746	
1297.5	7.0083188E-5	1.4016638E-6	50	1.9678889	
1301.25	7.1120398E-5	1.422408E-6	50	1.9824044	
1305	7.2074293E-5	1.4414859E-6	50	1.9957742	
1308.75	7.285562E-5	1.4571124E-6	50	2.0067642	
1312.5	7.3820956E-5	1.4764191E-6	50	2.0203015	
1316.25	7.4578933E-5	1.4915787E-6	50	2.030977	
1320	7.5402111E-5	1.5080422E-6	50	2.0425579	
1323.75	7.6340878E-5	1.5268176E-6	50	2.0557413	
1327.5	7.7327397E-5	1.5465479E-6	50	2.0695899	
1331.25	7.9018537E-5	1.5803707E-6	50	2.0931916	
1335	7.9931402E-5	1.598628E-6	50	2.1060329	
1338.75	8.0179264E-5	1.6035853E-6	50	2.1096752	
1342.5	8.1027159E-5	1.6205432E-6	50	2.1216247	
1346.25	8.1901744E-5	1.6380349E-6	50	2.133948	
1350	8.2605339E-5	1.6521068E-6	50	2.143908	
1353.75	8.3532887E-5	1.6706577E-6	50	2.1569735	
1357.5	8.439247E-5	1.6878494E-6	50	2.1691024	
1361.25	8.530506E-5	1.7061012E-6	50	2.1819703	
1365	8.6322989E-5	1.7264598E-6	50	2.1963029	
1368.75	8.7460849E-5	1.749217E-6	50	2.2123033	
1372.5	8.8596338E-5	1.7719268E-6	50	2.228277	
1376.25	8.9570787E-5	1.7914157E-6	50	2.2420239	
1380	9.0485124E-5	1.8097025E-6	50	2.2549424	
1383.75	9.1293671E-5	1.8258734E-6	50	2.2663986	
1387.5	9.1990689E-5	1.8398138E-6	50	2.276312	
1391.25	9.2914961E-5	1.8582992E-6	50	2.2893831	
1395	9.3971255E-5	1.8794251E-6	50	2.3042918	
1398.75	9.4197533E-5	1.8839507E-6	50	2.3076842	
1402.5	9.4453653E-5	1.8890731E-6	50	2.3114925	
1406.25	9.5555289E-5	1.9111058E-6	50	2.3270451	
1410	9.6249135E-5	1.9249827E-6	50	2.3369398	
1413.75	9.6716423E-5	1.9343285E-6	50	2.3436912	
1417.5	9.7378856E-5	1.9475771E-6	50	2.3531576	
1421.25	9.7976192E-5	1.9595238E-6	50	2.3617235	
1425	9.8630615E-5	1.9726123E-6	50	2.3710869	
1428.75	9.8984014E-5	1.9796803E-6	50	2.376269	
1432.5	9.8899721E-5	1.9779944E-6	50	2.3753667	
1436.25	9.9091454E-5	1.9818291E-6	50	2.3783039	
1440	9.9596578E-5	1.9919316E-6	50	2.3856025	
1443.75	9.9518284E-5	1.9903657E-6	50	2.3847861	
1447.5	9.9691663E-5	1.9938333E-6	50	2.3874724	
1451.25	0.00010054745	2.010949E-6	50	2.3996593	
1455	0.00010075616	2.0151233E-6	50	2.4028419	
1458.75	0.00010063617	2.0127235E-6	50	2.4014485	
1462.5	0.00010127614	2.0255227E-6	50	2.4106397	
1466.25	0.00010179148	2.0358297E-6	50	2.4180985	
1470	0.00010154525	2.030905E-6	50	2.4149483	
1473.75	0.00010173359	2.0346719E-6	50	2.4178534	
1477.5	0.00010234809	2.0469618E-6	50	2.4267001	
1481.25	0.00010279225	2.055845E-6	50	2.4331752	
1485	0.00010332369	2.0664737E-6	50	2.4408697	
1488.75	0.00010366371	2.0732742E-6	50	2.4458972	
1492.5	0.00010393357	2.0786715E-6	50	2.4499477	
1496.25	0.0001045722	2.091444E-6	50	2.4591449	
1500	0.00010519877	2.1039754E-6	50	2.4681771	
1503.75	0.0001053544	2.107088E-6	50	2.4706385	
1507.5	0.00010548073	2.1096147E-6	50	2.4726915	
1511.25	0.00010606455	2.121291E-6	50	2.4811331	
1515	0.00010682638	2.1365276E-6	50	2.4920639	
1518.75	0.00010712384	2.1424768E-6	50	2.4965112	
1522.5	0.00010730755	2.1461509E-6	50	2.4993703	
1526.25	0.00010799473	2.1598947E-6	50	2.5092664	
1530	0.00010853261	2.1706521E-6	50	2.5170787	
1533.75	0.00010878905	2.175781E-6	50	2.520959	
1537.5	0.0001092339	2.1846781E-6	50	2.527475	
1541.25	0.00010945472	2.1890944E-6	50	2.5308598	
1545	0.00010944335	2.1888671E-6	50	2.5309975	
1548.75	0.00010982691	2.1965381E-6	50	2.5366605	
1552.5	0.00011031848	2.2063697E-6	50	2.5438372	
1556.25	0.00011017186	2.2034372E-6	50	2.5420833	
1560	0.00011035687	2.2071373E-6	50	2.5449714	
1563.75	0.0001115066	2.230132E-6	50	2.5613689	
1567.5	0.00011197718	2.2395437E-6	50	2.5682609	
1571.25	0.00011167101	2.2334203E-6	50	2.5642747	
1575	0.00011151654	2.2303308E-6	50	2.5624123	
1578.75	0.00011152584	2.2305168E-6	50	2.562844	
1582.5	0.00011179718	2.2359436E-6	50	2.5669485	
1586.25	0.00011214106	2.2428212E-6	50	2.5720716	
1590	0.00011262983	2.2525966E-6	50	2.5792281	
1593.75	0.00011293517	2.2587034E-6	50	2.5838149	
1597.5	0.00011301589	2.2603178E-6	50	2.5852529	
1601.25	0.00011305355	2.2610709E-6	50	2.5860874	
1605	0.00011286074	2.2572147E-6	50	2.5836883	
1608.75	0.00011260143	2.2520287E-6	50	2.5803552	
1612.5	0.00011277985	2.2555971E-6	50	2.5831655	
1616.25	0.00011300616	2.2601232E-6	50	2.5866493	
1620	0.00011300975	2.2601949E-6	50	2.587007	
1623.75	0.00011313982	2.2627965E-6	50	2.5891416	
1627.5	0.00011321594	2.2643187E-6	50	2.590519	
1631.25	0.00011342346	2.2684692E-6	50	2.5937436	
1635	0.00011363073	2.2726145E-6	50	2.5969659	
1638.75	0.00011332612	2.2665224E-6	50	2.5929944	
1642.5	0.00011347094	2.2694188E-6	50	2.5953402	
1646.25	0.00011380842	2.2761683E-6	50	2.6003961	
1650	0.0001136494	2.272988E-6	50	2.598471	
1653.75	0.00011354649	2.2709297E-6	50	2.5973345	
1657.5	0.00011376432	2.2752864E-6	50	2.6007107	
1661.25	0.00011386611	2.2773222E-6	50	2.6024553	
1665	0.00011370364	2.2740727E-6	50	2.6004809	
1668.75	0.00011336563	2.2673125E-6	50	2.5960346	
1672.5	0.00011356572	2.2713144E-6	50	2.5991639	
1676.25	0.00011394602	2.2789204E-6	50	2.6048326	
1680	0.00011358331	2.2716661E-6	50	2.6000369	
1683.75	0.00011351061	2.2702121E-6	50	2.5993257	
1687.5	0.00011401715	2.280343E-6	50	2.6067772	
1691.25	0.00011434606	2.2869213E-6	50	2.611728	
1695	0.00011414803	2.2829605E-6	50	2.609252	
1698.75	0.00011346636	2.2693271E-6	50	2.5999556	
1702.5	0.00011322621	2.2645242E-6	50	2.5968827	
1706.25	0.00011364126	2.2728253E-6	50	2.603051	
1710	0.00011408088	2.2816176E-6	50	2.6095685	
1713.75	0.0001141743	2.283486E-6	50	2.611203	
1717.5	0.00011350082	2.2700164E-6	50	2.6020137	
1721.25	0.00011340287	2.2680574E-6	50	2.6009458	
1725	0.00011342331	2.2684663E-6	50	2.6015491	
1728.75	0.00011304333	2.2608665E-6	50	2.5964973	
1732.5	0.00011356017	2.2712035E-6	50	2.6041118	
1736.25	0.00011399774	2.2799547E-6	50	2.610609	
1740	0.00011360255	2.2720511E-6	50	2.6053408	
1743.75	0.00011310807	2.2621615E-6	50	2.598667	
1747.5	0.00011297003	2.2594007E-6	50	2.5970291	
1751.25	0.0001131107	2.2622139E-6	50	2.5993311	
1755	0.00011315293	2.2630585E-6	50	2.6002416	
1758.75	0.00011275037	2.2550074E-6	50	2.5948606	
1762.5	0.00011272483	2.2544967E-6	50	2.5948111	
1766.25	0.00011318648	2.2637296E-6	50	2.6016552	
1770	0.0001134743	2.269486E-6	50	2.6060413	
1773.75	0.00011358135	2.271627E-6	50	2.6078697	
1777.5	0.00011305635	2.2611269E-6	50	2.6007491	
1781.25	0.00011283631	2.2567262E-6	50	2.5979441	
1785	0.00011385094	2.2770189E-6	50	2.6126258	
1788.75	0.00011448533	2.2897065E-6	50	2.6219255	
1792.5	0.00011407248	2.2814496E-6	50	2.6163892	
1796.25	0.00011406671	2.2813342E-6	50	2.6166193	
1800	0.00011431037	2.2862075E-6	50	2.6203849	
1803.75	0.00011418194	2.2836387E-6	50	2.6188757	
1807.5	0.00011463244	2.2926487E-6	50	2.6255751	
1811.25	0.00011506154	2.3012307E-6	50	2.6319733	
1815	0.00011517697	2.3035394E-6	50	2.6339237	
1818.75	0.0001158528	2.3170559E-6	50	2.643826	
1822.5	0.00011645277	2.3290555E-6	50	2.6526554	
1826.25	0.00011631163	2.3262327E-6	50	2.6509682	
1830	0.00011637936	2.3275872E-6	50	2.6522456	
1833.75	0.00011691718	2.3383437E-6	50	2.6601986	
1837.5	0.00011755542	2.3511083E-6	50	2.6695807	
1841.25	0.00011803497	2.3606995E-6	50	2.6767124	
1845	0.00011834904	2.3669808E-6	50	2.6814956	
1848.75	0.00011909167	2.3818334E-6	50	2.692371	
1852.5	0.00011992518	2.3985036E-6	50	2.7045423	
1856.25	0.00012009999	2.4019998E-6	50	2.7073545	
1860	0.00012009891	2.4019782E-6	50	2.7076671	
1863.75	0.00012064426	2.4128853E-6	50	2.7157514	
1867.5	0.00012120341	2.4240682E-6	50	2.7240353	
1871.25	0.00012173244	2.4346487E-6	50	2.7318945	
1875	0.00012218402	2.4436803E-6	50	2.7386552	
1878.75	0.00012228839	2.4457679E-6	50	2.7404775	
1882.5	0.00012284555	2.4569111E-6	50	2.7487467	
1886.25	0.00012366502	2.4733005E-6	50	2.7607547	
1890	0.00012412435	2.4824871E-6	50	2.7676393	
1893.75	0.0001247773	2.4955459E-6	50	2.7772853	
1897.5	0.0001253038	2.506076E-6	50	2.7851343	
1901.25	0.00012560387	2.5120774E-6	50	2.7897607	
1905	0.00012601022	2.5202044E-6	50	2.7959041	
1908.75	0.00012641592	2.5283185E-6	50	2.8020413	
1912.5	0.00012678716	2.5357432E-6	50	2.80769	
1916.25	0.00012721412	2.5442824E-6	50	2.8141359	
1920	0.00012793835	2.558767E-6	50	2.8248248	
1923.75	0.00012834885	2.566977E-6	50	2.8310425	
1927.5	0.00012843167	2.5686333E-6	50	2.8325872	
1931.25	0.00012896606	2.5793213E-6	50	2.8405776	
1935	0.00012973252	2.5946503E-6	50	2.8518837	
1938.75	0.00013016027	2.6032055E-6	50	2.8583586	
1942.5	0.00013051763	2.6103525E-6	50	2.8638307	
1946.25	0.00013113003	2.6226006E-6	50	2.8729478	
1950	0.00013170689	2.6341377E-6	50	2.8815606	
1953.75	0.00013195757	2.6391513E-6	50	2.8855159	
1957.5	0.00013212913	2.6425825E-6	50	2.8883417	
1961.25	0.00013272949	2.6545898E-6	50	2.8972978	
1965	0.00013313349	2.6626699E-6	50	2.9034496	
1968.75	0.00013341739	2.6683478E-6	50	2.9078859	
1972.5	0.00013387816	2.6775633E-6	50	2.9148532	
1976.25	0.00013495333	2.6990666E-6	50	2.9306119	
1980	0.00013610061	2.7220122E-6	50	2.9474081	
1983.75	0.00013651434	2.7302868E-6	50	2.953712	
1987.5	0.00013710065	2.7420131E-6	50	2.962488	
1991.25	0.00013839308	2.7678615E-6	50	2.9813761	
1995	0.0001396199	2.7923979E-6	50	2.9993315	
1998.75	0.00014135952	2.8271903E-6	50	3.0246378	
2002.5	0.00014100237	2.8200473E-6	50	3.0199163	
2006.25	0.00013921584	2.7843167E-6	50	2.994712	
2010	0.0001396913	2.793826E-6	50	3.0019139	
2013.75	0.00014087738	2.8175476E-6	50	3.0193039	
2017.5	0.00014116058	2.8232116E-6	50	3.023756	
2021.25	0.00014175597	2.8351194E-6	50	3.032686	
2025	0.00014259659	2.8519318E-6	50	3.0451362	
2028.75	0.00014280293	2.8560586E-6	50	3.0484922	
2032.5	0.0001429166	2.8583319E-6	50	3.0505195	
2036.25	0.00014340193	2.8680386E-6	50	3.057881	
2040	0.00014394207	2.8788415E-6	50	3.0660318	
2043.75	0.00014460927	2.8921853E-6	50	3.0760095	
2047.5	0.00014494118	2.8988236E-6	50	3.0811766	
2051.25	0.00014545135	2.909027E-6	50	3.0889058	
2055	0.00014664246	2.9328491E-6	50	3.106419	
2058.75	0.00014748322	2.9496645E-6	50	3.1189057	
2062.5	0.00014734866	2.9469731E-6	50	3.1173818	
2066.25	0.00014773896	2.9547793E-6	50	3.1234012	
2070	0.00014894054	2.9788108E-6	50	3.1410854	
2073.75	0.0001501672	3.003344E-6	50	3.1591373	
2077.5	0.00015011157	3.0022314E-6	50	3.1587557	
2081.25	0.00014930301	2.9860601E-6	50	3.1475442	
2085	0.00014988038	2.9976076E-6	50	3.1562675	
2088.75	0.00014986829	2.9973657E-6	50	3.1565123	
2092.5	0.00014969336	2.9938673E-6	50	3.1544138	
2096.25	0.00015108637	3.0217274E-6	50	3.1748851	
2100	0.00015225311	3.0450621E-6	50	3.1921067	
2103.75	0.00015322166	3.0644332E-6	50	3.2064813	
2107.5	0.00015370401	3.0740802E-6	50	3.2138586	
2111.25	0.00015412039	3.0824079E-6	50	3.2202886	
2115	0.00015467522	3.0935044E-6	50	3.228716	
2118.75	0.00015453109	3.0906219E-6	50	3.2270738	
2122.5	0.00015536043	3.1072085E-6	50	3.239463	
2126.25	0.00015676001	3.1352003E-6	50	3.2600788	
2130	0.00015663323	3.1326646E-6	50	3.258692	
2133.75	0.00015712377	3.1424753E-6	50	3.2662084	
2137.5	0.00015871338	3.1742675E-6	50	3.289583	
2141.25	0.00015916324	3.1832647E-6	50	3.2965216	
2145	0.00015970382	3.1940764E-6	50	3.3047723	
2148.75	0.00016100552	3.2201103E-6	50	3.3240123	
2152.5	0.00016149788	3.2299575E-6	50	3.3315754	
2156.25	0.00016195108	3.2390217E-6	50	3.3385761	
2160	0.00016274614	3.2549228E-6	50	3.3505168	
2163.75	0.00016283919	3.2567837E-6	50	3.3523212	
2167.5	0.00016308241	3.2616483E-6	50	3.3562961	
2171.25	0.00016342542	3.2685084E-6	50	3.3617145	
2175	0.00016373281	3.2746561E-6	50	3.3666201	
2178.75	0.00016409657	3.2819313E-6	50	3.3723426	
2182.5	0.00016400701	3.2801402E-6	50	3.3715123	
2186.25	0.00016426939	3.2853878E-6	50	3.3757716	
2190	0.00016560719	3.3121438E-6	50	3.3955891	
2193.75	0.00016585376	3.3170751E-6	50	3.3996259	
2197.5	0.00016492354	3.2984708E-6	50	3.3866348	
2201.25	0.00016561516	3.3123031E-6	50	3.397113	
2205	0.00016641579	3.3283158E-6	50	3.4091735	
2208.75	0.00016657639	3.3315278E-6	50	3.4119712	
2212.5	0.00016749438	3.3498876E-6	50	3.4257389	
2216.25	0.00016771794	3.3543589E-6	50	3.4294528	
2220	0.00016695063	3.3390125E-6	50	3.4188121	
2223.75	0.00016702627	3.3405254E-6	50	3.4203826	
2227.5	0.00016758566	3.3517132E-6	50	3.4289649	
2231.25	0.00016747794	3.3495588E-6	50	3.4278797	
2235	0.00016725523	3.3451046E-6	50	3.4251267	
2238.75	0.00016774534	3.3549069E-6	50	3.4327102	
2242.5	0.00016835113	3.3670226E-6	50	3.4419746	
2246.25	0.00016818926	3.3637851E-6	50	3.4401051	
2250	0.00016819693	3.3639385E-6	50	3.4406952	
2253.75	0.00016931855	3.386371E-6	50	3.4574532	
2257.5	0.00016972591	3.3945181E-6	50	3.4638488	
2261.25	0.00016893026	3.3786053E-6	50	3.45278	
2265	0.00016928874	3.3857748E-6	50	3.4584674	
2268.75	0.00016962219	3.3924437E-6	50	3.4637933	
2272.5	0.00016898524	3.3797048E-6	50	3.4550234	
2276.25	0.00016960099	3.3920198E-6	50	3.4644528	
2280	0.00017024081	3.4048161E-6	50	3.4742357	
2283.75	0.00016987684	3.3975368E-6	50	3.4694308	
2287.5	0.00017030325	3.406065E-6	50	3.4761157	
2291.25	0.0001716591	3.4331819E-6	50	3.4963194	
2295	0.00017210448	3.4420896E-6	50	3.5032883	
2298.75	0.0001717325	3.4346501E-6	50	3.4983689	
2302.5	0.00017119425	3.423885E-6	50	3.4910282	
2306.25	0.00017146766	3.4293532E-6	50	3.4954975	
2310	0.00017276145	3.455229E-6	50	3.5148219	
2313.75	0.00017273941	3.4547883E-6	50	3.5149962	
2317.5	0.00017301209	3.4602418E-6	50	3.5194624	
2321.25	0.00017293601	3.4587202E-6	50	3.5188508	
2325	0.00017176328	3.4352657E-6	50	3.5022631	
2328.75	0.00017208712	3.4417425E-6	50	3.5074754	
2332.5	0.00017266663	3.4533325E-6	50	3.5164159	
2336.25	0.00017270328	3.4540655E-6	50	3.5174472	
2340	0.00017345642	3.4691285E-6	50	3.5289252	
2343.75	0.00017399918	3.4799836E-6	50	3.53734	
2347.5	0.00017361268	3.4722536E-6	50	3.5322048	
2351.25	0.00017330893	3.4661786E-6	50	3.528275	
2355	0.00017363657	3.4727314E-6	50	3.5335566	
2358.75	0.00017512496	3.5024993E-6	50	3.5557806	
2362.5	0.00017715885	3.543177E-6	50	3.5859762	
2366.25	0.0001766479	3.5329579E-6	50	3.5790298	
2370	0.00017513248	3.5026496E-6	50	3.5574129	
2373.75	0.00017553229	3.5106458E-6	50	3.5637606	
2377.5	0.0001759346	3.5186919E-6	50	3.5701475	
2381.25	0.00017615823	3.5231646E-6	50	3.5739261	
2385	0.00017668708	3.5337415E-6	50	3.5821668	
2388.75	0.00017721906	3.5443813E-6	50	3.5904566	
2392.5	0.00017657358	3.5314715E-6	50	3.5815346	
2396.25	0.00017610927	3.5221853E-6	50	3.5752582	
2400	0.0001772128	3.544256E-6	50	3.5919103	
2403.75	0.00017726464	3.5452929E-6	50	3.5931837	
2407.5	0.00017716095	3.543219E-6	50	3.5921814	
2411.25	0.0001784416	3.5688321E-6	50	3.6114379	
2415	0.00017837735	3.5675471E-6	50	3.6110153	
2418.75	0.00017807809	3.5615618E-6	50	3.6071513	
2422.5	0.00017876281	3.5752563E-6	50	3.6176942	
2426.25	0.00017916478	3.5832956E-6	50	3.6240991	
2430	0.00017961161	3.5922322E-6	50	3.6311632	
2433.75	0.0001798982	3.597964E-6	50	3.6358814	
2437.5	0.00017904023	3.5808046E-6	50	3.6238272	
2441.25	0.00017883846	3.5767692E-6	50	3.6213859	
2445	0.00017980107	3.5960214E-6	50	3.6360134	
2448.75	0.00018057478	3.6114955E-6	50	3.6478755	
2452.5	0.00018047291	3.6094583E-6	50	3.6468998	
2456.25	0.00017977221	3.5954442E-6	50	3.637138	
2460	0.00017979543	3.5959087E-6	50	3.6379931	
2463.75	0.00018098961	3.6197922E-6	50	3.6560313	
2467.5	0.00018172067	3.6344135E-6	50	3.6672781	
2471.25	0.00018206483	3.6412966E-6	50	3.6728485	
2475	0.000182654	3.65308E-6	50	3.682018	
2478.75	0.00018287972	3.6575944E-6	50	3.6858528	
2482.5	0.00018231075	3.646215E-6	50	3.6780152	
2486.25	0.0001815765	3.63153E-6	50	3.6677458	
2490	0.00018152523	3.6305047E-6	50	3.6675086	
2493.75	0.00018214551	3.6429101E-6	50	3.6771414	
2497.5	0.00018305946	3.6611891E-6	50	3.6910949	
2501.25	0.00018373749	3.6747499E-6	50	3.7015852	
2505	0.00018400742	3.6801483E-6	50	3.7060778	
2508.75	0.00018415856	3.6831712E-6	50	3.7088252	
2512.5	0.00018482518	3.6965036E-6	50	3.7191577	
2516.25	0.00018400813	3.6801626E-6	50	3.7076625	
2520	0.00018349274	3.6698549E-6	50	3.7006032	
2523.75	0.00018513855	3.7027711E-6	50	3.7253559	
2527.5	0.00018520949	3.7041898E-6	50	3.7269313	
2531.25	0.00018373755	3.6747511E-6	50	3.7057872	
2535	0.00018372687	3.6745373E-6	50	3.7061588	
2538.75	0.0001843581	3.687162E-6	50	3.7159884	
2542.5	0.00018508417	3.7016834E-6	50	3.7272205	
2546.25	0.00018621818	3.7243636E-6	50	3.7444702	
2550	0.00018595114	3.7190227E-6	50	3.7410754	
2553.75	0.0001850968	3.7019361E-6	50	3.7290217	
2557.5	0.00018612567	3.7225134E-6	50	3.7447353	
2561.25	0.00018768239	3.7536477E-6	50	3.7682417	
2565	0.00018716038	3.7432077E-6	50	3.7610921	
2568.75	0.00018690311	3.7380622E-6	50	3.7578467	
2572.5	0.00018738998	3.7477995E-6	50	3.7655832	
2576.25	0.00018744936	3.7489872E-6	50	3.7670131	
2580	0.00018732262	3.7464523E-6	50	3.7656962	
2583.75	0.00018724973	3.7449946E-6	50	3.7651745	
2587.5	0.00018726413	3.7452825E-6	50	3.7659421	
2591.25	0.00018799129	3.7598258E-6	50	3.7772402	
2595	0.00018845374	3.7690748E-6	50	3.7846315	
2598.75	0.00018777191	3.7554382E-6	50	3.7751143	
2602.5	0.00018736327	3.7472654E-6	50	3.7696316	
2606.25	0.00018801289	3.7602577E-6	50	3.779793	
2610	0.00018892759	3.7785517E-6	50	3.7938782	
2613.75	0.00018854111	3.7708221E-6	50	3.7887229	
2617.5	0.000187507	3.75014E-6	50	3.7739841	
2621.25	0.00018816147	3.7632295E-6	50	3.7842247	
2625	0.00018968629	3.7937257E-6	50	3.8073498	
2628.75	0.00019046853	3.8093705E-6	50	3.819491	
2632.5	0.00018975721	3.7951442E-6	50	3.8095228	
2636.25	0.00018961164	3.7922329E-6	50	3.8079277	
2640	0.0001892454	3.784908E-6	50	3.8030623	
2643.75	0.0001881299	3.762598E-6	50	3.7870936	
2647.5	0.00018874445	3.7748891E-6	50	3.7967528	
2651.25	0.00018939232	3.7878465E-6	50	3.8069085	
2655	0.00018950415	3.7900831E-6	50	3.8091211	
2658.75	0.00019074459	3.8148919E-6	50	3.8280668	
2662.5	0.00019026624	3.8053248E-6	50	3.8215305	
2666.25	0.0001890993	3.781986E-6	50	3.8047774	
2670	0.00018950688	3.7901377E-6	50	3.8113753	
2673.75	0.000190235	3.8046999E-6	50	3.8227312	
2677.5	0.00019051737	3.8103474E-6	50	3.8274756	
2681.25	0.00018984257	3.7968514E-6	50	3.8180132	
2685	0.00019019415	3.8038831E-6	50	3.823785	
2688.75	0.00019138778	3.8277555E-6	50	3.8420629	
2692.5	0.00019142022	3.8284044E-6	50	3.843101	
2696.25	0.00019067607	3.8135214E-6	50	3.8326024	
2700	0.00019028422	3.8056844E-6	50	3.8273342	
2703.75	0.00019113797	3.8227594E-6	50	3.8405751	
2707.5	0.0001915914	3.8318279E-6	50	3.8478708	
2711.25	0.00019031374	3.8062748E-6	50	3.8294329	
2715	0.00019003259	3.8006518E-6	50	3.8258061	
2718.75	0.00019145534	3.8291068E-6	50	3.8475202	
2722.5	0.0001915532	3.831064E-6	50	3.8495341	
2726.25	0.0001908088	3.816176E-6	50	3.8390173	
2730	0.00019062417	3.8124833E-6	50	3.8368271	
2733.75	0.00019075809	3.8151618E-6	50	3.8393781	
2737.5	0.00019136499	3.8272998E-6	50	3.8489723	
2741.25	0.0001915967	3.8319339E-6	50	3.8529839	
2745	0.00019170926	3.8341853E-6	50	3.8552232	
2748.75	0.00019202615	3.8405231E-6	50	3.8605076	
2752.5	0.00019219994	3.8439988E-6	50	3.8636623	
2756.25	0.00019233898	3.8467796E-6	50	3.8663008	
2760	0.00019214706	3.8429412E-6	50	3.8640074	
2763.75	0.0001913788	3.827576E-6	50	3.8531211	
2767.5	0.00019137466	3.8274932E-6	50	3.8536246	
2771.25	0.00019194046	3.8388092E-6	50	3.8626284	
2775	0.00019231994	3.8463988E-6	50	3.8688563	
2778.75	0.00019223403	3.8446805E-6	50	3.868143	
2782.5	0.00019223737	3.8447473E-6	50	3.868761	
2786.25	0.00019289028	3.8578056E-6	50	3.8790745	
2790	0.00019330198	3.8660397E-6	50	3.8857909	
2793.75	0.00019296535	3.8593071E-6	50	3.8813353	
2797.5	0.00019336751	3.8673502E-6	50	3.8879112	
2801.25	0.00019361753	3.8723506E-6	50	3.8922165	
2805	0.00019310005	3.8620011E-6	50	3.8850559	
2808.75	0.00019352852	3.8705703E-6	50	3.8920276	
2812.5	0.00019504925	3.900985E-6	50	3.9153269	
2816.25	0.00019477733	3.8955465E-6	50	3.9118352	
2820	0.00019384773	3.8769547E-6	50	3.8985073	
2823.75	0.0001945555	3.89111E-6	50	3.9096605	
2827.5	0.00019513022	3.9026043E-6	50	3.9188268	
2831.25	0.00019575837	3.9151674E-6	50	3.928795	
2835	0.00019514336	3.9028672E-6	50	3.920163	
2838.75	0.00019403481	3.8806962E-6	50	3.9041396	
2842.5	0.0001948967	3.8979341E-6	50	3.9176064	
2846.25	0.00019562988	3.9125975E-6	50	3.9291503	
2850	0.00019555142	3.9110284E-6	50	3.9285429	
2853.75	0.00019590906	3.9181813E-6	50	3.9344668	
2857.5	0.00019662289	3.9324578E-6	50	3.9457285	
2861.25	0.00019698055	3.9396111E-6	50	3.951657	
2865	0.00019647472	3.9294944E-6	50	3.9446459	
2868.75	0.00019726239	3.9452479E-6	50	3.9570216	
2872.5	0.00019826759	3.9653517E-6	50	3.9726631	
2876.25	0.00019748731	3.9497462E-6	50	3.9615355	
2880	0.00019732877	3.9465755E-6	50	3.9597289	
2883.75	0.00019763432	3.9526865E-6	50	3.9648838	
2887.5	0.00019781778	3.9563557E-6	50	3.9682088	
2891.25	0.0001977044	3.954088E-6	50	3.9670803	
2895	0.00019775474	3.9550949E-6	50	3.9684094	
2898.75	0.00019915783	3.9831565E-6	50	3.9900487	
2902.5	0.00020023814	4.0047628E-6	50	4.00685	
2906.25	0.00019917468	3.9834936E-6	50	3.9914604	
2910	0.00019789795	3.957959E-6	50	3.9728618	
2913.75	0.00019890959	3.9781919E-6	50	3.9886398	
2917.5	0.00020077696	4.0155391E-6	50	4.0172846	
2921.25	0.00020064851	4.0129702E-6	50	4.0159426	
2925	0.00020045476	4.0090952E-6	50	4.0136194	
2928.75	0.00020100424	4.0200848E-6	50	4.0224722	
2932.5	0.00019971529	3.9943058E-6	50	4.0036801	
2936.25	0.00019876316	3.9752633E-6	50	3.9899483	
2940	0.00020011989	4.0023977E-6	50	4.0109505	
2943.75	0.00020066404	4.0132808E-6	50	4.0197338	
2947.5	0.00020040094	4.0080189E-6	50	4.0163711	
2951.25	0.00020166632	4.0333265E-6	50	4.0360187	
2955	0.00020219138	4.0438276E-6	50	4.0445273	
2958.75	0.00020171261	4.0342522E-6	50	4.0379218	
2962.5	0.00020184298	4.0368595E-6	50	4.0404902	
2966.25	0.00020156828	4.0313657E-6	50	4.0369574	
2970	0.00020137179	4.0274358E-6	50	4.0346023	
2973.75	0.00020260254	4.0520509E-6	50	4.0537593	
2977.5	0.00020322158	4.0644317E-6	50	4.0637024	
2981.25	0.0002020848	4.041696E-6	50	4.0471745	
2985	0.00020188747	4.0377493E-6	50	4.0448089	
