z_m,T_K,T_C,p_Pa,p_hPa
345.0,292.90749999999997,19.757499999999993,98088.14945153291,980.8814945153291
348.75,292.88312499999995,19.733124999999973,98045.25476141069,980.4525476141068
352.5,292.85875,19.70875000000001,98002.37526177266,980.0237526177266
356.25,292.83437499999997,19.68437499999999,97959.5109485029,979.595109485029
360.0,292.81,19.660000000000025,97916.6618174865,979.166618174865
363.75,292.785625,19.635625000000005,97873.82786460893,978.7382786460893
367.5,292.76124999999996,19.611249999999984,97831.0090857569,978.310090857569
371.25,292.736875,19.58687500000002,97788.20547681775,977.8820547681775
375.0,292.7125,19.5625,97745.41703367926,977.4541703367926
378.75,292.68812499999996,19.53812499999998,97702.6437522304,977.026437522304
382.5,292.66375,19.513750000000016,97659.8856283608,976.598856283608
386.25,292.639375,19.489374999999995,97617.14265796069,976.1714265796069
390.0,292.61499999999995,19.464999999999975,97574.41483692128,975.7441483692128
393.75,292.590625,19.44062500000001,97531.70216113457,975.3170216113457
397.5,292.56624999999997,19.41624999999999,97489.004626493,974.89004626493
401.25,292.541875,19.391875000000027,97446.3222288902,974.463222288902
405.0,292.5175,19.367500000000007,97403.65496422029,974.0365496422029
408.75,292.49312499999996,19.343124999999986,97361.00282837827,973.6100282837828
412.5,292.46875,19.318750000000023,97318.36581726003,973.1836581726003
416.25,292.444375,19.294375000000002,97275.74392676192,972.7574392676192
420.0,292.41999999999996,19.269999999999982,97233.13715278132,972.3313715278132
423.75,292.395625,19.245625000000018,97190.54549121643,971.9054549121643
427.5,292.37125,19.221249999999998,97147.96893796587,971.4796893796587
431.25,292.34687499999995,19.196874999999977,97105.40748892937,971.0540748892937
435.0,292.3225,19.172500000000014,97062.86114000737,970.6286114000737
438.75,292.29812499999997,19.148124999999993,97020.32988710092,970.2032988710092
442.5,292.27374999999995,19.123749999999973,96977.81372611201,969.7781372611202
446.25,292.249375,19.09937500000001,96935.31265294347,969.3531265294347
450.0,292.22499999999997,19.07499999999999,96892.82666349845,968.9282666349844
453.75,292.200625,19.050625000000025,96850.35575368158,968.5035575368158
457.5,292.17625,19.026250000000005,96807.89991939755,968.0789991939755
461.25,292.15187499999996,19.001874999999984,96765.45915655227,967.6545915655228
465.0,292.1275,18.97750000000002,96723.03346105237,967.2303346105238
468.75,292.103125,18.953125,96680.62282880506,966.8062282880506
472.5,292.07874999999996,18.92874999999998,96638.22725571846,966.3822725571846
476.25,292.054375,18.904375000000016,96595.84673770159,965.958467377016
480.0,292.03,18.879999999999995,96553.48127066385,965.5348127066385
483.75,292.00562499999995,18.855624999999975,96511.13085051574,965.1113085051574
487.5,291.98125,18.83125000000001,96468.7954731685,964.6879547316851
491.25,291.95687499999997,18.80687499999999,96426.47513453398,964.2647513453397
495.0,291.9325,18.782500000000027,96384.16983052505,963.8416983052505
498.75,291.908125,18.758125000000007,96341.87955705491,963.4187955705492
502.5,291.88374999999996,18.733749999999986,96299.60431003806,962.9960431003806
506.25,291.859375,18.709375000000023,96257.34408538956,962.5734408538956
510.0,291.835,18.685000000000002,96215.098879025,962.1509887902499
513.75,291.81062499999996,18.660624999999982,96172.86868686104,961.7286868686103
517.5,291.78625,18.636250000000018,96130.65350481507,961.3065350481506
521.25,291.761875,18.611874999999998,96088.45332880509,960.8845332880509
525.0,291.73749999999995,18.587499999999977,96046.26815475003,960.4626815475002
528.75,291.713125,18.563125000000014,96004.09797856963,960.0409797856962
532.5,291.68874999999997,18.538749999999993,95961.94279618408,959.6194279618409
536.25,291.66437499999995,18.514374999999973,95919.80260351463,959.1980260351463
540.0,291.64,18.49000000000001,95877.67739648343,958.7767739648343
543.75,291.61562499999997,18.46562499999999,95835.56717101292,958.3556717101293
547.5,291.59125,18.441250000000025,95793.47192302684,957.9347192302683
551.25,291.566875,18.416875000000005,95751.3916484491,957.513916484491
555.0,291.54249999999996,18.392499999999984,95709.32634320502,957.0932634320502
558.75,291.518125,18.36812500000002,95667.2760032204,956.672760032204
562.5,291.49375,18.34375,95625.24062442158,956.2524062442158
566.25,291.46937499999996,18.31937499999998,95583.22020273602,955.8322020273602
570.0,291.445,18.295000000000016,95541.21473409185,955.4121473409184
573.75,291.420625,18.270624999999995,95499.22421441782,954.9922421441781
577.5,291.39624999999995,18.246249999999975,95457.24863964363,954.5724863964363
581.25,291.371875,18.22187500000001,95415.2880056998,954.152880056998
585.0,291.34749999999997,18.19749999999999,95373.3423085172,953.7334230851719
588.75,291.323125,18.173125000000027,95331.4115440281,953.3141154402811
592.5,291.29875,18.148750000000007,95289.49570816496,952.8949570816496
596.25,291.27437499999996,18.124374999999986,95247.5947968613,952.475947968613
600.0,291.25,18.100000000000023,95205.70880605148,952.0570880605148
603.75,291.225625,18.075625000000002,95163.83773167036,951.6383773167036
607.5,291.20124999999996,18.051249999999982,95121.98156965374,951.2198156965374
611.25,291.176875,18.026875000000018,95080.14031593833,950.8014031593833
615.0,291.1525,18.002499999999998,95038.3139664612,950.3831396646119
618.75,291.12812499999995,17.978124999999977,94996.5025171605,949.9650251716049
622.5,291.10375,17.953750000000014,94954.70596397515,949.5470596397515
626.25,291.07937499999997,17.929374999999993,94912.92430284468,949.1292430284468
630.0,291.05499999999995,17.904999999999973,94871.15752970947,948.7115752970947
633.75,291.030625,17.88062500000001,94829.40564051075,948.2940564051075
637.5,291.00624999999997,17.85624999999999,94787.66863119032,947.8766863119032
641.25,290.981875,17.831875000000025,94745.946497691,947.45946497691
645.0,290.9575,17.807500000000005,94704.23923595603,947.0423923595604
648.75,290.93312499999996,17.783124999999984,94662.54684192972,946.6254684192972
652.5,290.90875,17.75875000000002,94620.86931155711,946.2086931155711
656.25,290.884375,17.734375,94579.20664078381,945.7920664078381
660.0,290.85999999999996,17.70999999999998,94537.55882555642,945.3755882555643
663.75,290.835625,17.685625000000016,94495.92586182231,944.9592586182231
667.5,290.81125,17.661249999999995,94454.30774552928,944.5430774552929
671.25,290.78687499999995,17.636874999999975,94412.70447262621,944.127044726262
675.0,290.7625,17.61250000000001,94371.11603906291,943.7111603906291
678.75,290.73812499999997,17.58812499999999,94329.54244078939,943.2954244078938
682.5,290.71375,17.563750000000027,94287.98367375703,942.8798367375703
686.25,290.689375,17.539375000000007,94246.4397339174,942.4643973391741
690.0,290.66499999999996,17.514999999999986,94204.91061722336,942.0491061722336
693.75,290.640625,17.490625000000023,94163.39631962837,941.6339631962837
697.5,290.61625,17.466250000000002,94121.89683708637,941.2189683708638
701.25,290.59187499999996,17.441874999999982,94080.4121655524,940.8041216555241
705.0,290.5675,17.417500000000018,94038.94230098223,940.3894230098224
708.75,290.543125,17.393124999999998,93997.4872393322,939.974872393322
712.5,290.51874999999995,17.368749999999977,93956.04697655958,939.5604697655958
716.25,290.494375,17.344375000000014,93914.6215086225,939.146215086225
720.0,290.46999999999997,17.319999999999993,93873.21083147942,938.7321083147941
723.75,290.44562499999995,17.295624999999973,93831.8149410901,938.3181494109009
727.5,290.42125,17.27125000000001,93790.43383341486,937.9043383341486
731.25,290.39687499999997,17.24687499999999,93749.06750441455,937.4906750441455
735.0,290.3725,17.222500000000025,93707.71595005115,937.0771595005115
738.75,290.348125,17.198125000000005,93666.37916628715,936.6637916628715
742.5,290.32374999999996,17.173749999999984,93625.05714908591,936.2505714908591
746.25,290.299375,17.14937500000002,93583.74989441167,935.8374989441166
750.0,290.275,17.125,93542.4573982291,935.424573982291
753.75,290.25062499999996,17.10062499999998,93501.17965650394,935.0117965650394
757.5,290.22625,17.076250000000016,93459.91666520262,934.5991666520262
761.25,290.201875,17.051874999999995,93418.66842029225,934.1866842029225
765.0,290.17749999999995,17.027499999999975,93377.43491774077,933.7743491774077
768.75,290.153125,17.00312500000001,93336.21615351696,933.3621615351695
772.5,290.12874999999997,16.97874999999999,93295.01212359015,932.9501212359014
776.25,290.104375,16.954375000000027,93253.82282393074,932.5382282393074
780.0,290.08,16.930000000000007,93212.64825050949,932.1264825050949
783.75,290.05562499999996,16.905624999999986,93171.48839929826,931.7148839929827
787.5,290.03125,16.881250000000023,93130.34326626963,931.3034326626963
791.25,290.006875,16.856875000000002,93089.21284739676,930.8921284739677
795.0,289.98249999999996,16.832499999999982,93048.09713865373,930.4809713865372
798.75,289.958125,16.808125000000018,93006.99613601547,930.0699613601547
802.5,289.93375,16.783749999999998,92965.90983545735,929.6590983545735
806.25,289.90937499999995,16.759374999999977,92924.83823295572,929.2483823295572
810.0,289.885,16.735000000000014,92883.78132448789,928.8378132448789
813.75,289.86062499999997,16.710624999999993,92842.73910603147,928.4273910603147
817.5,289.83624999999995,16.686249999999973,92801.71157356518,928.0171157356517
821.25,289.811875,16.66187500000001,92760.69872306843,927.6069872306844
825.0,289.78749999999997,16.63749999999999,92719.70055052129,927.1970055052129
828.75,289.763125,16.613125000000025,92678.71705190482,926.7871705190482
832.5,289.73875,16.588750000000005,92637.74822320047,926.3774822320047
836.25,289.71437499999996,16.564374999999984,92596.79406039078,925.9679406039078
840.0,289.69,16.54000000000002,92555.85455945901,925.5585455945901
843.75,289.665625,16.515625,92514.92971638899,925.1492971638899
847.5,289.64124999999996,16.49124999999998,92474.0195271655,924.740195271655
851.25,289.616875,16.466875000000016,92433.12398777413,924.3312398777413
855.0,289.5925,16.442499999999995,92392.24309420087,923.9224309420086
858.75,289.56812499999995,16.418124999999975,92351.37684243292,923.5137684243292
862.5,289.54375,16.39375000000001,92310.52522845811,923.1052522845811
866.25,289.51937499999997,16.36937499999999,92269.68824826475,922.6968824826475
870.0,289.495,16.345000000000027,92228.8658978423,922.2886589784231
873.75,289.470625,16.320625000000007,92188.0581731807,921.8805817318071
877.5,289.44624999999996,16.296249999999986,92147.26507027082,921.4726507027082
881.25,289.421875,16.271875000000023,92106.48658510434,921.0648658510435
885.0,289.3975,16.247500000000002,92065.7227136734,920.657227136734
888.75,289.37312499999996,16.223124999999982,92024.97345197118,920.2497345197118
892.5,289.34875,16.198750000000018,91984.23879599161,919.8423879599161
896.25,289.324375,16.174374999999998,91943.5187417292,919.435187417292
900.0,289.29999999999995,16.149999999999977,91902.81328517938,919.0281328517938
903.75,289.275625,16.125625000000014,91862.12242233835,918.6212242233835
907.5,289.25124999999997,16.101249999999993,91821.44614920291,918.214461492029
911.25,289.22687499999995,16.076874999999973,91780.78446177079,917.8078446177079
915.0,289.2025,16.05250000000001,91740.1373560405,917.4013735604051
918.75,289.17812499999997,16.02812499999999,91699.50482801103,916.9950482801104
922.5,289.15375,16.003750000000025,91658.88687368248,916.5888687368248
926.25,289.129375,15.979375000000005,91618.28348905545,916.1828348905545
930.0,289.10499999999996,15.954999999999984,91577.69467013147,915.7769467013147
933.75,289.080625,15.93062500000002,91537.12041291287,915.3712041291287
937.5,289.05625,15.90625,91496.56071340245,914.9656071340245
941.25,289.03187499999996,15.88187499999998,91456.01556760394,914.5601556760395
945.0,289.0075,15.857500000000016,91415.48497152215,914.1548497152215
948.75,288.983125,15.833124999999995,91374.96892116204,913.7496892116204
952.5,288.95874999999995,15.808749999999975,91334.46741252975,913.3446741252975
956.25,288.934375,15.784375000000011,91293.98044163211,912.9398044163212
960.0,288.90999999999997,15.759999999999991,91253.5080044766,912.5350800447659
963.75,288.885625,15.735625000000027,91213.05009707164,912.1305009707164
967.5,288.86125,15.711250000000007,91172.60671542613,911.7260671542613
971.25,288.83687499999996,15.686874999999986,91132.17785554996,911.3217785554996
975.0,288.8125,15.662500000000023,91091.76351345383,910.9176351345383
978.75,288.788125,15.638125000000002,91051.36368514893,910.5136368514893
982.5,288.76374999999996,15.613749999999982,91010.97836664744,910.1097836664744
986.25,288.739375,15.589375000000018,90970.60755396233,909.7060755396233
990.0,288.715,15.564999999999998,90930.25124310696,909.3025124310697
993.75,288.69062499999995,15.540624999999977,90889.90943009593,908.8990943009593
997.5,288.66625,15.516250000000014,90849.58211094444,908.4958211094444
1001.25,288.64187499999997,15.491874999999993,90809.26928166815,908.0926928166815
1005.0,288.61749999999995,15.467499999999973,90768.97093828386,907.6897093828386
1008.75,288.593125,15.443125000000009,90728.68707680903,907.2868707680904
1012.5,288.56874999999997,15.418749999999989,90688.41769326174,906.8841769326174
1016.25,288.544375,15.394375000000025,90648.16278366109,906.4816278366109
1020.0,288.52,15.370000000000005,90607.92234402653,906.0792234402653
1023.75,288.49562499999996,15.345624999999984,90567.69637037866,905.6769637037866
1027.5,288.47125,15.32125000000002,90527.48485873872,905.2748485873873
1031.25,288.446875,15.296875,90487.2878051286,904.872878051286
1035.0,288.42249999999996,15.27249999999998,90447.10520557105,904.4710520557105
1038.75,288.398125,15.248125000000016,90406.93705608962,904.0693705608962
1042.5,288.37375,15.223749999999995,90366.78335270847,903.6678335270848
1046.25,288.34937499999995,15.199374999999975,90326.64409145263,903.2664409145264
1050.0,288.325,15.175000000000011,90286.51926834801,902.8651926834801
1053.75,288.30062499999997,15.150624999999991,90246.40887942085,902.4640887942085
1057.5,288.27625,15.126250000000027,90206.31292069863,902.0631292069863
1061.25,288.251875,15.101875000000007,90166.23138820929,901.6623138820928
1065.0,288.22749999999996,15.077499999999986,90126.16427798163,901.2616427798163
1068.75,288.203125,15.053125000000023,90086.11158604534,900.8611158604534
1072.5,288.17875,15.028750000000002,90046.07330843051,900.460733084305
1076.25,288.15437499999996,15.004374999999982,90006.04944116824,900.0604944116825
1080.0,288.13,14.980000000000018,89966.03998029057,899.6603998029058
1083.75,288.105625,14.955624999999998,89926.04492182985,899.2604492182985
1087.5,288.08124999999995,14.931249999999977,89886.06426181945,898.8606426181946
1091.25,288.056875,14.906875000000014,89846.09799629358,898.4609799629358
1095.0,288.03249999999997,14.882499999999993,89806.14612128696,898.0614612128696
1098.75,288.00812499999995,14.858124999999973,89766.20863283523,897.6620863283523
1102.5,287.98375,14.833750000000009,89726.2855269749,897.262855269749
1106.25,287.95937499999997,14.809374999999989,89686.37679974284,896.8637679974283
1110.0,287.935,14.785000000000025,89646.4824471771,896.464824471771
1113.75,287.910625,14.760625000000005,89606.60246531622,896.0660246531621
1117.5,287.88624999999996,14.736249999999984,89566.73685019962,895.6673685019963
1121.25,287.861875,14.71187500000002,89526.88559786757,895.2688559786757
1125.0,287.8375,14.6875,89487.0487043607,894.870487043607
1128.75,287.81312499999996,14.66312499999998,89447.22616572087,894.4722616572087
1132.5,287.78875,14.638750000000016,89407.41797799057,894.0741797799056
1136.25,287.764375,14.614374999999995,89367.62413721273,893.6762413721273
1140.0,287.73999999999995,14.589999999999975,89327.84463943141,893.2784463943141
1143.75,287.715625,14.565625000000011,89288.07948069133,892.8807948069133
1147.5,287.69124999999997,14.541249999999991,89248.32865703784,892.4832865703784
1151.25,287.666875,14.516875000000027,89208.59216451726,892.0859216451727
1155.0,287.6425,14.492500000000007,89168.86999917636,891.6886999917635
1158.75,287.61812499999996,14.468124999999986,89129.16215706292,891.2916215706292
1162.5,287.59375,14.443750000000023,89089.46863422547,890.8946863422548
1166.25,287.569375,14.419375000000002,89049.78942671313,890.4978942671313
1170.0,287.54499999999996,14.394999999999982,89010.12453057592,890.1012453057592
1173.75,287.520625,14.370625000000018,88970.47394186466,889.7047394186467
1177.5,287.49625,14.346249999999998,88930.83765663058,889.3083765663058
1181.25,287.47187499999995,14.321874999999977,88891.21567092612,888.9121567092611
1185.0,287.4475,14.297500000000014,88851.60798080433,888.5160798080433
1188.75,287.42312499999997,14.273124999999993,88812.01458231873,888.1201458231874
1192.5,287.39874999999995,14.248749999999973,88772.43547152396,887.7243547152397
1196.25,287.374375,14.224375000000009,88732.87064447529,887.3287064447529
1200.0,287.34999999999997,14.199999999999989,88693.32009722866,886.9332009722866
1203.75,287.325625,14.175625000000025,88653.78382584098,886.5378382584098
1207.5,287.30125,14.151250000000005,88614.26182636955,886.1426182636955
1211.25,287.27687499999996,14.126874999999984,88574.7540948727,885.747540948727
1215.0,287.2525,14.10250000000002,88535.26062740969,885.352606274097
1218.75,287.228125,14.078125,88495.78142004,884.9578142004
1222.5,287.20374999999996,14.05374999999998,88456.31646882433,884.5631646882433
1226.25,287.179375,14.029375000000016,88416.86576982395,884.1686576982396
1230.0,287.155,14.004999999999995,88377.42931910088,883.7742931910087
1233.75,287.13062499999995,13.980624999999975,88338.00711271791,883.3800711271791
1237.5,287.10625,13.956250000000011,88298.59914673874,882.9859914673874
1241.25,287.08187499999997,13.931874999999991,88259.20541722744,882.5920541722744
1245.0,287.0575,13.907500000000027,88219.82592024923,882.1982592024923
1248.75,287.033125,13.883125000000007,88180.46065186984,881.8046065186984
1252.5,287.00874999999996,13.858749999999986,88141.10960815586,881.4110960815586
1256.25,286.984375,13.834375000000023,88101.77278517475,881.0177278517475
1260.0,286.96,13.810000000000002,88062.4501789943,880.624501789943
1263.75,286.93562499999996,13.785624999999982,88023.14178568356,880.2314178568356
1267.5,286.91125,13.761250000000018,87983.84760131215,879.8384760131215
1271.25,286.886875,13.736874999999998,87944.56762195022,879.4456762195022
1275.0,286.86249999999995,13.712499999999977,87905.30184366893,879.0530184366893
1278.75,286.838125,13.688125000000014,87866.0502625402,878.660502625402
1282.5,286.81374999999997,13.663749999999993,87826.81287463651,878.2681287463652
1286.25,286.78937499999995,13.639374999999973,87787.58967603125,877.8758967603125
1290.0,286.765,13.615000000000009,87748.38066279863,877.4838066279864
1293.75,286.74062499999997,13.590624999999989,87709.1858310133,877.0918583101329
1297.5,286.71625,13.566250000000025,87670.005176751,876.70005176751
1301.25,286.691875,13.541875000000005,87630.83869608802,876.3083869608802
1305.0,286.66749999999996,13.517499999999984,87591.68638510148,875.9168638510148
1308.75,286.643125,13.49312500000002,87552.54823986937,875.5254823986937
1312.5,286.61875,13.46875,87513.42425647004,875.1342425647003
1316.25,286.59437499999996,13.44437499999998,87474.31443098307,874.7431443098307
1320.0,286.57,13.420000000000016,87435.21875948862,874.3521875948862
1323.75,286.545625,13.395624999999995,87396.13723806734,873.9613723806734
1327.5,286.52124999999995,13.371249999999975,87357.06986280098,873.5706986280098
1331.25,286.496875,13.346875000000011,87318.01662977197,873.1801662977197
1335.0,286.47249999999997,13.322499999999991,87278.97753506331,872.7897753506331
1338.75,286.448125,13.298125000000027,87239.95257475905,872.3995257475905
1342.5,286.42375,13.273750000000007,87200.94174494362,872.0094174494361
1346.25,286.39937499999996,13.249374999999986,87161.9450417024,871.619450417024
1350.0,286.375,13.225000000000023,87122.96246112179,871.2296246112179
1353.75,286.350625,13.200625000000002,87083.9939992884,870.8399399928841
1357.5,286.32624999999996,13.176249999999982,87045.03965228995,870.4503965228995
1361.25,286.301875,13.151875000000018,87006.0994162149,870.060994162149
1365.0,286.2775,13.127499999999998,86967.17328715225,869.6717328715225
1368.75,286.25312499999995,13.103124999999977,86928.26126119198,869.2826126119197
1372.5,286.22875,13.078750000000014,86889.36333442482,868.8936333442482
1376.25,286.20437499999997,13.054374999999993,86850.47950294193,868.5047950294194
1380.0,286.17999999999995,13.029999999999973,86811.6097628356,868.1160976283559
1383.75,286.155625,13.005625000000009,86772.75411019873,867.7275411019873
1387.5,286.13124999999997,12.981249999999989,86733.91254112488,867.3391254112488
1391.25,286.106875,12.956875000000025,86695.0850517086,866.9508505170859
1395.0,286.0825,12.932500000000005,86656.27163804475,866.5627163804476
1398.75,286.05812499999996,12.908124999999984,86617.47229622948,866.1747229622947
1402.5,286.03375,12.88375000000002,86578.68702235943,865.7868702235943
1406.25,286.009375,12.859375,86539.91581253184,865.3991581253183
1410.0,285.98499999999996,12.83499999999998,86501.15866284491,865.0115866284491
1413.75,285.960625,12.810625000000016,86462.41556939764,864.6241556939764
1417.5,285.93625,12.786249999999995,86423.6865282895,864.236865282895
1421.25,285.91187499999995,12.761874999999975,86384.971535621,863.84971535621
1425.0,285.8875,12.737500000000011,86346.27058749339,863.4627058749339
1428.75,285.86312499999997,12.713124999999991,86307.5836800083,863.075836800083
1432.5,285.83875,12.688750000000027,86268.91080926858,862.6891080926857
1436.25,285.814375,12.664375000000007,86230.25197137748,862.3025197137748
1440.0,285.78999999999996,12.639999999999986,86191.60716243924,861.9160716243923
1443.75,285.765625,12.615625000000023,86152.97637855883,861.5297637855883
1447.5,285.74125,12.591250000000002,86114.35961584165,861.1435961584165
1451.25,285.71687499999996,12.566874999999982,86075.75687039427,860.7575687039426
1455.0,285.6925,12.542500000000018,86037.1681383239,860.3716813832391
1458.75,285.668125,12.518124999999998,85998.59341573824,859.9859341573824
1462.5,285.64374999999995,12.493749999999977,85960.032698746,859.60032698746
1466.25,285.619375,12.469375000000014,85921.48598345665,859.2148598345665
1470.0,285.59499999999997,12.444999999999993,85882.95326598019,858.8295326598019
1473.75,285.57062499999995,12.420624999999973,85844.43454242758,858.4443454242759
1477.5,285.54625,12.396250000000009,85805.92980891057,858.0592980891057
1481.25,285.52187499999997,12.371874999999989,85767.43906154126,857.6743906154126
1485.0,285.4975,12.347500000000025,85728.96229643308,857.2896229643308
1488.75,285.473125,12.323125000000005,85690.49950969969,856.9049950969969
1492.5,285.44874999999996,12.298749999999984,85652.0506974558,856.520506974558
1496.25,285.424375,12.27437500000002,85613.61585581682,856.1361585581683
1500.0,285.4,12.25,85575.19498089883,855.7519498089882
1503.75,285.37562499999996,12.22562499999998,85536.7880688187,855.367880688187
1507.5,285.35125,12.201250000000016,85498.39511569418,854.9839511569418
1511.25,285.326875,12.176874999999995,85460.01611764342,854.6001611764342
1515.0,285.30249999999995,12.152499999999975,85421.65107078565,854.2165107078565
1518.75,285.278125,12.128125000000011,85383.29997124078,853.8329997124077
